participant,age,trial_index,stimulus,response
54,22,11,audience,viewers
54,22,12,land,non-water
54,22,13,skill,workrelatedtalent
54,22,14,language,multinationalcommunicationform
54,22,15,category,organisedsegment
54,22,16,application,jobrequestform
54,22,17,snack,inbetweenmealfood
54,22,18,gram,tinypoundweight
54,22,19,photographer,cameraperson
54,22,20,scout,modelsearcher
54,22,21,plot,evilplan
54,22,22,tomb,ancientgrave
54,22,23,outlook,positivewayofthinking
54,22,24,article,unimportantnewsreport
54,22,25,programming,basiccomputercoding
54,22,26,intent,aimbehindaction
54,22,27,epic,awesome
54,22,28,smoke,cigarettebreathe
54,22,29,id,superego
54,22,30,insert,putin
54,22,31,rally,encourage
54,22,32,principle,americanheadmistress
54,22,33,seizure,eplilepticfit
54,22,34,type,computerhandwriting
54,22,35,extreme,non-minimal
54,22,36,smell,nasal-taste
54,22,37,reaction,naturalinstinct
54,22,38,pattern,themeofroutine
54,22,39,email,computorletter
54,22,40,obsession,extremelove
54,22,41,vacation,holiday
54,22,42,program,tvshow
54,22,43,encounter,come-across
54,22,44,minimum,non-maximum
54,22,45,closure,reverseopen
54,22,46,discipline,telloff
54,22,47,river,bigstream
54,22,48,leap,bodilyfling
55,21,1,item,thing
55,21,2,series,season
55,21,3,diabetes,badinsulin
55,21,4,ruler,measure-stick
55,21,5,cruelty,sadism
55,21,6,celebration,party
55,21,7,loss,empty
55,21,8,supply,give
55,21,9,impulse,need
55,21,10,photograph,lightrecord
55,21,11,republican,redelephant
55,21,12,attorney,lawyer
55,21,13,shot,pierced
55,21,14,homeland,birthplace
55,21,15,discretion,readiness
55,21,16,value,worth
55,21,17,tissue,snotpaper
55,21,18,norm,regularity
55,21,19,steam,watervapour
55,21,20,friendship,platonicbond
55,21,21,tobacco,smokeleaf
55,21,22,billion,thousandmillion
55,21,23,click,tap
55,21,24,message,note
55,21,25,weekend,relaxeddays
55,21,26,atmosphere,air
55,21,27,toilet,loo
55,21,28,score,goal
55,21,29,plantation,slavefarm
55,21,30,air,gas
55,21,31,beast,creature
55,21,32,spell,incantation
55,21,33,determination,strong-spirit
55,21,34,compliment,kindwords
55,21,35,curiosity,inquisitiveness
55,21,36,department,area
55,21,37,color,light-shades
55,21,38,penny,copper-coin
55,21,39,revenge,retaliation
55,21,40,riot,violent-protest
55,21,41,win,victory
55,21,42,sentiment,feeling
55,21,43,conspiracy,secret-theory
55,21,44,advertising,promotion
55,21,45,repair,fix
55,21,46,war,destructive-fighting
55,21,47,dance,artistic-moving
55,21,48,fix,repair
56,51,1,item,thing
56,51,2,curiosity,nosiness
56,51,3,dance,groove
56,51,4,repair,mend
56,51,5,billion,biggynumber
56,51,6,beast,monster
56,51,7,riot,fight
56,51,8,cruelty,nasty
56,51,9,fix,mend
56,51,10,tobacco,smokes
56,51,11,score,tally
56,51,12,photograph,piccy
56,51,13,discretion,subtlety
56,51,14,republican,twatpolitic
56,51,15,steam,vapour
56,51,16,impulse,whim
56,51,17,win,score
56,51,18,value,worth
56,51,19,homeland,nativeplace
56,51,20,spell,hex
56,51,21,weekend,satsun
56,51,22,loss,bereavement
56,51,23,toilet,loo
56,51,24,advertising,selling
56,51,25,celebration,party
56,51,26,color,hue
56,51,27,supply,source
56,51,28,air,breath
56,51,29,war,fighting
56,51,30,plantation,cropland
56,51,31,diabetes,sugardisease
56,51,32,attorney,judge
56,51,33,sentiment,feeling
56,51,34,message,note
56,51,35,shot,go
56,51,36,department,room
56,51,37,click,flickmouse
56,51,38,tissue,snotrag
56,51,39,conspiracy,plot
56,51,40,atmosphere,air
56,51,41,penny,coin
56,51,42,ruler,king
56,51,43,determination,grit
56,51,44,series,set
56,51,45,friendship,companion
56,51,46,revenge,hexback
56,51,47,norm,usuality
56,51,48,compliment,nicety
57,34,1,depot,factory
57,34,2,explosion,bang
57,34,3,stroke,sweep
57,34,4,example,illustration
57,34,5,disaster,catastrophe
57,34,6,sadness,unhappiness
57,34,7,talent,skill
57,34,8,earth,world
57,34,9,oxygen,life
57,34,10,conception,beginning
57,34,11,actress,barb
57,34,12,cut,slice
57,34,13,access,enter
57,34,14,poem,rhyme
57,34,15,dream,goal
57,34,16,festival,carnival
57,34,17,countryside,fields
57,34,18,inconvenience,annoyance
57,34,19,battle,war
57,34,20,horror,agony
57,34,21,commitment,dedication
57,34,22,venture,journey
57,34,23,rain,precipitation
57,34,24,regard,empathy
57,34,25,music,tune
57,34,26,prisoner,detainee
57,34,27,voyage,trivp
57,34,28,joke,jape
57,34,29,terrorist,murderer
57,34,30,prosecutor,judge
57,34,31,secret,unknown
57,34,32,era,age
57,34,33,plastic,material
57,34,34,compassion,empathy
57,34,35,laboratory,factory
57,34,36,midnight,nighttime
57,34,37,corps,group
57,34,38,warrant,requirement
57,34,39,cry,weep
57,34,40,fantasy,legend
57,34,41,layout,plan
57,34,42,evaluation,review
57,34,43,gambling,betting
57,34,44,reputation,legacy
57,34,45,answer,reply
57,34,46,interview,assessment
57,34,47,angle,view
57,34,48,fraud,lie
58,60,1,prosecutor,sues
58,60,2,secret,hidden
58,60,3,conception,idea
58,60,4,sadness,unhappy
58,60,5,layout,design
58,60,6,joke,funny
58,60,7,stroke,caress
58,60,8,answer,reply
58,60,9,oxygen,air
58,60,10,corps,army
58,60,11,commitment,valued
58,60,12,earth,soil
58,60,13,venture,idea
58,60,14,actress,stage
58,60,15,disaster,ruin
58,60,16,cry,sob
58,60,17,poem,ode
58,60,18,midnight,witching
58,60,19,regard,respect
58,60,20,terrorist,bomb
58,60,21,example,sample
58,60,22,rain,drizzle
58,60,23,music,melody
58,60,24,reputation,behaviour
58,60,25,access,allowed
58,60,26,depot,warehouse
58,60,27,fantasy,dream
58,60,28,explosion,bomb
58,60,29,horror,fear
58,60,30,talent,competent
58,60,31,gambling,betting
58,60,32,plastic,fake
58,60,33,prisoner,convict
58,60,34,laboratory,science
58,60,35,fraud,fake
58,60,36,era,year
58,60,37,cut,share
58,60,38,voyage,journey
58,60,39,angle,grinder
58,60,40,warrant,arrest
58,60,41,festival,music
58,60,42,battle,war
58,60,43,evaluation,rate
58,60,44,interview,question
58,60,45,countryside,fields
58,60,46,dream,imagine
58,60,47,inconvenience,nuisance
58,60,48,compassion,empathy
59,23,1,opponent,non-teammate
59,23,2,cancer,tumors
59,23,3,hunting,killingsport
59,23,4,economics,money-study
59,23,5,hurricane,typhoon
59,23,6,breast,chicken-front
59,23,7,abuse,tormenting
59,23,8,counsel,professionadvice
59,23,9,genius,high-q
59,23,10,label,named-sticker
59,23,11,acid,hydrochloric
59,23,12,method,cooking-instructions
59,23,13,democracy,voting
59,23,14,electronics,anti-amish
59,23,15,storm,rain-spell
59,23,16,operation,surgery
59,23,17,storm,rain-spell
59,23,18,miracle,divine-act
59,23,19,colony,foreign-territory
59,23,20,policeman,bobby
59,23,21,decision,choice
59,23,22,size,largeness
59,23,23,charm,charisma
59,23,24,pain,hurt
59,23,25,stretch,elongate
59,23,26,inventor,idea-creator
59,23,27,passion,enthusiasm
59,23,28,mix,un-separate
59,23,29,basis,initial
59,23,30,victim,crimee
59,23,31,sympathy,phantom-pain
59,23,32,accent,dialect
59,23,33,desire,want
59,23,34,destiny,fate
59,23,35,transcript,written-scene
59,23,36,hunger,foodless
59,23,37,conservative,anti-corbyn
59,23,38,limb,torso-appendage
59,23,39,politics,government-system
59,23,40,guilt,regret
59,23,41,assignment,given-work
59,23,42,sword,anti-shield
59,23,43,shame,self-dissapointment
59,23,44,assassination,targeted-murder
59,23,45,pie,pastry-covered
59,23,46,pregnancy,baby-growing
59,23,47,promotion,job-improvement
59,23,48,maintenance,upkeep
60,24,1,programming,coding
60,24,2,id,personalnumber
60,24,3,philosophy,ethos
60,24,4,intent,dowill
60,24,5,encounter,comeacross
60,24,6,river,stream
60,24,7,category,section
60,24,8,smoke,cigarettehaze
60,24,9,commission,payrequest
60,24,10,gram,weightunit
60,24,11,strength,fortitude
60,24,12,article,writtenpiece
60,24,13,extreme,veryvery
60,24,14,scout,lookout
60,24,15,minimum,smallestof
60,24,16,smell,odor
60,24,17,tomb,crypt
60,24,18,snack,littlemeal
60,24,19,gold,yellowmetal
60,24,20,type,sortkind
60,24,21,appreciation,enjoyment
60,24,22,program,codescript
60,24,23,land,groundarea
60,24,24,quote,piecespeak
60,24,25,application,computerexecutable
60,24,26,closure,feelfinish
60,24,27,seizure,shudderattack
60,24,28,audience,listencrowd
60,24,29,insert,putinbetween
60,24,30,concentration,focus
60,24,31,reaction,bodyresponse
60,24,32,photographer,picturetaker
60,24,33,rally,supportgathering
60,24,34,outlook,futureview
60,24,35,email,digitalletter
60,24,36,epic,supreme
60,24,37,obsession,neverleavealone
60,24,38,pattern,repeatingshapes
60,24,39,principle,moral
60,24,40,skill,ability
60,24,41,plot,houseland
60,24,42,debt,owemoney
60,24,43,management,uptops
60,24,44,discipline,punishment
60,24,45,creation,making
60,24,46,leap,jump
60,24,47,vacation,holiday
60,24,48,language,tonguespeak
61,28,1,romance,love
61,28,2,definition,meaning
61,28,3,cake,bakedtreat
61,28,4,notion,idea
61,28,5,force,power
61,28,6,welfare,wellbeing
61,28,7,error,mistake
61,28,8,spectrum,range
61,28,9,county,region
61,28,10,assessment,exam
61,28,11,payment,fee
61,28,12,cartoon,animatedprogramme
61,28,13,expertise,speciality
61,28,14,innocence,purity
61,28,15,assurance,confidence
61,28,16,honesty,integrity
61,28,17,suicide,selfharm
61,28,18,sense,feeling
61,28,19,crisis,chaos
61,28,20,pension,payment
61,28,21,merit,good
61,28,22,defense,standupfor
61,28,23,region,county
61,28,24,chaos,crisis
61,28,25,treasure,bounty
61,28,26,input,ideas
61,28,27,charity,philanthropy
61,28,28,drain,suck
61,28,29,orientation,navigation
61,28,30,recipe,foodinstruction
61,28,31,sea,ocean
61,28,32,battalion,army
61,28,33,darkness,blackness
61,28,34,lecture,sermon
61,28,35,effect,impact
61,28,36,scent,smell
61,28,37,trench,ditch
61,28,38,philosopher,thinker
61,28,39,intention,meaning
61,28,40,terror,horror
61,28,41,mining,digging
61,28,42,pause,break
61,28,43,laughter,giggling
61,28,44,assistant,helper
61,28,45,database,spreadsheet
61,28,46,victory,triumph
61,28,47,fortune,luck
61,28,48,trick,prank
62,39,1,aggression,anger
62,39,2,investigation,checking
62,39,3,author,writer
62,39,4,holiday,vacation
62,39,5,gateway,entrance
62,39,6,journey,trek
62,39,7,entertainment,amusement
62,39,8,instruction,command
62,39,9,total,altogether
62,39,10,printing,displaying
62,39,11,stone,rock
62,39,12,employment,working
62,39,13,collapse,faint
62,39,14,argument,fight
62,39,15,temptation,desire
62,39,16,dialogue,conversation
62,39,17,shortage,insufficient
62,39,18,grief,bereavement
62,39,19,violation,offence
62,39,20,submarine,uboat
62,39,21,cargo,luggage
62,39,22,leadership,oversight
62,39,23,murder,kill
62,39,24,receipt,invoice
62,39,25,meantime,present
62,39,26,perfection,flawless
62,39,27,boyfriend,partner
62,39,28,excitement,overstimulation
62,39,29,freezing,cold
62,39,30,mention,namedrop
62,39,31,insurance,protection
62,39,32,feeling,emotion
62,39,33,wit,humour
62,39,34,nose,snout
62,39,35,role,part
62,39,36,slavery,exploitation
62,39,37,expression,saying
62,39,38,frustration,annoyance
62,39,39,state,tell
62,39,40,attraction,drawn
62,39,41,hatred,loathing
62,39,42,quarter,fourth
62,39,43,slave,worker
62,39,44,noon,midday
62,39,45,lottery,gambling
62,39,46,cheer,roar
62,39,47,truth,honesty
62,39,48,puppet,mannequin
63,41,1,trench,groundhole
63,41,2,intention,meaning
63,41,3,assessment,personalreview
63,41,4,scent,individualsmell
63,41,5,suicide,unalive-self
63,41,6,victory,conquest
63,41,7,force,starwars-power
63,41,8,error,mistake
63,41,9,innocence,childhood-state
63,41,10,region,bigarea
63,41,11,sea,notland
63,41,12,battalion,oldarmy
63,41,13,defense,notattack
63,41,14,pause,stopforabit
63,41,15,lecture,uniclass
63,41,16,crisis,xmascharity
63,41,17,honesty,truthfulattribute
63,41,18,input,notoutput
63,41,19,cake,yumsponge
63,41,20,merit,extrapoint
63,41,21,trick,cardmagic-power
63,41,22,charity,staysathome
63,41,23,assistant,helper
63,41,24,laughter,loadsagiggles
63,41,25,orientation,directionfaced
63,41,26,darkness,notlightness
63,41,27,treasure,specialcollection
63,41,28,philosopher,likedescartes
63,41,29,mining,collectingminerals
63,41,30,pension,oldagemonies
63,41,31,welfare,supportsystem
63,41,32,cartoon,scoobysfriends
63,41,33,fortune,wealth
63,41,34,chaos,notcalm
63,41,35,romance,lovetreatment
63,41,36,definition,meaning
63,41,37,drain,waterescape
63,41,38,expertise,cleverknowledge
63,41,39,assurance,safetynet
63,41,40,sense,commonknowledge
63,41,41,terror,veryscare
63,41,42,recipe,foodinstructions
63,41,43,effect,notaffect
63,41,44,spectrum,autismscale
63,41,45,county,countrynor
63,41,46,notion,shortidea
63,41,47,database,computerfilingsystem
63,41,48,payment,cashorcard
64,38,1,grief,sadness
64,38,2,slavery,servant
64,38,3,argument,disagreement
64,38,4,leadership,teamguidance
64,38,5,stone,pebble
64,38,6,employment,job
64,38,7,receipt,invoice
64,38,8,journey,trip
64,38,9,printing,published
64,38,10,quarter,onefourth
64,38,11,total,sum
64,38,12,mention,ask
64,38,13,slave,prisoner
64,38,14,wit,humour
64,38,15,hatred,dislike
64,38,16,gateway,opening
64,38,17,frustration,despair
64,38,18,expression,want
64,38,19,shortage,lessof
64,38,20,noon,midday
64,38,21,puppet,doll
64,38,22,meantime,whilst
64,38,23,submarine,yellowboat
64,38,24,investigation,trial
64,38,25,attraction,place
64,38,26,dialogue,speech
64,38,27,author,writer
64,38,28,collapse,fall
64,38,29,excitement,joy
64,38,30,boyfriend,malepartner
64,38,31,aggression,anger
64,38,32,nose,smellingmuscle
64,38,33,insurance,protection
64,38,34,feeling,stateofmind
64,38,35,murder,kill
64,38,36,entertainment,show
64,38,37,cheer,clap
64,38,38,temptation,want
64,38,39,truth,reality
64,38,40,lottery,luckofthedraw
64,38,41,cargo,boxes
64,38,42,perfection,neat
64,38,43,holiday,vacation
64,38,44,role,job
64,38,45,instruction,manual
64,38,46,state,say
64,38,47,violation,indiscretion
64,38,48,freezing,verycold
65,34,1,pension,retiermoney
65,34,2,welfare,goodness
65,34,3,battalion,army
65,34,4,error,wrongthing
65,34,5,orientation,direction
65,34,6,pause,smallstop
65,34,7,trench,dirtcanal
65,34,8,assistant,helper
65,34,9,cartoon,comictv
65,34,10,charity,helpmoney
65,34,11,drain,waterbye
65,34,12,sense,touch
65,34,13,crisis,disaster
65,34,14,mining,dirttreasure
65,34,15,chaos,messiness
65,34,16,suicide,sololifeender
65,34,17,sea,bigwater
65,34,18,assessment,formaltest
65,34,19,defense,fightback
65,34,20,trick,magicthing
65,34,21,honesty,nolies
65,34,22,merit,prize
65,34,23,cake,spongetreat
65,34,24,intention,doable
65,34,25,input,putin
65,34,26,darkness,nolightness
65,34,27,lecture,longtalk
65,34,28,payment,moneygive
65,34,29,romance,lovegiving
65,34,30,philosopher,bigthinker
65,34,31,definition,wordmeaning
65,34,32,force,drive
65,34,33,county,smallerthancountry
65,34,34,innocence,nobadness
65,34,35,treasure,buriedgifts
65,34,36,laughter,loudsmile
65,34,37,terror,scaredyness
65,34,38,recipe,foodinstructions
65,34,39,expertise,madskills
65,34,40,effect,cause
65,34,41,victory,winning
65,34,42,spectrum,rainbowoflife
65,34,43,region,largearea
65,34,44,database,informationcollection
65,34,45,assurance,convincing
65,34,46,fortune,lotsofmoney
65,34,47,scent,smellnice
65,34,48,notion,idea
66,42,1,management,bosspeople
66,42,2,closure,endfeeling
66,42,3,vacation,awaytime
66,42,4,tomb,graveroom
66,42,5,id,facecard
66,42,6,strength,strong
66,42,7,obsession,musthave
66,42,8,email,onlineletter
66,42,9,minimum,nonmaximum
66,42,10,category,section
66,42,11,audience,watchingpeople
66,42,12,skill,cando
66,42,13,quote,shortspeak
66,42,14,insert,putin
66,42,15,pattern,randomart
66,42,16,discipline,parentrules
66,42,17,creation,startlife
66,42,18,snack,littlefood
66,42,19,leap,bigjump
66,42,20,encounter,comeacross
66,42,21,epic,saga
66,42,22,article,thing
66,42,23,application,attemptrequest
66,42,24,smoke,firesteam
66,42,25,outlook,seeforward
66,42,26,philosophy,mindthink
66,42,27,rally,groupmeet
66,42,28,seizure,shakefit
66,42,29,gold,unsilver
66,42,30,program,techpiece
66,42,31,river,longwater
66,42,32,extreme,outthere
66,42,33,commission,requestart
66,42,34,programming,nerdlanguage
66,42,35,appreciation,tysm
66,42,36,scout,malebrownie
66,42,37,photographer,cameraclicker
66,42,38,concentration,focus
66,42,39,land,notwater
66,42,40,language,voicewords
66,42,41,gram,smallunit
66,42,42,principle,headmaster
66,42,43,debt,nomoney
66,42,44,reaction,silentresponse
66,42,45,type,presskeys
66,42,46,smell,noseodour
66,42,47,intent,meaning
66,42,48,plot,plan
67,63,1,counsel,advice
67,63,2,charm,spellbind
67,63,3,democracy,for-all
67,63,4,electronics,cleverelectrics
67,63,5,sympathy,shared-sad
67,63,6,pregnancy,carrying
67,63,7,abuse,wronged
67,63,8,destiny,future
67,63,9,acid,bitter
67,63,10,method,way
67,63,11,desire,want
67,63,12,mix,stir
67,63,13,assignment,task
67,63,14,inventor,creator
67,63,15,cancer,killer-ill
67,63,16,assassination,kill
67,63,17,conservative,right-wing
67,63,18,stretch,elasticity
67,63,19,hunger,starve
67,63,20,shame,guilt
67,63,21,maintenance,keep-up
67,63,22,limb,arm
67,63,23,basis,foundation
67,63,24,colony,community
67,63,25,transcript,re-write
67,63,26,politics,game-playing
67,63,27,storm,gales
67,63,28,opponent,antagonist
67,63,29,economics,penny-study
67,63,30,miracle,magic
67,63,31,pain,ouch
67,63,32,decision,chose
67,63,33,passion,love
67,63,34,size,shoe-fit
67,63,35,storm,inclement
67,63,36,label,title
67,63,37,accent,stress
67,63,38,sword,epee
67,63,39,promotion,advancement
67,63,40,hunting,searching
67,63,41,victim,defendant
67,63,42,operation,surgery
67,63,43,pie,flan
67,63,44,genius,brilliant
67,63,45,guilt,wrong
67,63,46,hurricane,tornado
67,63,47,breast,chest
67,63,48,policeman,copper
68,46,1,suicide,kill-oneself
68,46,2,crisis,gone-wrong
68,46,3,county,geographically-area-description
68,46,4,intention,mean-to-do
68,46,5,recipe,cooking-instruction
68,46,6,payment,coinage
68,46,7,chaos,whirlmess
68,46,8,orientation,rightwayup
68,46,9,innocence,pure
68,46,10,sense,goodthinking
68,46,11,spectrum,sinclair
68,46,12,battalion,groupofarmedmen
68,46,13,pause,tempstop
68,46,14,expertise,knowledgeable
68,46,15,lecture,schooltalk
68,46,16,error,mistake
68,46,17,romance,gushylove
68,46,18,effect,causeand
68,46,19,victory,won
68,46,20,terror,scaredwhitless
68,46,21,region,largearea
68,46,22,trick,ntreat
68,46,23,input,enter
68,46,24,welfare,universalcredit
68,46,25,darkness,nolight
68,46,26,assessment,judging
68,46,27,scent,perfume
68,46,28,fortune,lottowin
68,46,29,database,sql
68,46,30,charity,givingaway
68,46,31,assurance,willbeok
68,46,32,cake,sponge
68,46,33,cartoon,kidstv
68,46,34,honesty,nolie
68,46,35,mining,diggingdeep
68,46,36,assistant,helper
68,46,37,laughter,hahaha
68,46,38,pension,oldpeoplemoney
68,46,39,trench,wwfoot
68,46,40,defense,blocking
68,46,41,treasure,piratepay
68,46,42,philosopher,thinksalotman
68,46,43,force,taking
68,46,44,merit,goodjob
68,46,45,definition,explanation
68,46,46,sea,wetsalty
68,46,47,drain,dirtywaterescape
68,46,48,notion,idea
69,40,1,pause,wait
69,40,2,laughter,gafaw
69,40,3,error,incorrect
69,40,4,effect,consequence
69,40,5,sense,feeling
69,40,6,chaos,disorder
69,40,7,defense,protect
69,40,8,trick,deceive
69,40,9,trench,ditch
69,40,10,cartoon,animation
69,40,11,honesty,genuinely
69,40,12,philosopher,thinker
69,40,13,fortune,riches
69,40,14,merit,achievement
69,40,15,expertise,knowledge
69,40,16,payment,settlement
69,40,17,welfare,wellbeing
69,40,18,treasure,pirateriches
69,40,19,lecture,longtalk
69,40,20,spectrum,range
69,40,21,sea,ocean
69,40,22,scent,smell
69,40,23,romance,lovedisplay
69,40,24,intention,objective
69,40,25,drain,gutter
69,40,26,crisis,disaster
69,40,27,assurance,sooth
69,40,28,assistant,helper
69,40,29,mining,quarry
69,40,30,victory,win
69,40,31,terror,fear
69,40,32,innocence,youth
69,40,33,battalion,fighters
69,40,34,database,informationstorage
69,40,35,darkness,nolight
69,40,36,suicide,deathbyme
69,40,37,assessment,grading
69,40,38,recipe,cookslist
69,40,39,charity,helpers
69,40,40,pension,money
69,40,41,definition,explanation
69,40,42,orientation,directions
69,40,43,notion,idea
69,40,44,input,suggestions
69,40,45,region,area
69,40,46,force,shove
69,40,47,cake,sponge
69,40,48,county,area
70,53,1,competition,winlose
70,53,2,sunshine,brightlight
70,53,3,fear,terror
70,53,4,draft,airstream
70,53,5,understanding,comprehension
70,53,6,precedent,earlier
70,53,7,liability,dependency
70,53,8,mineral,ore
70,53,9,illusion,mirage
70,53,10,correspondence,letters
70,53,11,reference,code
70,53,12,platinum,whiteshine
70,53,13,dark,night
70,53,14,flight,runaway
70,53,15,reunion,togetheragain
70,53,16,fuel,petrol
70,53,17,criticism,dissing
70,53,18,warning,alert
70,53,19,script,playbook
70,53,20,association,group
70,53,21,violence,aggression
70,53,22,village,hamlet
70,53,23,middle,centre
70,53,24,pride,liongang
70,53,25,curse,swear
70,53,26,community,townspeople
70,53,27,accountant,beancounter
70,53,28,evolution,notdramatic
70,53,29,ability,skill
70,53,30,criminal,lawbreaker
70,53,31,globe,earth
70,53,32,assumption,presumption
70,53,33,thief,burglar
70,53,34,serial,consecutive
70,53,35,regime,government
70,53,36,survival,lifemanage
70,53,37,union,joint
70,53,38,glow,shine
70,53,39,mystery,secretstory
70,53,40,rumor,whisperings
70,53,41,deposition,statement
70,53,42,reach,stretch
70,53,43,loan,lent
70,53,44,decline,refuse
70,53,45,heaven,haven
70,53,46,cloth,fabric
70,53,47,experiment,test
70,53,48,obstacle,barrier
71,49,1,nature,motherearth
71,49,2,south,anti-north
71,49,3,practice,repeat
71,49,4,injury,wound
71,49,5,opposition,objection
71,49,6,gravity,weight
71,49,7,analyst,questioner
71,49,8,gaming,playing
71,49,9,symbol,icon
71,49,10,dragon,firelizard
71,49,11,code,morse
71,49,12,burst,explode
71,49,13,process,order
71,49,14,communication,talking
71,49,15,loyalty,foreverfriend
71,49,16,winter,snowtime
71,49,17,coal,fossilfuel
71,49,18,conversation,wordexchange
71,49,19,performance,play
71,49,20,forum,noticeboard
71,49,21,seminar,lecture
71,49,22,danger,redzone
71,49,23,enthusiasm,hyperactive
71,49,24,warrior,fighter
71,49,25,skull,headbone
71,49,26,detail,intricate
71,49,27,length,breadth
71,49,28,jungle,rainforest
71,49,29,branch,treearms
71,49,30,trade,goodsexchange
71,49,31,parliament,government
71,49,32,refuge,stowaway
71,49,33,graduation,finalsjoy
71,49,34,mistake,booboo
71,49,35,trip,fall
71,49,36,territory,empire
71,49,37,log,cuttree
71,49,38,price,cost
71,49,39,purpose,meaning
71,49,40,travel,globetrotter
71,49,41,album,record
71,49,42,military,army
71,49,43,clause,contract
71,49,44,scenario,situation
71,49,45,purity,angelic
71,49,46,cruise,linerholiday
71,49,47,arrangement,composition
71,49,48,syndrome,congenital
72,28,1,concentration,longthink
72,28,2,program,app
72,28,3,scout,look-ahead
72,28,4,audience,watch-group
72,28,5,debt,money-anchor
72,28,6,reaction,emosudden
72,28,7,smoke,black-vapour
72,28,8,programming,pc-tinkering
72,28,9,photographer,moment-snatcher
72,28,10,smell,nosefeel
72,28,11,gold,yellow-metal
72,28,12,philosophy,biglongthink
72,28,13,category,pigeonhole
72,28,14,leap,farjump
72,28,15,gram,weed-measure
72,28,16,seizure,brain-fit
72,28,17,extreme,gratuitous
72,28,18,skill,work-talent
72,28,19,outlook,in-blind
72,28,20,intent,meaning
72,28,21,vacation,holiday
72,28,22,rally,gather-hope
72,28,23,insert,input
72,28,24,language,countryspeak
72,28,25,pattern,repeat-design
72,28,26,appreciation,fond-aftertask
72,28,27,id,mindthree
72,28,28,creation,moldlove
72,28,29,epic,old-memedelight
72,28,30,quote,snipspeech
72,28,31,application,program
72,28,32,type,fingerlettering
72,28,33,river,longwater
72,28,34,plot,sneakthoughts
72,28,35,land,ground
72,28,36,discipline,harshcorrect
72,28,37,commission,paydesign
72,28,38,minimum,justsmall
72,28,39,article,textpicbox
72,28,40,strength,inner-muscle
72,28,41,email,electromessage
72,28,42,management,grouphold
72,28,43,closure,emoshutdoor
72,28,44,obsession,wantingalways
72,28,45,encounter,suddenmeet
72,28,46,snack,lightjoyfood
72,28,47,tomb,deepgrave
72,28,48,principle,top-idea
73,50,1,author,writer
73,50,2,receipt,bill
73,50,3,temptation,naughties
73,50,4,dialogue,speech
73,50,5,excitement,joyful
73,50,6,puppet,material
73,50,7,slavery,servant
73,50,8,leadership,boss
73,50,9,attraction,nice
73,50,10,expression,emotion
73,50,11,feeling,sensation
73,50,12,wit,humour
73,50,13,insurance,assurance
73,50,14,aggression,anger
73,50,15,state,area
73,50,16,total,everything
73,50,17,slave,servant
73,50,18,shortage,nothing
73,50,19,perfection,lovely
73,50,20,employment,job
73,50,21,nose,smell
73,50,22,quarter,fourth
73,50,23,submarine,seavessel
73,50,24,mention,tell
73,50,25,lottery,sweepstake
73,50,26,grief,upset
73,50,27,cargo,luggage
73,50,28,frustration,annoyed
73,50,29,noon,time
73,50,30,investigation,questions
73,50,31,role,position
73,50,32,boyfriend,partner
73,50,33,freezing,cold
73,50,34,entertainment,show
73,50,35,collapse,fall
73,50,36,gateway,entrance
73,50,37,instruction,method
73,50,38,meantime,inbetween
73,50,39,journey,trip
73,50,40,argument,fallout
73,50,41,holiday,break
73,50,42,printing,inked
73,50,43,stone,boulder
73,50,44,truth,real
73,50,45,murder,killing
73,50,46,violation,touched
73,50,47,hatred,notliked
73,50,48,cheer,yahoo
74,45,1,type,writekey
74,45,2,closure,stopend
74,45,3,river,waterinland
74,45,4,principle,headteacher
74,45,5,rally,together
74,45,6,leap,longjump
74,45,7,discipline,hardteach
74,45,8,creation,startbegin
74,45,9,language,communication
74,45,10,snack,quickfood
74,45,11,reaction,response
74,45,12,strength,strongness
74,45,13,pattern,design
74,45,14,email,electromessage
74,45,15,minimum,lowestnumber
74,45,16,article,item
74,45,17,audience,peoplewatch
74,45,18,appreciation,thankfulness
74,45,19,quote,estimate
74,45,20,management,decisionmaker
74,45,21,outlook,view
74,45,22,tomb,coffin
74,45,23,smoke,vapour
74,45,24,commission,bespoke
74,45,25,vacation,holiday
74,45,26,programming,designing
74,45,27,land,earth
74,45,28,seizure,fit
74,45,29,philosophy,existence
74,45,30,obsession,infatuation
74,45,31,photographer,picturemaker
74,45,32,smell,aroma
74,45,33,insert,inlay
74,45,34,intent,meaning
74,45,35,debt,owing
74,45,36,plot,story
74,45,37,application,program
74,45,38,gram,weight
74,45,39,id,it
74,45,40,gold,shiny
74,45,41,extreme,severe
74,45,42,category,group
74,45,43,skill,talent
74,45,44,program,app
74,45,45,encounter,experience
74,45,46,epic,fantastic
74,45,47,scout,lookout
74,45,48,concentration,focus
75,34,1,practice,try-out
75,34,2,cruise,ship-holiday
75,34,3,purpose,meaning
75,34,4,log,firewood
75,34,5,territory,owned-place
75,34,6,parliament,mp-house
75,34,7,loyalty,allegiance
75,34,8,dragon,fire-breathing-animal
75,34,9,scenario,plot
75,34,10,symbol,emblem
75,34,11,seminar,audience
75,34,12,burst,split
75,34,13,forum,chatgroup
75,34,14,mistake,error
75,34,15,jungle,wild-forest
75,34,16,winter,christmas-season
75,34,17,graduation,matriculation
75,34,18,refuge,safe-place
75,34,19,analyst,examiner
