condition;ID;gender;age;text;text2;type;resp
1;12;femmina;19;piatto;insipido;trackpad;insipido
1;12;femmina;19;miracolo;applauso;trackpad;miracolo
1;12;femmina;19;paralisi;sedia;trackpad;paralisi
1;12;femmina;19;gattino;dettaglio;trackpad;dettaglio
1;12;femmina;19;asilo;motivo;trackpad;motivo
1;12;femmina;19;immorale;attrezzo;trackpad;immorale
1;12;femmina;19;rancido;insalata;trackpad;rancido
1;12;femmina;19;camera;cortesia;trackpad;cortesia
1;12;femmina;19;ricatto;schiaffo;trackpad;ricatto
1;12;femmina;19;burro;tenero;trackpad;tenero
1;12;femmina;19;giocattolo;insipido;trackpad;insipido
1;12;femmina;19;precipizio;orrore;trackpad;orrore
1;12;femmina;19;veloce;vespa;trackpad;veloce
1;12;femmina;19;caramella;melodia;trackpad;melodia
1;12;femmina;19;magnifico;zanzara;trackpad;magnifico
1;12;femmina;19;intimo;mistico;trackpad;mistico
1;12;femmina;19;carcere;pena;trackpad;pena
1;12;femmina;19;elegante;felpa;trackpad;elegante
1;12;femmina;19;musica;violino;trackpad;musica
1;12;femmina;19;dentista;fiducioso;trackpad;fiducioso
1;12;femmina;19;montagna;codardo;trackpad;codardo
1;12;femmina;19;abito;solenne;trackpad;solenne
1;12;femmina;19;fetido;calza;trackpad;fetido
1;12;femmina;19;paletta;collisione;trackpad;collisione
1;12;femmina;19;giardino;salute;trackpad;salute
1;12;femmina;19;guarire;ospedale;trackpad;guarire
1;12;femmina;19;cappello;rovente;trackpad;rovente
1;12;femmina;19;corrotto;gonna;trackpad;corrotto
1;12;femmina;19;poesia;penna;trackpad;poesia
1;12;femmina;19;freddo;cappotto;trackpad;freddo
1;12;femmina;19;occhio;inganno;trackpad;inganno
1;12;femmina;19;evidente;serbatoio;trackpad;evidente
1;12;femmina;19;genere;cioccolato;trackpad;genere
1;12;femmina;19;tavolo;pressione;trackpad;pressione
1;12;femmina;19;buio;balcone;trackpad;buio
1;12;femmina;19;poltrona;fiducia;trackpad;fiducia
1;12;femmina;19;lenire;ferite;trackpad;lenire
1;12;femmina;19;pentola;mente;trackpad;mente
1;12;femmina;19;maglia;vincere;trackpad;vincere
1;12;femmina;19;appetitoso;pizza;trackpad;appetitoso
1;12;femmina;19;muscoloso;debole;trackpad;debole
1;12;femmina;19;deforme;tronco;trackpad;deforme
1;12;femmina;19;infedele;sposa;trackpad;infedele
1;12;femmina;19;gomito;astio;trackpad;astio
1;12;femmina;19;specchio;spirito;trackpad;spirito
1;12;femmina;19;laureato;dio;trackpad;dio
1;12;femmina;19;natale;albero;trackpad;natale
1;12;femmina;19;insolente;vasca;trackpad;insolente
1;12;femmina;19;estasi;sughero;trackpad;estasi
1;12;femmina;19;sfera;fase;trackpad;fase
1;12;femmina;19;mobilita;gomma;trackpad;mobilita
1;12;femmina;19;facile;morbido;trackpad;facile
1;12;femmina;19;stanco;divano;trackpad;stanco
1;12;femmina;19;assediato;ferito;trackpad;assediato
1;12;femmina;19;orecchio;disturbare;trackpad;disturbare
1;12;femmina;19;crepuscolo;orologio;trackpad;crepuscolo
1;12;femmina;19;atletica;scarpa;trackpad;scarpa
1;12;femmina;19;farfalla;fantasia;trackpad;fantasia
1;12;femmina;19;grato;abbraccio;trackpad;grato
1;12;femmina;19;frigido;forcina;trackpad;frigido
1;12;femmina;19;coltello;demonio;trackpad;demonio
1;12;femmina;19;ottimismo;profumo;trackpad;ottimismo
1;12;femmina;19;intelletto;idrante;trackpad;intelletto
1;12;femmina;19;dormire;paradiso;trackpad;paradiso
1;12;femmina;19;meraviglia;cornice;trackpad;meraviglia
1;12;femmina;19;aereo;allerta;trackpad;allerta
1;12;femmina;19;statua;audace;trackpad;audace
1;12;femmina;19;lussuria;prateria;trackpad;lussuria
1;12;femmina;19;cavallo;arte;trackpad;arte
1;12;femmina;19;caos;quaderno;trackpad;caos
1;12;femmina;19;latte;fetore;trackpad;fetore
1;12;femmina;19;gatto;spaventato;trackpad;spaventato
1;12;femmina;19;causa;stomaco;trackpad;causa
1;12;femmina;19;sedile;agile;trackpad;agile
1;12;femmina;19;grave;caviglia;trackpad;grave
1;12;femmina;19;umano;morale;trackpad;morale
1;13;F ;21;opzione;giacca;mouse esterno;opzione
1;13;F ;21;tavolo;pressione;mouse esterno;pressione
1;13;F ;21;specchio;spirito;mouse esterno;spirito
1;13;F ;21;appetitoso;pizza;mouse esterno;appetitoso
1;13;F ;21;latte;fetore;mouse esterno;fetore
1;13;F ;21;frigido;forcina;mouse esterno;frigido
1;13;F ;21;vittoria;ombrello;mouse esterno;vittoria
1;13;F ;21;libreria;spazio;mouse esterno;spazio
1;13;F ;21;buio;balcone;mouse esterno;buio
1;13;F ;21;ulivo;ambizione;mouse esterno;ambizione
1;13;F ;21;finestra;triste;mouse esterno;triste
1;13;F ;21;crepuscolo;orologio;mouse esterno;crepuscolo
1;13;F ;21;dono;perspicacia;mouse esterno;perspicacia
1;13;F ;21;farfalla;fantasia;mouse esterno;fantasia
1;13;F ;21;miracolo;applauso;mouse esterno;miracolo
1;13;F ;21;lenire;ferite;mouse esterno;lenire
1;13;F ;21;meraviglia;cornice;mouse esterno;meraviglia
1;13;F ;21;maglia;vincere;mouse esterno;vincere
1;13;F ;21;gattino;dettaglio;mouse esterno;dettaglio
1;13;F ;21;immorale;attrezzo;mouse esterno;immorale
1;13;F ;21;giardino;salute;mouse esterno;salute
1;13;F ;21;cane;cortese;mouse esterno;cortese
1;13;F ;21;dentista;fiducioso;mouse esterno;fiducioso
1;13;F ;21;burro;tenero;mouse esterno;tenero
1;13;F ;21;bicicletta;passione;mouse esterno;passione
1;13;F ;21;piatto;insipido;mouse esterno;insipido
1;13;F ;21;caramella;melodia;mouse esterno;melodia
1;13;F ;21;cavallo;arte;mouse esterno;arte
1;13;F ;21;natale;albero;mouse esterno;natale
1;13;F ;21;pugnale;fortuito;mouse esterno;fortuito
1;13;F ;21;vetro;giustizia;mouse esterno;giustizia
1;13;F ;21;sfera;fase;mouse esterno;fase
1;13;F ;21;montagna;codardo;mouse esterno;codardo
1;13;F ;21;prete;devoto;mouse esterno;devoto
1;13;F ;21;camera;cortesia;mouse esterno;cortesia
1;13;F ;21;scarafaggio;orribile;mouse esterno;orribile
1;13;F ;21;laureato;dio;mouse esterno;dio
1;13;F ;21;attico;modesto;mouse esterno;modesto
1;13;F ;21;musica;violino;mouse esterno;musica
1;13;F ;21;evidente;serbatoio;mouse esterno;evidente
1;13;F ;21;gomito;astio;mouse esterno;astio
1;13;F ;21;maniaco;ossessione;mouse esterno;ossessione
1;13;F ;21;coltello;demonio;mouse esterno;demonio
1;13;F ;21;dormire;paradiso;mouse esterno;paradiso
1;13;F ;21;poltrona;fiducia;mouse esterno;fiducia
1;13;F ;21;carcere;pena;mouse esterno;pena
1;13;F ;21;diavolo;prigione;mouse esterno;diavolo
1;13;F ;21;vaso;gloria;mouse esterno;gloria
1;13;F ;21;giocattolo;insipido;mouse esterno;insipido
1;13;F ;21;statua;audace;mouse esterno;audace
1;13;F ;21;atletica;scarpa;mouse esterno;atletica
1;13;F ;21;poesia;penna;mouse esterno;poesia
1;13;F ;21;guarire;ospedale;mouse esterno;guarire
1;13;F ;21;disprezzo;sorriso;mouse esterno;sorriso
1;13;F ;21;stanco;divano;mouse esterno;stanco
1;13;F ;21;fastidio;naso;mouse esterno;fastidio
1;13;F ;21;estasi;sughero;mouse esterno;estasi
1;13;F ;21;magnifico;zanzara;mouse esterno;magnifico
1;13;F ;21;sedile;agile;mouse esterno;agile
1;13;F ;21;pianta;saggio;mouse esterno;saggio
1;13;F ;21;ricatto;schiaffo;mouse esterno;ricatto
1;13;F ;21;fetido;calza;mouse esterno;fetido
1;13;F ;21;scrivania;pensieroso;mouse esterno;pensieroso
1;13;F ;21;deforme;tronco;mouse esterno;deforme
1;13;F ;21;annoiato;mestolo;mouse esterno;annoiato
1;13;F ;21;abito;solenne;mouse esterno;solenne
1;13;F ;21;prestigio;lusso;mouse esterno;prestigio
1;13;F ;21;infedele;sposa;mouse esterno;infedele
1;13;F ;21;insolente;vasca;mouse esterno;insolente
1;13;F ;21;orecchio;disturbare;mouse esterno;disturbare
1;13;F ;21;assediato;ferito;mouse esterno;assediato
1;13;F ;21;elegante;felpa;mouse esterno;elegante
1;13;F ;21;cappello;rovente;mouse esterno;rovente
1;13;F ;21;infuriato;forchetta;mouse esterno;infuriato
1;13;F ;21;grezzo;barile;mouse esterno;grezzo
1;13;F ;21;lavare;attivare;mouse esterno;attivare
1;13;F ;21;muscoloso;debole;mouse esterno;debole
1;13;F ;21;rancido;insalata;mouse esterno;rancido
1;13;F ;21;ispirato;geranio;mouse esterno;ispirato
1;13;F ;21;ottimismo;profumo;mouse esterno;ottimismo
1;13;F ;21;paralisi;sedia;mouse esterno;paralisi
1;13;F ;21;corrotto;gonna;mouse esterno;corrotto
1;13;F ;21;eccellenza;diamante;mouse esterno;eccellenza
1;13;F ;21;intelletto;idrante;mouse esterno;intelletto
1;13;F ;21;incidente;colpa;mouse esterno;colpa
1;13;F ;21;dollaro;utile;mouse esterno;utile
1;13;F ;21;elefante;innocente;mouse esterno;innocente
1;13;F ;21;tromba;potenza;mouse esterno;potenza
1;13;F ;21;umano;morale;mouse esterno;morale
1;13;F ;21;intimo;mistico;mouse esterno;mistico
1;13;F ;21;riparato;tenda;mouse esterno;riparato
1;13;F ;21;freddo;cappotto;mouse esterno;freddo
1;13;F ;21;aereo;allerta;mouse esterno;allerta
1;13;F ;21;febbre;pino;mouse esterno;febbre
1;13;F ;21;lussuria;prateria;mouse esterno;lussuria
1;13;F ;21;grave;caviglia;mouse esterno;grave
1;13;F ;21;pentola;mente;mouse esterno;mente
1;13;F ;21;facile;morbido;mouse esterno;facile
1;13;F ;21;rasoio;stritolare;mouse esterno;stritolare
1;13;F ;21;idiota;scimmia;mouse esterno;idiota
1;13;F ;21;genere;cioccolato;mouse esterno;genere
1;13;F ;21;occhio;inganno;mouse esterno;inganno
1;13;F ;21;leggenda;scala;mouse esterno;leggenda
1;13;F ;21;grato;abbraccio;mouse esterno;grato
1;13;F ;21;paletta;collisione;mouse esterno;collisione
1;13;F ;21;brutale;miele;mouse esterno;brutale
1;13;F ;21;puzza;stufa;mouse esterno;puzza
1;13;F ;21;mercato;vantaggio;mouse esterno;vantaggio
1;13;F ;21;veloce;vespa;mouse esterno;veloce
1;13;F ;21;asilo;motivo;mouse esterno;motivo
1;13;F ;21;ostile;nuvoloso;mouse esterno;ostile
1;13;F ;21;causa;stomaco;mouse esterno;causa
1;13;F ;21;caos;quaderno;mouse esterno;caos
1;13;F ;21;rosso;bicchiere;mouse esterno;rosso
1;13;F ;21;precipizio;orrore;mouse esterno;orrore
1;13;F ;21;bocca;riverente;mouse esterno;riverente
1;13;F ;21;avventura;vacanza;mouse esterno;vacanza
1;13;F ;21;mobilita;gomma;mouse esterno;mobilita
1;13;F ;21;onore;vino;mouse esterno;onore
1;13;F ;21;gatto;spaventato;mouse esterno;spaventato
2;14;F;23;veloce;vespa;mouse esterno;vespa
2;14;F;23;miracolo;applauso;mouse esterno;applauso
2;14;F;23;coltello;demonio;mouse esterno;coltello
2;14;F;23;crepuscolo;orologio;mouse esterno;orologio
2;14;F;23;bocca;riverente;mouse esterno;bocca
2;14;F;23;specchio;spirito;mouse esterno;specchio
2;14;F;23;leggenda;scala;mouse esterno;scala
2;14;F;23;maglia;vincere;mouse esterno;maglia
2;14;F;23;paletta;collisione;mouse esterno;paletta
2;14;F;23;prestigio;lusso;mouse esterno;lusso
2;14;F;23;mercato;vantaggio;mouse esterno;mercato
2;14;F;23;piatto;insipido;mouse esterno;piatto
2;14;F;23;estasi;sughero;mouse esterno;sughero
2;14;F;23;ispirato;geranio;mouse esterno;geranio
2;14;F;23;diavolo;prigione;mouse esterno;diavolo
2;14;F;23;occhio;inganno;mouse esterno;occhio
2;14;F;23;riparato;tenda;mouse esterno;tenda
2;14;F;23;gomito;astio;mouse esterno;gomito
2;14;F;23;vittoria;ombrello;mouse esterno;ombrello
2;14;F;23;evidente;serbatoio;mouse esterno;serbatoio
2;14;F;23;vetro;giustizia;mouse esterno;vetro
2;14;F;23;disprezzo;sorriso;mouse esterno;sorriso
2;14;F;23;cappello;rovente;mouse esterno;cappello
2;14;F;23;atletica;scarpa;mouse esterno;scarpa
2;14;F;23;asilo;motivo;mouse esterno;asilo
2;14;F;23;scrivania;pensieroso;mouse esterno;scrivania
2;14;F;23;laureato;dio;mouse esterno;laureato
2;14;F;23;dormire;paradiso;mouse esterno;dormire
2;14;F;23;carcere;pena;mouse esterno;carcere
2;14;F;23;corrotto;gonna;mouse esterno;gonna
2;14;F;23;annoiato;mestolo;mouse esterno;mestolo
2;14;F;23;idiota;scimmia;mouse esterno;scimmia
2;14;F;23;insolente;vasca;mouse esterno;vasca
2;14;F;23;natale;albero;mouse esterno;albero
2;14;F;23;ulivo;ambizione;mouse esterno;ulivo
2;14;F;23;ricatto;schiaffo;mouse esterno;schiaffo
2;14;F;23;magnifico;zanzara;mouse esterno;zanzara
2;14;F;23;latte;fetore;mouse esterno;latte
2;14;F;23;muscoloso;debole;mouse esterno;muscoloso
2;14;F;23;grezzo;barile;mouse esterno;barile
2;14;F;23;buio;balcone;mouse esterno;balcone
2;14;F;23;ostile;nuvoloso;mouse esterno;nuvoloso
2;14;F;23;rosso;bicchiere;mouse esterno;bicchiere
2;14;F;23;assediato;ferito;mouse esterno;ferito
2;14;F;23;aereo;allerta;mouse esterno;aereo
2;14;F;23;caramella;melodia;mouse esterno;caramella
2;14;F;23;intelletto;idrante;mouse esterno;idrante
2;14;F;23;orecchio;disturbare;mouse esterno;orecchio
2;14;F;23;causa;stomaco;mouse esterno;stomaco
2;14;F;23;incidente;colpa;mouse esterno;incidente
2;14;F;23;pianta;saggio;mouse esterno;pianta
2;14;F;23;farfalla;fantasia;mouse esterno;farfalla
2;14;F;23;frigido;forcina;mouse esterno;forcina
2;14;F;23;dollaro;utile;mouse esterno;dollaro
2;14;F;23;gattino;dettaglio;mouse esterno;gattino
2;14;F;23;statua;audace;mouse esterno;statua
2;14;F;23;giocattolo;insipido;mouse esterno;giocattolo
2;14;F;23;dono;perspicacia;mouse esterno;dono
2;14;F;23;facile;morbido;mouse esterno;morbido
2;14;F;23;grave;caviglia;mouse esterno;caviglia
2;14;F;23;elegante;felpa;mouse esterno;felpa
2;14;F;23;pentola;mente;mouse esterno;pentola
2;14;F;23;montagna;codardo;mouse esterno;montagna
2;14;F;23;pugnale;fortuito;mouse esterno;pugnale
2;14;F;23;camera;cortesia;mouse esterno;camera
2;14;F;23;rancido;insalata;mouse esterno;insalata
2;14;F;23;deforme;tronco;mouse esterno;tronco
2;14;F;23;paralisi;sedia;mouse esterno;sedia
2;14;F;23;finestra;triste;mouse esterno;finestra
2;14;F;23;eccellenza;diamante;mouse esterno;diamante
2;14;F;23;maniaco;ossessione;mouse esterno;maniaco
2;14;F;23;lussuria;prateria;mouse esterno;prateria
2;14;F;23;libreria;spazio;mouse esterno;libreria
2;14;F;23;abito;solenne;mouse esterno;abito
2;14;F;23;lenire;ferite;mouse esterno;ferite
2;14;F;23;dentista;fiducioso;mouse esterno;dentista
2;14;F;23;infedele;sposa;mouse esterno;sposa
2;14;F;23;scarafaggio;orribile;mouse esterno;scarafaggio
2;14;F;23;fetido;calza;mouse esterno;calza
2;14;F;23;infuriato;forchetta;mouse esterno;forchetta
2;14;F;23;puzza;stufa;mouse esterno;stufa
2;14;F;23;brutale;miele;mouse esterno;miele
2;14;F;23;sfera;fase;mouse esterno;sfera
2;14;F;23;elefante;innocente;mouse esterno;elefante
2;14;F;23;lavare;attivare;mouse esterno;lavare
2;14;F;23;gatto;spaventato;mouse esterno;gatto
2;14;F;23;caos;quaderno;mouse esterno;quaderno
2;14;F;23;poltrona;fiducia;mouse esterno;poltrona
2;14;F;23;guarire;ospedale;mouse esterno;ospedale
2;14;F;23;giardino;salute;mouse esterno;giardino
2;14;F;23;prete;devoto;mouse esterno;prete
2;14;F;23;intimo;mistico;mouse esterno;intimo
2;14;F;23;meraviglia;cornice;mouse esterno;cornice
2;14;F;23;mobilita;gomma;mouse esterno;gomma
2;14;F;23;musica;violino;mouse esterno;violino
2;14;F;23;fastidio;naso;mouse esterno;naso
2;14;F;23;sedile;agile;mouse esterno;sedile
2;14;F;23;grato;abbraccio;mouse esterno;abbraccio
2;14;F;23;ottimismo;profumo;mouse esterno;profumo
2;14;F;23;poesia;penna;mouse esterno;penna
2;14;F;23;cavallo;arte;mouse esterno;cavallo
2;14;F;23;immorale;attrezzo;mouse esterno;attrezzo
2;14;F;23;burro;tenero;mouse esterno;burro
2;14;F;23;febbre;pino;mouse esterno;pino
2;14;F;23;onore;vino;mouse esterno;vino
2;14;F;23;stanco;divano;mouse esterno;divano
2;14;F;23;appetitoso;pizza;mouse esterno;pizza
2;14;F;23;bicicletta;passione;mouse esterno;bicicletta
2;14;F;23;precipizio;orrore;mouse esterno;orrore
2;14;F;23;vaso;gloria;mouse esterno;vaso
2;14;F;23;opzione;giacca;mouse esterno;giacca
2;14;F;23;attico;modesto;mouse esterno;attico
2;14;F;23;tavolo;pressione;mouse esterno;tavolo
2;14;F;23;umano;morale;mouse esterno;umano
2;14;F;23;rasoio;stritolare;mouse esterno;rasoio
2;14;F;23;cane;cortese;mouse esterno;cane
2;14;F;23;freddo;cappotto;mouse esterno;cappotto
2;14;F;23;avventura;vacanza;mouse esterno;vacanza
2;14;F;23;genere;cioccolato;mouse esterno;cioccolato
2;14;F;23;tromba;potenza;mouse esterno;tromba
2;15;F;21;stanco;divano;mouse esterno;divano
2;15;F;21;ostile;nuvoloso;mouse esterno;nuvoloso
2;15;F;21;cavallo;arte;mouse esterno;cavallo
2;15;F;21;poltrona;fiducia;mouse esterno;poltrona
2;15;F;21;tromba;potenza;mouse esterno;tromba
2;15;F;21;sfera;fase;mouse esterno;sfera
2;15;F;21;maglia;vincere;mouse esterno;maglia
2;15;F;21;bicicletta;passione;mouse esterno;bicicletta
2;15;F;21;laureato;dio;mouse esterno;laureato
2;15;F;21;giardino;salute;mouse esterno;giardino
2;15;F;21;annoiato;mestolo;mouse esterno;mestolo
2;15;F;21;gattino;dettaglio;mouse esterno;gattino
2;15;F;21;appetitoso;pizza;mouse esterno;pizza
2;15;F;21;febbre;pino;mouse esterno;pino
2;15;F;21;bocca;riverente;mouse esterno;bocca
2;15;F;21;aereo;allerta;mouse esterno;aereo
2;15;F;21;natale;albero;mouse esterno;albero
2;15;F;21;immorale;attrezzo;mouse esterno;attrezzo
2;15;F;21;prestigio;lusso;mouse esterno;lusso
2;15;F;21;insolente;vasca;mouse esterno;vasca
2;15;F;21;precipizio;orrore;mouse esterno;precipizio
2;15;F;21;orecchio;disturbare;mouse esterno;orecchio
2;15;F;21;grave;caviglia;mouse esterno;caviglia
2;15;F;21;burro;tenero;mouse esterno;burro
2;15;F;21;tavolo;pressione;mouse esterno;tavolo
2;15;F;21;riparato;tenda;mouse esterno;tenda
2;15;F;21;ulivo;ambizione;mouse esterno;ulivo
2;15;F;21;ispirato;geranio;mouse esterno;geranio
2;15;F;21;elefante;innocente;mouse esterno;elefante
2;15;F;21;vetro;giustizia;mouse esterno;vetro
2;15;F;21;vaso;gloria;mouse esterno;vaso
2;15;F;21;estasi;sughero;mouse esterno;sughero
2;15;F;21;caos;quaderno;mouse esterno;quaderno
2;15;F;21;asilo;motivo;mouse esterno;asilo
2;15;F;21;maniaco;ossessione;mouse esterno;maniaco
2;15;F;21;diavolo;prigione;mouse esterno;prigione
2;15;F;21;freddo;cappotto;mouse esterno;cappotto
2;15;F;21;rosso;bicchiere;mouse esterno;bicchiere
2;15;F;21;opzione;giacca;mouse esterno;giacca
2;15;F;21;camera;cortesia;mouse esterno;camera
2;15;F;21;disprezzo;sorriso;mouse esterno;sorriso
2;15;F;21;pugnale;fortuito;mouse esterno;pugnale
2;15;F;21;intelletto;idrante;mouse esterno;idrante
2;15;F;21;magnifico;zanzara;mouse esterno;zanzara
2;15;F;21;gomito;astio;mouse esterno;gomito
2;15;F;21;scarafaggio;orribile;mouse esterno;scarafaggio
2;15;F;21;eccellenza;diamante;mouse esterno;diamante
2;15;F;21;abito;solenne;mouse esterno;abito
2;15;F;21;musica;violino;mouse esterno;violino
2;15;F;21;dentista;fiducioso;mouse esterno;dentista
2;15;F;21;umano;morale;mouse esterno;umano
2;15;F;21;puzza;stufa;mouse esterno;stufa
2;15;F;21;lenire;ferite;mouse esterno;ferite
2;15;F;21;montagna;codardo;mouse esterno;montagna
2;15;F;21;pianta;saggio;mouse esterno;pianta
2;15;F;21;lussuria;prateria;mouse esterno;prateria
2;15;F;21;causa;stomaco;mouse esterno;stomaco
2;15;F;21;cappello;rovente;mouse esterno;cappello
2;15;F;21;carcere;pena;mouse esterno;carcere
2;15;F;21;dollaro;utile;mouse esterno;dollaro
2;15;F;21;corrotto;gonna;mouse esterno;gonna
2;15;F;21;piatto;insipido;mouse esterno;piatto
2;15;F;21;gatto;spaventato;mouse esterno;gatto
2;15;F;21;ottimismo;profumo;mouse esterno;profumo
2;15;F;21;grezzo;barile;mouse esterno;barile
2;15;F;21;rancido;insalata;mouse esterno;insalata
2;15;F;21;mercato;vantaggio;mouse esterno;mercato
2;15;F;21;grato;abbraccio;mouse esterno;abbraccio
2;15;F;21;muscoloso;debole;mouse esterno;muscoloso
2;15;F;21;giocattolo;insipido;mouse esterno;giocattolo
2;15;F;21;crepuscolo;orologio;mouse esterno;orologio
2;15;F;21;statua;audace;mouse esterno;statua
2;15;F;21;vittoria;ombrello;mouse esterno;ombrello
2;15;F;21;meraviglia;cornice;mouse esterno;cornice
2;15;F;21;fetido;calza;mouse esterno;calza
2;15;F;21;rasoio;stritolare;mouse esterno;rasoio
2;15;F;21;occhio;inganno;mouse esterno;occhio
2;15;F;21;finestra;triste;mouse esterno;finestra
2;15;F;21;idiota;scimmia;mouse esterno;scimmia
2;15;F;21;infedele;sposa;mouse esterno;sposa
2;15;F;21;latte;fetore;mouse esterno;latte
2;15;F;21;cane;cortese;mouse esterno;cane
2;15;F;21;intimo;mistico;mouse esterno;intimo
2;15;F;21;pentola;mente;mouse esterno;pentola
2;15;F;21;dormire;paradiso;mouse esterno;paradiso
2;15;F;21;deforme;tronco;mouse esterno;tronco
2;15;F;21;elegante;felpa;mouse esterno;felpa
2;15;F;21;facile;morbido;mouse esterno;morbido
2;15;F;21;brutale;miele;mouse esterno;miele
2;15;F;21;mobilita;gomma;mouse esterno;gomma
2;15;F;21;frigido;forcina;mouse esterno;forcina
2;15;F;21;buio;balcone;mouse esterno;balcone
2;15;F;21;prete;devoto;mouse esterno;prete
2;15;F;21;scrivania;pensieroso;mouse esterno;scrivania
2;15;F;21;guarire;ospedale;mouse esterno;ospedale
2;15;F;21;incidente;colpa;mouse esterno;incidente
2;15;F;21;miracolo;applauso;mouse esterno;applauso
2;15;F;21;paletta;collisione;mouse esterno;paletta
2;15;F;21;lavare;attivare;mouse esterno;attivare
2;15;F;21;poesia;penna;mouse esterno;penna
2;15;F;21;farfalla;fantasia;mouse esterno;farfalla
2;15;F;21;infuriato;forchetta;mouse esterno;forchetta
2;15;F;21;dono;perspicacia;mouse esterno;dono
2;15;F;21;libreria;spazio;mouse esterno;libreria
2;15;F;21;onore;vino;mouse esterno;vino
2;15;F;21;attico;modesto;mouse esterno;attico
2;15;F;21;atletica;scarpa;mouse esterno;scarpa
2;15;F;21;avventura;vacanza;mouse esterno;vacanza
2;15;F;21;assediato;ferito;mouse esterno;ferito
2;15;F;21;genere;cioccolato;mouse esterno;cioccolato
2;15;F;21;specchio;spirito;mouse esterno;specchio
2;15;F;21;evidente;serbatoio;mouse esterno;serbatoio
2;15;F;21;sedile;agile;mouse esterno;sedile
2;15;F;21;paralisi;sedia;mouse esterno;sedia
2;15;F;21;caramella;melodia;mouse esterno;caramella
2;15;F;21;fastidio;naso;mouse esterno;naso
2;15;F;21;leggenda;scala;mouse esterno;scala
2;15;F;21;ricatto;schiaffo;mouse esterno;schiaffo
2;15;F;21;veloce;vespa;mouse esterno;vespa
2;15;F;21;coltello;demonio;mouse esterno;coltello
1;16;F;22;prestigio;lusso;mouse esterno;prestigio
1;16;F;22;dormire;paradiso;mouse esterno;paradiso
1;16;F;22;specchio;spirito;mouse esterno;spirito
1;16;F;22;cavallo;arte;mouse esterno;arte
1;16;F;22;genere;cioccolato;mouse esterno;genere
1;16;F;22;farfalla;fantasia;mouse esterno;fantasia
1;16;F;22;occhio;inganno;mouse esterno;inganno
1;16;F;22;estasi;sughero;mouse esterno;estasi
1;16;F;22;frigido;forcina;mouse esterno;frigido
1;16;F;22;coltello;demonio;mouse esterno;demonio
1;16;F;22;disprezzo;sorriso;mouse esterno;disprezzo
1;16;F;22;infedele;sposa;mouse esterno;infedele
1;16;F;22;abito;solenne;mouse esterno;solenne
1;16;F;22;attico;modesto;mouse esterno;modesto
1;16;F;22;rosso;bicchiere;mouse esterno;rosso
1;16;F;22;meraviglia;cornice;mouse esterno;meraviglia
1;16;F;22;paletta;collisione;mouse esterno;collisione
1;16;F;22;pentola;mente;mouse esterno;mente
1;16;F;22;tavolo;pressione;mouse esterno;pressione
1;16;F;22;incidente;colpa;mouse esterno;colpa
1;16;F;22;caramella;melodia;mouse esterno;melodia
1;16;F;22;dentista;fiducioso;mouse esterno;fiducioso
1;16;F;22;fastidio;naso;mouse esterno;fastidio
1;16;F;22;statua;audace;mouse esterno;audace
1;16;F;22;grato;abbraccio;mouse esterno;grato
1;16;F;22;libreria;spazio;mouse esterno;spazio
1;16;F;22;poltrona;fiducia;mouse esterno;fiducia
1;16;F;22;montagna;codardo;mouse esterno;codardo
1;16;F;22;ostile;nuvoloso;mouse esterno;ostile
1;16;F;22;sfera;fase;mouse esterno;fase
1;16;F;22;cane;cortese;mouse esterno;cortese
1;16;F;22;rancido;insalata;mouse esterno;rancido
1;16;F;22;bicicletta;passione;mouse esterno;passione
1;16;F;22;finestra;triste;mouse esterno;triste
1;16;F;22;opzione;giacca;mouse esterno;opzione
1;16;F;22;onore;vino;mouse esterno;onore
1;16;F;22;maglia;vincere;mouse esterno;vincere
1;16;F;22;leggenda;scala;mouse esterno;leggenda
1;16;F;22;puzza;stufa;mouse esterno;puzza
1;16;F;22;immorale;attrezzo;mouse esterno;immorale
1;16;F;22;gatto;spaventato;mouse esterno;spaventato
1;16;F;22;vaso;gloria;mouse esterno;gloria
1;16;F;22;gomito;astio;mouse esterno;astio
1;16;F;22;maniaco;ossessione;mouse esterno;ossessione
1;16;F;22;musica;violino;mouse esterno;musica
1;16;F;22;lenire;ferite;mouse esterno;ferite
1;16;F;22;mobilita;gomma;mouse esterno;mobilita
1;16;F;22;infuriato;forchetta;mouse esterno;infuriato
1;16;F;22;paralisi;sedia;mouse esterno;paralisi
1;16;F;22;lavare;attivare;mouse esterno;attivare
1;16;F;22;mercato;vantaggio;mouse esterno;vantaggio
1;16;F;22;diavolo;prigione;mouse esterno;diavolo
1;16;F;22;cappello;rovente;mouse esterno;rovente
1;16;F;22;appetitoso;pizza;mouse esterno;appetitoso
1;16;F;22;facile;morbido;mouse esterno;facile
1;16;F;22;precipizio;orrore;mouse esterno;orrore
1;16;F;22;idiota;scimmia;mouse esterno;idiota
1;16;F;22;miracolo;applauso;mouse esterno;miracolo
1;16;F;22;sedile;agile;mouse esterno;agile
1;16;F;22;crepuscolo;orologio;mouse esterno;crepuscolo
1;16;F;22;febbre;pino;mouse esterno;febbre
1;16;F;22;eccellenza;diamante;mouse esterno;eccellenza
1;16;F;22;avventura;vacanza;mouse esterno;avventura
1;16;F;22;ricatto;schiaffo;mouse esterno;ricatto
1;16;F;22;dollaro;utile;mouse esterno;utile
