"","participant_id","trial_id","stimulus","response_option_1","response_option_2","response","accuracy"
"685",9,37,"piazza camera","SENDINAIA","IDRACIOLA",2,"Incorrect"
"686",9,38,"albero violino","MUSTONCELLO","SUONISCRIO",2,"Incorrect"
"687",9,39,"roccia insalata","SENDINAIA","ERRACIOLINA",1,"Incorrect"
"688",9,40,"scarpa tenda","IMMONTURA","SDRAIATURA",1,"Incorrect"
"689",9,41,"martello prato","RAPALINCIO","FIORINELLO",1,"Correct"
"690",9,42,"martello vaso","ROCCERIOLO","VISUONDOLO",2,"Incorrect"
"691",9,43,"torta insalata","CAPPETTELLA","FRICOTTELA",2,"Correct"
"692",9,44,"martello libro","SEDINOCCIO","PICATTOLO",1,"Incorrect"
"693",9,45,"giacca scarpa","CLIETTONDOLA","GIUBBIATURA",2,"Correct"
"694",9,46,"finestra insalata","CLIETTOLA","IDRATOLANA",2,"Incorrect"
"695",9,47,"finestra camera","VESTINETTA","APRIATTOLA",1,"Incorrect"
"696",9,48,"scarpa finestra","CLICCATTOLA","CLIETTOLA",1,"Correct"
"697",9,49,"tavolo albero","PARTONCELLO","FIORECCIANDOLO",2,"Incorrect"
"698",9,50,"acqua scarpa","IDRATOLANA","BANCOTTINA",1,"Correct"
"699",9,51,"albero tramonto","ROSCESCOLO","CIGOLITELLO",2,"Incorrect"
"700",9,52,"tramonto libro","PARTONCELLO","LUMERSTERSIMO",1,"Incorrect"
"701",9,53,"acqua piazza","POZZETTERIA","LAVESCIA",2,"Incorrect"
"702",9,54,"fazzoletto tavolo","SEDINOCCIO","NARAMPICOLO",1,"Correct"
"703",9,55,"camera torta","SICCOTTELA","POZZETTERIA",1,"Correct"
"704",9,56,"tavolo violino","SRADINELLO","SUONCOLLO",1,"Incorrect"
"705",9,57,"camera roccia","ARMONTURIA","GIAPRIATOLA",2,"Incorrect"
"706",9,58,"giacca bambola","CENSARELLINA","VESTOLETTA",2,"Correct"
"707",9,59,"roccia finestra","POLIETTOLA","MURICATTOLA",1,"Incorrect"
"708",9,60,"prato fazzoletto","FIOTTINO","LUMERSTERSIMO",2,"Incorrect"
"709",9,61,"muro specchio","CROIETTOLO","FIORARIOLO",2,"Incorrect"
"710",9,62,"giacca camera","GIUBBIATINA","GHIANCIOLA",1,"Correct"
"711",9,63,"finestra acqua","POZZONELLA","RETTIELLIA",2,"Incorrect"
"712",9,64,"finestra giacca","SICCOTTELLA","CLIETTONDOLA",1,"Incorrect"
"713",9,65,"violino martello","SUONACARIO","FIOTTINO",1,"Correct"
"714",9,66,"vaso libro","FIORISITOLO","PICATTOLO",1,"Correct"
"715",9,67,"specchio prato","SPURIALLIO","ARMORICELLO",1,"Correct"
"716",9,68,"tavolo tramonto","SDRAIOLIO","FIOCOSCRIO",2,"Incorrect"
"717",9,69,"piazza roccia","PALCAVERIA","COSTRELLINA",1,"Correct"
"718",9,70,"specchio martello","FIONCOLIOLO","SPALENTOLO",1,"Incorrect"
"719",9,71,"libro prato","FIOCOSCRIO","SDRANGOLIO",2,"Incorrect"
"720",9,72,"piazza torta","CINCOTTELLA","FRIGLIANZA",1,"Correct"
"721",9,73,"libro violino","SUONISCRIO","SPURIALLIO",2,"Incorrect"
"722",9,74,"tenda torta","SICCOTTELLA","COTTOLIOLIA",1,"Correct"
"723",9,75,"tenda insalata","ARMONTURIA","FRIGLIANZA",2,"Correct"
"724",9,76,"fazzoletto albero","SDRAIOLIO","FIORECCIANDOLO",2,"Correct"
"725",9,77,"albero prato","CERBOSCELLO","ROCCERIOLO",1,"Correct"
"726",9,78,"tenda roccia","GIUBBITINA","IMMONTURA",1,"Incorrect"
"727",9,79,"acqua camera","POZZONELLA","IDRANDINA",1,"Incorrect"
"728",9,80,"prato tavolo","SDRAIARELLO","MUSTONCELLO",2,"Incorrect"
"729",9,81,"violino tramonto","FIORICELLO","SUONANNARIO",1,"Incorrect"
"730",10,2,"prato tavolo","SDRAIARELLO","ROCCERIOLO",1,"Correct"
"731",10,3,"libro prato","LUMERSTERSIMO","FIOCOSCRIO",2,"Correct"
"732",10,4,"tenda acqua","POZZANELLA","SDRAIATURA",1,"Correct"
"733",10,5,"albero tramonto","SUONANNARIO","ROSCESCOLO",1,"Incorrect"
"734",10,6,"scarpa roccia","BANDINAIA","MURANTURIA",2,"Correct"
"735",10,7,"vaso albero","FIORICELLO","MUSTONCELLO",1,"Correct"
"736",10,8,"prato albero","CERBOSCELLO","FIORICELLO",2,"Incorrect"
"737",10,9,"tavolo albero","SEDINOCCIO","PARTONCELLO",1,"Incorrect"
"738",10,10,"fazzoletto prato","ARMORICELLO","FIOTTINO",2,"Correct"
"739",10,11,"fazzoletto vaso","SRADINELLO","FIORINELLO",1,"Incorrect"
"740",10,12,"finestra insalata","CLIETTOLA","SDRANZIA",1,"Correct"
"741",10,13,"tavolo specchio","PARTONCELLO","SDRANGOLIO",2,"Correct"
"742",10,14,"torta piazza","CINCOTTELLA","IDRANDINA",1,"Correct"
"743",10,15,"violino specchio","CERBOSCELLO","VISUONDOLO",2,"Correct"
"744",10,16,"insalata camera","RETTIELLIA","COTTOLIOLIA",2,"Correct"
"745",10,17,"piazza giacca","CAMATINCIA","GIUBBIATINA",2,"Incorrect"
"746",10,18,"tenda finestra","TERNOTELLA","ERRACIOLINA",1,"Correct"
"747",10,19,"specchio fazzoletto","SDRAIOLIO","SGUARELLIO",1,"Incorrect"
"748",10,20,"prato vaso","FIONCOLIOLO","SUONACARIO",1,"Correct"
"749",10,21,"roccia tenda","IMMONTURA","CLIETTONDOLA",1,"Correct"
"750",10,22,"prato violino","SUONCOLLO","SUONANELLO",2,"Correct"
"751",10,23,"giacca insalata","FRIGLIANZA","VESTINETTA",2,"Correct"
"752",10,24,"violino tavolo","SUONCOLLO","PICATTOLO",1,"Correct"
"753",10,25,"insalata piazza","BANCOTTINA","GIUBBITINA",1,"Correct"
"754",10,26,"muro tavolo","FIORECCIANDOLO","CIGOLITELLO",2,"Correct"
"755",10,27,"fazzoletto tavolo","SEDINOCCIO","CROIETTOLO",1,"Correct"
"756",10,28,"torta bambola","VESTOLETTA","CENSARELLINA",2,"Correct"
"757",10,29,"roccia camera","CAPPETTELLA","ARMONTURIA",2,"Correct"
"758",10,30,"giacca acqua","COSTRELLINA","LAVESCIA",2,"Correct"
"759",10,31,"piazza finestra","GIAPRIATOLA","IDRANGIA",1,"Correct"
"760",10,32,"tramonto violino","SUONANNARIO","NARAMPICOLO",1,"Correct"
"761",10,33,"insalata torta","FRICOTTELA","VESTINETTA",1,"Correct"
"762",10,34,"camera acqua","MURICATTOLA","IDRANDINA",2,"Correct"
"763",10,35,"roccia piazza","PALCAVERIA","GIUBBIATURA",2,"Incorrect"
"764",10,36,"albero libro","SGUARELLIO","NARAMPICOLO",1,"Incorrect"
"765",10,37,"piazza camera","CAMATINCIA","SENDINAIA",1,"Incorrect"
"766",10,38,"tramonto vaso","FIORARIOLO","FIOTTINO",1,"Correct"
"767",10,39,"martello specchio","VISUONDOLO","SPALENTOLO",2,"Correct"
"768",10,40,"bambola roccia","COSTRELLINA","IDRACIOLA",2,"Incorrect"
"769",10,41,"acqua insalata","IDRANGIA","CENSARELLINA",1,"Correct"
"770",10,42,"specchio albero","RABELLIMENTO","SRADINELLO",2,"Correct"
"771",10,43,"libro martello","FIORINELLO","PICATTOLO",2,"Correct"
"772",10,44,"vaso tavolo","GRAMINELLO","FIONCOLIOLO",1,"Correct"
"773",10,45,"giacca bambola","TERNOTELLA","VESTOLETTA",2,"Correct"
"774",10,46,"camera finestra","APRIATTOLA","POLIETTOLA",2,"Incorrect"
"775",10,47,"roccia finestra","MURICATTOLA","COTTOLIOLIA",1,"Correct"
"776",10,48,"piazza tenda","BANDINAIA","SICCOTTELA",1,"Correct"
"777",10,49,"torta scarpa","PANCOTTELLA","FRICOTTELA",2,"Incorrect"
"778",10,50,"tenda giacca","GOCCOTTELLA","GIUBBITINA",2,"Correct"
"779",10,51,"torta finestra","POLIETTOLA","POZZETTERIA",1,"Correct"
"780",10,52,"tramonto libro","SPURIALLIO","LUMERSTERSIMO",1,"Incorrect"
"781",10,53,"camera giacca","GIUBBIATINA","APRIATTOLA",1,"Correct"
"782",10,54,"vaso libro","FIORISITOLO","SDRAIARELLO",1,"Correct"
"783",10,55,"vaso martello","ROCCERIOLO","ROSCESCOLO",1,"Correct"
"784",10,56,"tenda camera","SDRANZIA","IDRATOLANA",1,"Correct"
"785",10,57,"insalata roccia","ERRACIOLINA","IMMONTURA",2,"Incorrect"
"786",10,58,"torta acqua","SENDINAIA","GOCCOTTELLA",2,"Correct"
"787",10,59,"giacca finestra","GHIANCIOLA","CLIETTONDOLA",1,"Incorrect"
"788",10,60,"specchio prato","SDRANGOLIO","SPURIALLIO",1,"Incorrect"
"789",10,61,"acqua roccia","CLIETTOLA","IDRACIOLA",2,"Correct"
"790",10,62,"torta camera","MURANTURIA","SICCOTTELA",1,"Incorrect"
"791",10,63,"scarpa acqua","IDRATOLANA","LAVESCIA",1,"Correct"
"792",10,64,"muro specchio","FIOCOSCRIO","CROIETTOLO",2,"Correct"
"793",10,65,"tramonto tavolo","FIORARIOLO","SDRAIOLIO",2,"Correct"
"794",10,66,"camera scarpa","RETTIELLIA","GIAPRIATOLA",1,"Correct"
"795",10,67,"scarpa giacca","POZZONELLA","GIUBBIATURA",2,"Correct"
"796",10,68,"specchio libro","CIGOLITELLO","RABELLIMENTO",1,"Incorrect"
"797",10,69,"tenda torta","SICCOTTELLA","ARMONTURIA",1,"Correct"
"798",10,70,"violino martello","SUONISCRIO","SUONACARIO",1,"Incorrect"
"799",10,71,"vaso violino","RAPALINCIO","ARMORICELLO",2,"Correct"
"800",10,72,"torta roccia","CINCOTTELLA","GHIANCIOLA",1,"Incorrect"
"801",10,73,"violino libro","SUONISCRIO","SUONANELLO",2,"Incorrect"
"802",10,74,"scarpa tenda","POZZANELLA","SDRAIATURA",2,"Correct"
"803",10,75,"fazzoletto albero","FIORECCIANDOLO","SPALENTOLO",1,"Correct"
"804",10,76,"insalata tenda","FRIGLIANZA","CLICCATTOLA",2,"Incorrect"
"805",10,77,"torta giacca","PALCAVERIA","CAPPETTELLA",1,"Incorrect"
"806",10,78,"martello prato","GRAMINELLO","RAPALINCIO",1,"Incorrect"
"807",10,79,"piazza acqua","POZZETTERIA","PANCOTTELLA",1,"Correct"
"808",10,80,"acqua finestra","SICCOTTELLA","POZZONELLA",2,"Correct"
"809",10,81,"albero violino","FIORISITOLO","MUSTONCELLO",1,"Incorrect"
"810",11,1,"acqua piazza","IDRANGIA","POZZETTERIA",2,"Correct"
"811",11,2,"camera giacca","GIUBBIATINA","FRIGLIANZA",1,"Correct"
"812",11,3,"torta bambola","GIUBBIATINA","CENSARELLINA",2,"Correct"
"813",11,4,"tramonto albero","ROSCESCOLO","FIORARIOLO",1,"Correct"
"814",11,5,"violino specchio","SDRAIARELLO","VISUONDOLO",2,"Correct"
"815",11,6,"specchio martello","FIOTTINO","SPALENTOLO",2,"Correct"
"816",11,7,"piazza tenda","MURICATTOLA","BANDINAIA",1,"Incorrect"
"817",11,8,"specchio fazzoletto","FIONCOLIOLO","SGUARELLIO",1,"Incorrect"
"818",11,9,"acqua camera","COTTOLIOLIA","IDRANDINA",2,"Correct"
"819",11,10,"vaso fazzoletto","RAPALINCIO","FIORINELLO",2,"Correct"
"820",11,11,"tenda scarpa","POLIETTOLA","SDRAIATURA",1,"Incorrect"
"821",11,12,"piazza torta","CINCOTTELLA","SENDINAIA",2,"Incorrect"
"822",11,13,"insalata tenda","FRIGLIANZA","ERRACIOLINA",1,"Correct"
"823",11,14,"acqua torta","GIUBBITINA","GOCCOTTELLA",2,"Correct"
"824",11,15,"libro vaso","CROIETTOLO","FIORISITOLO",2,"Correct"
"825",11,16,"fazzoletto prato","VISUONDOLO","FIOTTINO",1,"Incorrect"
"826",11,17,"libro tramonto","NARAMPICOLO","LUMERSTERSIMO",2,"Correct"
"827",11,18,"acqua insalata","GIAPRIATOLA","IDRANGIA",2,"Correct"
"828",11,19,"albero prato","CERBOSCELLO","SDRANGOLIO",1,"Correct"
"829",11,20,"albero specchio","SRADINELLO","ROCCERIOLO",1,"Correct"
"830",11,21,"violino tramonto","SUONANNARIO","SPALENTOLO",1,"Correct"
"831",11,22,"piazza giacca","CAMATINCIA","TERNOTELLA",1,"Correct"
"832",11,23,"tavolo tramonto","FIOCOSCRIO","SDRAIOLIO",2,"Correct"
"833",11,24,"giacca scarpa","VESTOLETTA","GIUBBIATURA",2,"Correct"
"834",11,25,"camera insalata","IDRANDINA","COTTOLIOLIA",1,"Incorrect"
"835",11,26,"vaso albero","FIORICELLO","FIORISITOLO",2,"Incorrect"
"836",11,27,"prato tavolo","SDRAIARELLO","RABELLIMENTO",1,"Correct"
"837",11,28,"giacca torta","CAPPETTELLA","POZZONELLA",1,"Correct"
"838",11,29,"albero tavolo","SRADINELLO","PARTONCELLO",1,"Incorrect"
"839",11,30,"giacca acqua","LAVESCIA","SDRAIATURA",1,"Correct"
"840",11,31,"roccia scarpa","CENSARELLINA","MURANTURIA",2,"Correct"
"841",11,32,"tavolo vaso","GRAMINELLO","SEDINOCCIO",2,"Incorrect"
"842",11,33,"specchio prato","SGUARELLIO","SPURIALLIO",2,"Correct"
"843",11,34,"martello violino","SUONACARIO","CIGOLITELLO",1,"Correct"
"844",11,35,"vaso tramonto","LUMERSTERSIMO","FIORARIOLO",2,"Correct"
"845",11,36,"insalata giacca","VESTINETTA","SICCOTTELLA",1,"Correct"
"846",11,37,"camera tenda","SDRANZIA","FRICOTTELA",1,"Correct"
"847",11,38,"muro tavolo","PARTONCELLO","CIGOLITELLO",1,"Incorrect"
"848",11,39,"roccia bambola","POZZANELLA","COSTRELLINA",2,"Correct"
"849",11,40,"acqua scarpa","IDRATOLANA","APRIATTOLA",1,"Correct"
"850",11,41,"acqua roccia","VESTINETTA","IDRACIOLA",2,"Correct"
"851",11,42,"piazza camera","GHIANCIOLA","SENDINAIA",2,"Correct"
"852",11,43,"prato libro","FIOCOSCRIO","ROSCESCOLO",2,"Incorrect"
"853",11,44,"prato martello","RAPALINCIO","SUONCOLLO",1,"Correct"
"854",11,45,"camera finestra","APRIATTOLA","CLICCATTOLA",1,"Correct"
"855",11,46,"vaso prato","MUSTONCELLO","FIONCOLIOLO",2,"Correct"
"856",11,47,"tavolo violino","SUONCOLLO","ARMORICELLO",1,"Correct"
"857",11,48,"vaso violino","ARMORICELLO","SUONANNARIO",1,"Correct"
"858",11,50,"piazza finestra","CAPPETTELLA","GIAPRIATOLA",2,"Correct"
"859",11,51,"violino libro","SUONISCRIO","SDRAIOLIO",1,"Correct"
"860",11,52,"fazzoletto albero","SUONACARIO","FIORECCIANDOLO",2,"Correct"
"861",11,53,"roccia insalata","LAVESCIA","ERRACIOLINA",1,"Incorrect"
"862",11,54,"violino prato","SUONANELLO","SUONISCRIO",1,"Correct"
"863",11,55,"muro specchio","PICATTOLO","CROIETTOLO",2,"Correct"
"864",11,56,"giacca tenda","CINCOTTELLA","GIUBBITINA",2,"Correct"
"865",11,57,"scarpa torta","BANDINAIA","PANCOTTELLA",2,"Correct"
"866",11,58,"tavolo fazzoletto","CERBOSCELLO","SEDINOCCIO",2,"Correct"
"867",11,59,"finestra scarpa","CLICCATTOLA","IMMONTURA",1,"Correct"
"868",11,60,"violino albero","FIORECCIANDOLO","MUSTONCELLO",2,"Correct"
"869",11,61,"scarpa camera","PALCAVERIA","RETTIELLIA",1,"Incorrect"
"870",11,62,"tavolo specchio","SDRANGOLIO","SUONANELLO",1,"Correct"
"871",11,63,"roccia torta","GHIANCIOLA","BANCOTTINA",1,"Correct"
"872",11,64,"piazza insalata","BANCOTTINA","MURANTURIA",2,"Incorrect"
"873",11,65,"torta tenda","GOCCOTTELLA","SICCOTTELLA",2,"Correct"
"874",11,66,"insalata finestra","CLIETTOLA","ARMONTURIA",1,"Correct"
"875",11,67,"bambola giacca","SICCOTTELA","VESTOLETTA",2,"Correct"
"876",11,68,"acqua tenda","POZZANELLA","PANCOTTELLA",1,"Correct"
"877",11,69,"roccia camera","POZZETTERIA","ARMONTURIA",2,"Correct"
"878",11,70,"torta camera","SICCOTTELA","RETTIELLIA",2,"Incorrect"
"879",11,71,"roccia tenda","GIUBBIATURA","IMMONTURA",2,"Correct"
"880",11,72,"piazza roccia","IDRACIOLA","PALCAVERIA",2,"Correct"
"881",11,73,"torta finestra","IDRATOLANA","POLIETTOLA",2,"Correct"
"882",11,74,"finestra tenda","TERNOTELLA","SDRANZIA",1,"Correct"
"883",11,75,"libro martello","PICATTOLO","GRAMINELLO",2,"Incorrect"
"884",11,76,"libro specchio","FIORINELLO","RABELLIMENTO",1,"Incorrect"
"885",11,77,"insalata torta","COSTRELLINA","FRICOTTELA",2,"Correct"
"886",11,78,"martello vaso","FIORICELLO","ROCCERIOLO",1,"Incorrect"
"887",11,79,"finestra roccia","MURICATTOLA","CLIETTONDOLA",1,"Correct"
"888",11,80,"giacca finestra","CAMATINCIA","CLIETTONDOLA",1,"Incorrect"
"889",11,81,"finestra acqua","CLIETTOLA","POZZONELLA",2,"Correct"
"890",12,1,"martello specchio","SRADINELLO","SPALENTOLO",1,"Incorrect"
"891",12,2,"torta tenda","VESTINETTA","SICCOTTELLA",2,"Correct"
"892",12,3,"vaso tavolo","GRAMINELLO","SDRAIOLIO",1,"Correct"
"893",12,4,"vaso prato","FIONCOLIOLO","SUONCOLLO",1,"Correct"
"894",12,5,"finestra piazza","GIAPRIATOLA","POLIETTOLA",1,"Correct"
"895",12,6,"bambola torta","CENSARELLINA","COTTOLIOLIA",2,"Incorrect"
"896",12,7,"camera piazza","SENDINAIA","SDRANZIA",2,"Incorrect"
"897",12,8,"specchio prato","SUONISCRIO","SPURIALLIO",2,"Correct"
"898",12,9,"insalata roccia","ERRACIOLINA","SENDINAIA",1,"Correct"
"899",12,10,"piazza tenda","BANDINAIA","IDRANDINA",1,"Correct"
"900",12,11,"vaso fazzoletto","FIORINELLO","LUMERSTERSIMO",1,"Correct"
"901",12,12,"giacca camera","GIUBBIATINA","FRICOTTELA",1,"Correct"
"902",12,13,"scarpa giacca","GIUBBIATURA","POZZETTERIA",1,"Correct"
"903",12,14,"giacca acqua","LAVESCIA","ARMONTURIA",1,"Correct"
"904",12,15,"specchio tavolo","CIGOLITELLO","SDRANGOLIO",1,"Incorrect"
"905",12,16,"acqua insalata","PANCOTTELLA","IDRANGIA",2,"Correct"
"906",12,17,"roccia camera","ARMONTURIA","SICCOTTELA",1,"Correct"
"907",12,18,"albero tavolo","PARTONCELLO","CROIETTOLO",2,"Incorrect"
"908",12,19,"scarpa torta","POZZANELLA","PANCOTTELLA",2,"Correct"
"909",12,20,"tramonto albero","ROSCESCOLO","SUONANELLO",1,"Correct"
"910",12,21,"giacca bambola","CENSARELLINA","VESTOLETTA",2,"Correct"
"911",12,22,"libro albero","NARAMPICOLO","FIORARIOLO",2,"Incorrect"
"912",12,23,"muro specchio","CROIETTOLO","SPALENTOLO",2,"Incorrect"
"913",12,24,"tramonto vaso","FIOTTINO","FIORARIOLO",2,"Correct"
"914",12,25,"scarpa roccia","IMMONTURA","MURANTURIA",2,"Correct"
"915",12,26,"finestra tenda","TERNOTELLA","MURICATTOLA",1,"Correct"
"916",12,27,"martello vaso","SUONANNARIO","ROCCERIOLO",2,"Correct"
"917",12,28,"finestra insalata","RETTIELLIA","CLIETTOLA",2,"Correct"
"918",12,29,"camera tenda","CINCOTTELLA","SDRANZIA",2,"Correct"
"919",12,30,"vaso albero","FIORICELLO","PARTONCELLO",1,"Correct"
"920",12,31,"specchio libro","NARAMPICOLO","RABELLIMENTO",2,"Correct"
"921",12,32,"torta giacca","GIUBBITINA","CAPPETTELLA",1,"Incorrect"
"922",12,33,"prato albero","CERBOSCELLO","SUONACARIO",1,"Correct"
"923",12,34,"roccia piazza","PALCAVERIA","GIUBBIATINA",1,"Correct"
"924",12,35,"piazza insalata","BANCOTTINA","FRIGLIANZA",2,"Incorrect"
"925",12,36,"giacca piazza","IDRANGIA","CAMATINCIA",2,"Correct"
"926",12,37,"giacca tenda","GIUBBITINA","POZZONELLA",1,"Correct"
"927",12,38,"torta piazza","CINCOTTELLA","GOCCOTTELLA",1,"Correct"
"928",12,39,"insalata tenda","CLIETTONDOLA","FRIGLIANZA",1,"Incorrect"
"929",12,40,"insalata giacca","GIUBBIATURA","VESTINETTA",2,"Correct"
"930",12,41,"violino specchio","VISUONDOLO","GRAMINELLO",2,"Incorrect"
"931",12,42,"specchio albero","SDRAIARELLO","SRADINELLO",2,"Correct"
"932",12,43,"acqua finestra","POZZONELLA","MURANTURIA",1,"Correct"
"933",12,44,"bambola roccia","LAVESCIA","COSTRELLINA",2,"Correct"
"934",12,45,"martello libro","ROCCERIOLO","PICATTOLO",1,"Incorrect"
"935",12,46,"martello violino","SPURIALLIO","SUONACARIO",2,"Correct"
"936",12,47,"roccia acqua","CAPPETTELLA","IDRACIOLA",2,"Correct"
"937",12,48,"prato violino","SUONANELLO","SGUARELLIO",2,"Incorrect"
"938",12,49,"acqua tenda","BANCOTTINA","POZZANELLA",2,"Correct"
"939",12,50,"violino vaso","ARMORICELLO","ROSCESCOLO",1,"Correct"
"940",12,51,"finestra roccia","MURICATTOLA","ERRACIOLINA",2,"Incorrect"
"941",12,52,"violino tramonto","FIORECCIANDOLO","SUONANNARIO",2,"Correct"
"942",12,53,"acqua scarpa","PALCAVERIA","IDRATOLANA",2,"Correct"
"943",12,54,"scarpa finestra","COSTRELLINA","CLICCATTOLA",1,"Incorrect"
"944",12,55,"fazzoletto specchio","SGUARELLIO","CERBOSCELLO",1,"Correct"
"945",12,56,"torta finestra","POLIETTOLA","SDRAIATURA",1,"Correct"
"946",12,57,"tramonto libro","LUMERSTERSIMO","RABELLIMENTO",1,"Correct"
"947",12,58,"albero violino","SEDINOCCIO","MUSTONCELLO",2,"Correct"
"948",12,59,"tenda roccia","IMMONTURA","BANDINAIA",2,"Incorrect"
"949",12,60,"vaso libro","FIORISITOLO","FIONCOLIOLO",1,"Correct"
"950",12,61,"tenda scarpa","SDRAIATURA","GIAPRIATOLA",2,"Incorrect"
"951",12,62,"libro violino","FIOCOSCRIO","SUONISCRIO",2,"Correct"
"952",12,63,"piazza acqua","IDRATOLANA","POZZETTERIA",1,"Incorrect"
"953",12,64,"tavolo violino","MUSTONCELLO","SUONCOLLO",1,"Incorrect"
"954",12,65,"prato martello","RAPALINCIO","PICATTOLO",2,"Incorrect"
"955",12,66,"insalata camera","COTTOLIOLIA","TERNOTELLA",1,"Correct"
"956",12,67,"torta acqua","CLICCATTOLA","GOCCOTTELLA",2,"Correct"
"957",12,68,"prato fazzoletto","SDRANGOLIO","FIOTTINO",2,"Correct"
"958",12,69,"tavolo tramonto","SDRAIOLIO","FIORISITOLO",1,"Correct"
"959",12,70,"camera acqua","IDRACIOLA","IDRANDINA",1,"Incorrect"
"960",12,71,"tavolo fazzoletto","FIORINELLO","SEDINOCCIO",1,"Incorrect"
"961",12,72,"prato tavolo","FIORICELLO","SDRAIARELLO",1,"Incorrect"
"962",12,73,"roccia torta","GHIANCIOLA","CAMATINCIA",1,"Correct"
"963",12,74,"libro prato","FIOCOSCRIO","VISUONDOLO",2,"Incorrect"
"964",12,75,"fazzoletto albero","ARMORICELLO","FIORECCIANDOLO",1,"Incorrect"
"965",12,76,"camera finestra","VESTOLETTA","APRIATTOLA",2,"Correct"
"966",12,77,"finestra giacca","SICCOTTELLA","CLIETTONDOLA",2,"Correct"
"967",12,78,"scarpa camera","RETTIELLIA","GHIANCIOLA",1,"Correct"
"968",12,79,"camera torta","SICCOTTELA","APRIATTOLA",2,"Incorrect"
"969",12,80,"tavolo muro","CIGOLITELLO","RAPALINCIO",2,"Incorrect"
"970",12,81,"insalata torta","FRICOTTELA","CLIETTOLA",2,"Incorrect"
"971",13,1,"torta bambola","SENDINAIA","CENSARELLINA",2,"Correct"
"972",13,2,"torta roccia","COSTRELLINA","GHIANCIOLA",1,"Incorrect"
"973",13,3,"tenda insalata","CAPPETTELLA","FRIGLIANZA",2,"Correct"
"974",13,4,"vaso martello","FIONCOLIOLO","ROCCERIOLO",2,"Correct"
"975",13,5,"piazza insalata","GOCCOTTELLA","BANCOTTINA",2,"Correct"
"976",13,6,"vaso violino","ARMORICELLO","SPURIALLIO",1,"Correct"
"977",13,7,"violino tavolo","SUONCOLLO","SDRAIARELLO",1,"Correct"
"978",13,8,"libro martello","RAPALINCIO","PICATTOLO",1,"Incorrect"
"979",13,9,"libro prato","FIORARIOLO","FIOCOSCRIO",1,"Incorrect"
"980",13,10,"scarpa torta","PANCOTTELLA","POZZANELLA",1,"Correct"
"981",13,11,"acqua tenda","POZZANELLA","GIAPRIATOLA",2,"Incorrect"
"982",13,12,"insalata finestra","CLIETTOLA","SDRANZIA",2,"Incorrect"
"983",13,13,"tenda finestra","IDRANGIA","TERNOTELLA",2,"Correct"
"984",13,14,"piazza tenda","BANDINAIA","MURANTURIA",2,"Incorrect"
"985",13,15,"camera acqua","IDRANDINA","SICCOTTELA",1,"Correct"
"986",13,16,"specchio violino","VISUONDOLO","SUONANELLO",2,"Incorrect"
"987",13,17,"finestra camera","APRIATTOLA","IDRATOLANA",1,"Correct"
"988",13,18,"violino martello","SUONACARIO","CROIETTOLO",2,"Incorrect"
"989",13,19,"piazza giacca","CAMATINCIA","MURICATTOLA",1,"Correct"
"990",13,20,"insalata torta","GHIANCIOLA","FRICOTTELA",2,"Correct"
"991",13,21,"muro specchio","SDRAIOLIO","CROIETTOLO",1,"Incorrect"
"992",13,22,"finestra scarpa","IMMONTURA","CLICCATTOLA",1,"Incorrect"
"993",13,23,"tavolo fazzoletto","SUONACARIO","SEDINOCCIO",2,"Correct"
"994",13,24,"camera giacca","GIUBBIATINA","SICCOTTELLA",1,"Correct"
"995",13,25,"tenda torta","ERRACIOLINA","SICCOTTELLA",2,"Correct"
"996",13,26,"martello specchio","GRAMINELLO","SPALENTOLO",2,"Correct"
"997",13,27,"piazza acqua","POZZETTERIA","GIUBBIATINA",1,"Correct"
"998",13,28,"finestra torta","POLIETTOLA","VESTOLETTA",2,"Incorrect"
"999",13,29,"albero tavolo","NARAMPICOLO","PARTONCELLO",1,"Incorrect"
"1000",13,30,"prato albero","SEDINOCCIO","CERBOSCELLO",2,"Correct"
"1001",13,31,"tavolo vaso","SPALENTOLO","GRAMINELLO",2,"Correct"
"1002",13,32,"violino prato","SUONANELLO","CIGOLITELLO",1,"Correct"
"1003",13,33,"acqua roccia","POLIETTOLA","IDRACIOLA",2,"Correct"
"1004",13,34,"finestra piazza","GIAPRIATOLA","RETTIELLIA",1,"Correct"
"1005",13,35,"finestra acqua","POZZONELLA","APRIATTOLA",1,"Correct"
"1006",13,36,"camera insalata","BANCOTTINA","COTTOLIOLIA",1,"Incorrect"
"1007",13,37,"scarpa giacca","GIUBBIATURA","PALCAVERIA",1,"Correct"
"1008",13,38,"piazza torta","CINCOTTELLA","BANDINAIA",1,"Correct"
"1009",13,39,"violino tramonto","SUONANNARIO","FIORINELLO",2,"Incorrect"
"1010",13,40,"giacca torta","SDRAIATURA","CAPPETTELLA",1,"Incorrect"
"1011",13,41,"albero specchio","SRADINELLO","SUONCOLLO",1,"Correct"
"1012",13,42,"tenda scarpa","SDRAIATURA","COTTOLIOLIA",2,"Incorrect"
"1013",13,43,"tenda camera","VESTINETTA","SDRANZIA",2,"Correct"
"1014",13,44,"insalata giacca","VESTINETTA","CENSARELLINA",1,"Correct"
"1015",13,45,"torta camera","SICCOTTELA","TERNOTELLA",1,"Correct"
"1016",13,46,"specchio prato","MUSTONCELLO","SPURIALLIO",1,"Incorrect"
