"","participant_id","rt","trial_id","gender","age","language","speech_therapy","mental_conditions","sentence","test_item","phenomenon","condition","response","accuracy","repetition","stability"
"1121","178476",19862,32,"male",51,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","n",1,1,NA
"1122","178476",10579,36,"male",51,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","n",1,2,0
"1123","178476",6347,38,"male",51,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","n",1,3,0
"1124","178476",9759,41,"male",51,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","n",1,4,0
"1125","178476",18033,46,"male",51,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","n",1,5,0
"1126","178476",8649,57,"male",51,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","n",1,6,0
"1127","178476",3604,77,"male",51,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","c",0,7,1
"1128","178476",3620,82,"male",51,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","n",1,8,1
"1129","178476",3525,89,"male",51,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","n",1,9,0
"1130","178476",6048,96,"male",51,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","n",1,10,0
"1131","178476",16162,6,"male",51,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,1,NA
"1132","178476",10758,24,"male",51,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,2,0
"1133","178476",5983,43,"male",51,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,3,0
"1134","178476",16330,47,"male",51,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,4,0
"1135","178476",6263,50,"male",51,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,5,0
"1136","178476",5935,66,"male",51,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,6,0
"1137","178476",3372,70,"male",51,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,7,0
"1138","178476",4656,79,"male",51,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,8,0
"1139","178476",2824,84,"male",51,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,9,0
"1140","178476",1907,103,"male",51,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,10,0
"1141","178476",10722,15,"male",51,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,1,NA
"1142","178476",15401,56,"male",51,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,2,0
"1143","178476",6264,58,"male",51,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,3,0
"1144","178476",4910,61,"male",51,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,4,0
"1145","178476",3881,62,"male",51,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,5,0
"1146","178476",3506,90,"male",51,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,6,0
"1147","178476",2256,94,"male",51,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,7,0
"1148","178476",2981,98,"male",51,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,8,0
"1149","178476",5189,100,"male",51,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,9,0
"1150","178476",2702,112,"male",51,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","n",0,10,1
"1151","178476",20539,13,"male",51,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,1,NA
"1152","178476",10068,26,"male",51,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,2,0
"1153","178476",11210,30,"male",51,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,3,0
"1154","178476",4908,63,"male",51,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,4,0
"1155","178476",2347,64,"male",51,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,5,0
"1156","178476",2614,65,"male",51,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,6,0
"1157","178476",5182,83,"male",51,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,7,0
"1158","178476",2402,107,"male",51,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,8,0
"1159","178476",1383,108,"male",51,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,9,0
"1160","178476",3280,111,"male",51,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,10,0
"1161","178476",18355,7,"male",51,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,1,NA
"1162","178476",57319,17,"male",51,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,2,0
"1163","178476",11592,34,"male",51,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,3,0
"1164","178476",14188,44,"male",51,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,4,0
"1165","178476",8265,48,"male",51,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,5,0
"1166","178476",25709,59,"male",51,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,6,0
"1167","178476",4114,71,"male",51,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,7,0
"1168","178476",3068,75,"male",51,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,8,0
"1169","178476",1905,105,"male",51,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,9,0
"1170","178476",1498,106,"male",51,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,10,0
"1171","178476",14913,10,"male",51,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","n",1,1,NA
"1172","178476",7777,37,"male",51,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","n",1,2,0
"1173","178476",60855,54,"male",51,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","n",1,3,0
"1174","178476",3351,69,"male",51,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","n",1,4,0
"1175","178476",2540,81,"male",51,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","n",1,5,0
"1176","178476",1593,85,"male",51,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","n",1,6,0
"1177","178476",3706,95,"male",51,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","n",1,7,0
"1178","178476",5379,99,"male",51,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","n",1,8,0
"1179","178476",11724,101,"male",51,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","n",1,9,0
"1180","178476",1789,104,"male",51,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","n",1,10,0
"1181","178476",22023,8,"male",51,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical","n",1,1,NA
"1182","178476",14069,9,"male",51,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical","n",1,2,0
"1183","178476",6111,22,"male",51,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical","n",1,3,0
"1184","178476",7726,51,"male",51,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical","n",1,4,0
"1185","178476",4898,53,"male",51,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical","n",1,5,0
"1186","178476",6611,67,"male",51,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical","n",1,6,0
"1187","178476",4383,74,"male",51,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical","n",1,7,0
"1188","178476",1823,80,"male",51,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical","n",1,8,0
"1189","178476",3966,113,"male",51,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical","n",1,9,0
"1190","178476",2009,114,"male",51,"english","no","no","The apartment that the maid who the service had sent over was well decorated","TS 7","Center Embedding","ungrammatical","n",1,10,0
"1191","178476",8986,18,"male",51,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical","n",1,1,NA
"1192","178476",23545,27,"male",51,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical","n",1,2,0
"1193","178476",7472,29,"male",51,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical","n",1,3,0
"1194","178476",28039,45,"male",51,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical","n",1,4,0
"1195","178476",15349,52,"male",51,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical","n",1,5,0
"1196","178476",3833,72,"male",51,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical","n",1,6,0
"1197","178476",1440,87,"male",51,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical","n",1,7,0
"1198","178476",1297,91,"male",51,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical","n",1,8,0
"1199","178476",1258,92,"male",51,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical","n",1,9,0
"1200","178476",1009,93,"male",51,"english","no","no","The shirt that the seamstress who the immigration officer had investigated last week needed to be dry cleaned","TS 8","Center Embedding","ungrammatical","n",1,10,0
"1201","178476",10423,11,"male",51,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical","c",0,1,NA
"1202","178476",18351,12,"male",51,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical","n",1,2,1
"1203","178476",37148,14,"male",51,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical","n",1,3,0
"1204","178476",10035,19,"male",51,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical","n",1,4,0
"1205","178476",7844,21,"male",51,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical","n",1,5,0
"1206","178476",14195,23,"male",51,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical","n",1,6,0
"1207","178476",18239,35,"male",51,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical","n",1,7,0
"1208","178476",17601,39,"male",51,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical","n",1,8,0
"1209","178476",7153,76,"male",51,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical","n",1,9,0
"1210","178476",2952,88,"male",51,"english","no","no","The lecture that the professor who the newspaper story had just profiled in detail was not well attended","TS 9","Center Embedding","ungrammatical","n",1,10,0
"1211","222366",2018.60000002384,58,"male",29,"english","no","no","The new door is red","CHECK1","attention check","grammatical","c",1,1,NA
"1212","222366",1358.69999998808,77,"male",29,"english","no","no","The new door is red","CHECK1","attention check","grammatical","c",1,2,0
"1213","222366",1475.40000003576,82,"male",29,"english","no","no","The new door is red","CHECK1","attention check","grammatical","c",1,3,0
"1214","222366",1291.09999996424,85,"male",29,"english","no","no","The new door is red","CHECK1","attention check","grammatical","c",1,4,0
"1215","222366",696.599999964237,97,"male",29,"english","no","no","The new door is red","CHECK1","attention check","grammatical","c",1,5,0
"1216","222366",3241.80000001192,25,"male",29,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical","n",1,1,NA
"1217","222366",1439.19999998808,40,"male",29,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical","n",1,2,0
"1218","222366",1004.5,48,"male",29,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical","n",1,3,0
"1219","222366",1754.29999995232,70,"male",29,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical","n",1,4,0
"1220","222366",912.199999988079,96,"male",29,"english","no","no","Red is new door the","CHECK2","attention check","ungrammatical","n",1,5,0
"1221","222366",7618.29999995232,10,"male",29,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical","n",0,1,NA
"1222","222366",5863.69999998808,12,"male",29,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical","n",0,2,0
"1223","222366",15782.6000000238,16,"male",29,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical","n",0,3,0
"1224","222366",12865.2999999523,17,"male",29,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical","c",1,4,1
"1225","222366",9515.5,26,"male",29,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical","n",0,5,1
"1226","222366",3703.80000001192,41,"male",29,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical","n",0,6,0
"1227","222366",1524.69999998808,51,"male",29,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical","n",0,7,0
"1228","222366",9234.30000001192,54,"male",29,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical","c",1,8,1
"1229","222366",18188.7999999523,57,"male",29,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical","c",1,9,0
"1230","222366",4002.30000001192,100,"male",29,"english","no","no","The ancient manuscript that the grad student who the new card catalog had confused a great deal was studying in the library was missing a page","TS 1","Center Embedding","grammatical","c",1,10,0
"1231","222366",3497.5,14,"male",29,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","c",0,1,NA
"1232","222366",14566.5,15,"male",29,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","c",0,2,0
"1233","222366",7742.19999998808,24,"male",29,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","c",0,3,0
"1234","222366",6834,27,"male",29,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","c",0,4,0
"1235","222366",5851.19999998808,28,"male",29,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","c",0,5,0
"1236","222366",5543.60000002384,30,"male",29,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","c",0,6,0
"1237","222366",5269,35,"male",29,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","c",0,7,0
"1238","222366",5345.29999995232,59,"male",29,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","c",0,8,0
"1239","222366",4982.5,66,"male",29,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","n",1,9,1
"1240","222366",1623.10000002384,91,"male",29,"english","no","no","The novel that the horror author who the publishing company had recently fired was banned by the local library","TS 10","Center Embedding","ungrammatical","c",0,10,1
"1241","222366",15190.1000000238,13,"male",29,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","n",0,1,NA
"1242","222366",3627.40000003576,31,"male",29,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","n",0,2,0
"1243","222366",6045.80000001192,53,"male",29,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,3,1
"1244","222366",6039.80000001192,67,"male",29,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,4,0
"1245","222366",12292.3999999762,68,"male",29,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,5,0
"1246","222366",5226,76,"male",29,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,6,0
"1247","222366",3960.80000001192,93,"male",29,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,7,0
"1248","222366",4921.30000001192,109,"male",29,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,8,0
"1249","222366",4806.5,113,"male",29,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,9,0
"1250","222366",3820.79999995232,114,"male",29,"english","no","no","The lullaby that the famous country singer who the record label had signed to a big contract was singing yesterday was written seventy years ago","TS 2","Center Embedding","grammatical","c",1,10,0
"1251","222366",11866.7000000477,46,"male",29,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","n",0,1,NA
"1252","222366",16218,50,"male",29,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,2,1
"1253","222366",6605.5,64,"male",29,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,3,0
"1254","222366",3568.19999998808,78,"male",29,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,4,0
"1255","222366",7307.09999996424,88,"male",29,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,5,0
"1256","222366",3348.69999998808,89,"male",29,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,6,0
"1257","222366",2960,102,"male",29,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,7,0
"1258","222366",5683.60000002384,103,"male",29,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,8,0
"1259","222366",4326.30000001192,104,"male",29,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,9,0
"1260","222366",1923.59999996424,111,"male",29,"english","no","no","The game that the child who the lawnmower had startled in the yard was playing in the morning lasted for hours","TS 3","Center Embedding","grammatical","c",1,10,0
"1261","222366",22142,8,"male",29,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","n",0,1,NA
"1262","222366",7658.19999998808,23,"male",29,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,2,1
"1263","222366",11348.5999999642,33,"male",29,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,3,0
"1264","222366",9769.19999998808,34,"male",29,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","n",0,4,1
"1265","222366",12283.1999999881,43,"male",29,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,5,1
"1266","222366",2587.69999998808,44,"male",29,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,6,0
"1267","222366",2267.90000003576,60,"male",29,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,7,0
"1268","222366",2842.10000002384,94,"male",29,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,8,0
"1269","222366",2576.60000002384,99,"male",29,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,9,0
"1270","222366",2315.30000001192,105,"male",29,"english","no","no","The crime that the gangster who the story had profiled had planned for weeks was quickly solved","TS 4","Center Embedding","grammatical","c",1,10,0
"1271","222366",16130.6999999881,5,"male",29,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","n",0,1,NA
"1272","222366",18724.3000000119,11,"male",29,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","n",0,2,0
"1273","222366",22639.1000000238,19,"male",29,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","n",0,3,0
"1274","222366",6574.20000004768,20,"male",29,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","n",0,4,0
"1275","222366",2895.5,84,"male",29,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","n",0,5,0
"1276","222366",6868,90,"male",29,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,6,1
"1277","222366",2411,92,"male",29,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,7,0
"1278","222366",6740.60000002384,95,"male",29,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","n",0,8,1
"1279","222366",3782.20000004768,98,"male",29,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","n",0,9,0
"1280","222366",26847.8999999762,107,"male",29,"english","no","no","The picture that the artist who the school had expelled for cheating was hurriedly copying was printed in a magazine","TS 5","Center Embedding","grammatical","c",1,10,1
"1281","222366",4913.20000004768,7,"male",29,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","c",0,1,NA
"1282","222366",5688.5,42,"male",29,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","c",0,2,0
"1283","222366",7300.39999997616,49,"male",29,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","c",0,3,0
"1284","222366",5249.5,61,"male",29,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","c",0,4,0
"1285","222366",2074.69999998808,65,"male",29,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","c",0,5,0
"1286","222366",3376.80000001192,74,"male",29,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","c",0,6,0
"1287","222366",1909.60000002384,80,"male",29,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","c",0,7,0
"1288","222366",1484.5,81,"male",29,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","c",0,8,0
"1289","222366",1871.70000004768,108,"male",29,"english","no","no","The trophy that the athlete who the restaurant had hired as a spokesman was stolen later","TS 6","Center Embedding","ungrammatical","c",0,9,0
