"","participant","fullscreen","html_button_response","exp_duration","mean_duration","med_duration","...1","number","item","internal_name","label_cond","label_word","val_label","type","listname","gender","age","language","monolingual","attention","distractions","notice","easy_hard","about","trial_order","subject","pronoun","picture","prompt","valence","resp.order","critical","exclude","critical_new","corrected","exclude2","valence_crit"
"1257","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,289,54,18,"blessing_curse","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",19,"general referent","this","blessing_curse.png","Wooden cannons with transparent blades that shoot water balls into a dry field",62,"critical2","canyon","no","canyon",,,5.5
"1258","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,306,72,24,"protector_warden","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",15,"concrete referent","it","protector_warden.png","balloon with jellyfish tentacles protecting a creature beneath them",21,"critical2","uterus","no","uterus",,,4.79
"1259","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,302,23,8,"museum_sewer","negative","sewer",2.9,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",14,"general referent","this","museum_sewer.png","Sewer decorated as an art gallery",18,"critical1","mansion","no","mansion",,,6.62
"1260","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,293,14,5,"explorer_invader","negative","invader",2.23,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",17,"general referent","this","explorer_invader.png","Lampshade sits on a jellyfish and makes tracks through a cornfield. Birds eye view",34,"critical3","lamp","no","lamp",,,5.74
"1261","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,302,23,8,"museum_sewer","negative","sewer",2.9,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",14,"general referent","this","museum_sewer.png","Sewer decorated as an art gallery",18,"critical3","hell","no","hell",,,2.55
"1262","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,300,41,14,"medley_chaos","negative","chaos",2.84,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",22,"general referent","this","medley_chaos.png","Various scraps mixed with Polaroid photos shrink-wrapped in foil in a gold-plated picture frame",18,"critical3","art","no","art",,,6.85
"1263","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,292,50,17,"ecstasy_agony","negative","agony",2.46,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",2,"general referent","this","ecstasy_agony.png","Jello lying flat on the floor, its soul half moving out of it like steam. Salvador Dali style background.",4,"critical2","pain","no","pain",,,2
"1264","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,304,45,15,"organism_virus","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",1,"general referent","this","organism_virus.png","Green ball made of little broccolies flying in space",15,"critical2","bacteria","no","bacteria",,,3.3
"1265","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,301,64,22,"mend_damage","positive","mend",6.53,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",0,"general referent","this","mend_damage.png","Green slime stain attached with nails to a labeled sheet of paper",0,"critical1","nail","no","nail",,,4.6
"1266","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,309,46,16,"safety_isolation","positive","safety",7.14,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",8,"general referent","this","safety_isolation.png","Clear yellow liquid in thick glass plate wrapped with dense wire mesh. Behind the liquid you can see paradise",86,"critical2","flower","no","flower",,,7.3
"1267","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,307,9,3,"rebirth_apocalypse","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",4,"general referent","this","rebirth_apocalypse.png","A bursting stone floor with stones flying in all directions. From the center of the explosion, brown cords grow towards a light coming from above.""",31,"critical2","implode","no","implode",,,3.78212595395298
"1268","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,300,41,14,"medley_chaos","negative","chaos",2.84,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",22,"general referent","this","medley_chaos.png","Various scraps mixed with Polaroid photos shrink-wrapped in foil in a gold-plated picture frame",18,"critical2","photo","no","photo",,,6.58
"1269","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,305,27,9,"pet_pest","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",11,"general referent","this","pet_pest.png","Animal with skelleton on the outside looking cute",68,"critical3","reptile","no","reptile",,,4.58
"1270","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,295,32,11,"guardian_nemesis","negative","nemesis",2.44,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",12,"general referent","this","guardian_nemesis.png","Outstretched hand consisting of clouds of mist tries to cover the black hole underneath. Surrealism style",0,"critical2","hand","no","hand",,,5.9
"1271","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,312,59,20,"unity_separation","negative","separation",3.05,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",21,"general referent","this","unity_separation.png","Nerve cells on puzzle pieces that are inserted one after the other into real nerve tissue",10,"critical1","puzzle","no","puzzle",,,6.53
"1272","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,312,59,20,"unity_separation","negative","separation",3.05,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",21,"general referent","this","unity_separation.png","Nerve cells on puzzle pieces that are inserted one after the other into real nerve tissue",10,"critical2","dna","no","dna",,,4.66628296168182
"1273","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,299,5,2,"masterpiece_trash","negative","trash",2.74,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",18,"general referent","this","masterpiece_trash.png","household appliances, like a washing machine woven into a nest with a giant spoon, merge surreal art with practical use",49,"critical3","machine","no","machine",,,5
"1274","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,301,64,22,"mend_damage","positive","mend",6.53,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",0,"general referent","this","mend_damage.png","Green slime stain attached with nails to a labeled sheet of paper",0,"critical3","map","no","map",,,5.81
"1275","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,305,27,9,"pet_pest","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",11,"general referent","this","pet_pest.png","Animal with skelleton on the outside looking cute",68,"critical1","cat","no","cat",,,6.95
"1276","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,310,37,13,"salvation_death","positive","salvation",6.94,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",13,"general referent","this","salvation_death.png","Fairyish creature rising inside a moon of dead bodies",0,"critical1","angel","no","angel",,,7.71
"1277","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,303,36,12,"oracle_impostor","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",10,"general referent","this","oracle_impostor.png","Iris and large pupil, flow in whirlpools. Octopus arms grow out. Sits on a red velvet cushion",0,"critical2","creature","no","creature",,,6.06
"1278","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,293,14,5,"explorer_invader","negative","invader",2.23,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",17,"general referent","this","explorer_invader.png","Lampshade sits on a jellyfish and makes tracks through a cornfield. Birds eye view",34,"critical2","corn","no","corn",,,5.95
"1279","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,304,45,15,"organism_virus","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",1,"general referent","this","organism_virus.png","Green ball made of little broccolies flying in space",15,"critical3","antibody","no","antibody",,,4.54297165505145
"1280","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,290,10,4,"creator_destroyer","positive","creator",6.45,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",7,"general referent","this","creator_destroyer.png","Sharp drill drilling through the sky to reach the other side",83,"critical1","mirror","no","mirror",,,5.9
"1281","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,305,27,9,"pet_pest","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",11,"general referent","this","pet_pest.png","Animal with skelleton on the outside looking cute",68,"critical2","dog","no","dog",,,7
"1282","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,292,50,17,"ecstasy_agony","negative","agony",2.46,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",2,"general referent","this","ecstasy_agony.png","Jello lying flat on the floor, its soul half moving out of it like steam. Salvador Dali style background.",4,"critical3","italy","no","italy",,,5.61012472970643
"1283","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,306,72,24,"protector_warden","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",15,"concrete referent","it","protector_warden.png","balloon with jellyfish tentacles protecting a creature beneath them",21,"critical3","octopus","no","octopus",,,6
"1284","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,293,14,5,"explorer_invader","negative","invader",2.23,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",17,"general referent","this","explorer_invader.png","Lampshade sits on a jellyfish and makes tracks through a cornfield. Birds eye view",34,"critical1","ant","no","ant",,,3.9
"1285","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,291,28,10,"cure_poison","positive","cure",7.81,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",20,"general referent","this","cure_poison.png","Medicine bottle out of glass vanishing on one side letting out blue steam",82,"critical3","antibody","no","antibody",,,4.54297165505145
"1286","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,289,54,18,"blessing_curse","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",19,"general referent","this","blessing_curse.png","Wooden cannons with transparent blades that shoot water balls into a dry field",62,"critical1","cannon","no","cannon",,,4.74
"1287","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,307,9,3,"rebirth_apocalypse","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",4,"general referent","this","rebirth_apocalypse.png","A bursting stone floor with stones flying in all directions. From the center of the explosion, brown cords grow towards a light coming from above.""",31,"critical3","dead","no","dead",,,2.02
"1288","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,299,5,2,"masterpiece_trash","negative","trash",2.74,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",18,"general referent","this","masterpiece_trash.png","household appliances, like a washing machine woven into a nest with a giant spoon, merge surreal art with practical use",49,"critical2","washing","no","washing",,,4.04672959119908
"1289","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,309,46,16,"safety_isolation","positive","safety",7.14,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",8,"general referent","this","safety_isolation.png","Clear yellow liquid in thick glass plate wrapped with dense wire mesh. Behind the liquid you can see paradise",86,"critical3","circle","no","circle",,,5.76
"1290","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,308,1,1,"refuge_abyss","positive","refuge",5.95,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",6,"general referent","this","refuge_abyss.png","A broad crack in a grass-covered cloud that spirals deeply into it like a colorful vortex",97,"critical3","cloud","no","cloud",,,6.2
"1291","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,290,10,4,"creator_destroyer","positive","creator",6.45,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",7,"general referent","this","creator_destroyer.png","Sharp drill drilling through the sky to reach the other side",83,"critical3","antler","no","antler",,,5.61330155726741
"1292","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,308,1,1,"refuge_abyss","positive","refuge",5.95,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",6,"general referent","this","refuge_abyss.png","A broad crack in a grass-covered cloud that spirals deeply into it like a colorful vortex",97,"critical2","hole","no","hole",,,5.28
"1293","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,291,28,10,"cure_poison","positive","cure",7.81,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",20,"general referent","this","cure_poison.png","Medicine bottle out of glass vanishing on one side letting out blue steam",82,"critical2","bottle","no","bottle",,,5.47
"1294","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,298,63,21,"leader_dictator","no_label",,0,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",9,"general referent","this","leader_dictator.png","Scepter with gaping mouth and military hat standing on a trophy and being worshiped by particles",85,"critical3","trophy","no","trophy",,,6.55
"1295","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,301,64,22,"mend_damage","positive","mend",6.53,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",0,"general referent","this","mend_damage.png","Green slime stain attached with nails to a labeled sheet of paper",0,"critical2","treasure","no","treasure",,,7.65
"1296","association_154037.csv",2622,532236,8.8269,16.2041638888889,14.4621416666667,297,19,7,"haven_prison","positive","haven",6.36,"critical","itemlist2","male",19,"english","yes","yes","no","some of the images were quite disturbing","no most of them had some sort of association","no clue. maybe ai imaging of some sort.",3,"general referent","this","haven_prison.png","Pink shore with fluffy clouds being imprisoned",87,"critical2","cloud","no","cloud",,,6.2
"1297","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,331,7,3,"rebirth_apocalypse","positive","rebirth",6.3,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",9,"general referent","this","rebirth_apocalypse.png","A bursting stone floor with stones flying in all directions. From the center of the explosion, brown cords grow towards a light coming from above.""",3,"critical3","fire","no","fire",,,4.32
"1298","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,336,60,20,"unity_separation","no_label",,0,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",21,"general referent","this","unity_separation.png","Nerve cells on puzzle pieces that are inserted one after the other into real nerve tissue",45,"critical3","disecting","no","dissecting","dissecting","no",4.21795429707774
"1299","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,327,34,12,"oracle_impostor","positive","oracle",6.16,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",4,"general referent","this","oracle_impostor.png","Iris and large pupil, flow in whirlpools. Octopus arms grow out. Sits on a red velvet cushion",48,"critical2","pretty","no","pretty",,,7.7
"1300","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,332,2,1,"refuge_abyss","negative","abyss",3.9,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",16,"general referent","this","refuge_abyss.png","A broad crack in a grass-covered cloud that spirals deeply into it like a colorful vortex",27,"critical3","unknown","no","unknown",,,4.85
"1301","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,334,38,13,"salvation_death","negative","death",1.89,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",15,"general referent","this","salvation_death.png","Fairyish creature rising inside a moon of dead bodies",16,"critical2","relief","no","relief",,,6.63
"1302","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,329,25,9,"pet_pest","positive","pet",7.05,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",18,"general referent","this","pet_pest.png","Animal with skelleton on the outside looking cute",76,"critical2","pedigree","no","pedigree",,,6.33
"1303","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,325,65,22,"mend_damage","negative","damage",2.98,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",2,"general referent","this","mend_damage.png","Green slime stain attached with nails to a labeled sheet of paper",22,"critical2","confusing","no","confusing",,,3
"1304","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,321,20,7,"haven_prison","negative","prison",1.94,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",5,"general referent","this","haven_prison.png","Pink shore with fluffy clouds being imprisoned",99,"critical1","heavenly","no","heavenly",,,7.89
"1305","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,320,69,23,"guest_intruder","no_label",,0,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",17,"concrete referent","it","guest_intruder.png","Friendly creature with dinosaur skin that enters a room through a door",20,"critical1","monster","no","monster",,,2.55
"1306","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,333,47,16,"safety_isolation","negative","isolation",3.77,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",7,"general referent","this","safety_isolation.png","Clear yellow liquid in thick glass plate wrapped with dense wire mesh. Behind the liquid you can see paradise",77,"critical3","protected","no","protected",,,7.05
"1307","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,326,24,8,"museum_sewer","no_label",,0,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",1,"general referent","this","museum_sewer.png","Sewer decorated as an art gallery",50,"critical3","confusing","no","confusing",,,3
"1308","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,313,52,18,"blessing_curse","positive","blessing",7.18,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",23,"general referent","this","blessing_curse.png","Wooden cannons with transparent blades that shoot water balls into a dry field",69,"critical2","healing","no","healing",,,7.63
"1309","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,330,70,24,"protector_warden","positive","protector",7.37,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",6,"concrete referent","it","protector_warden.png","balloon with jellyfish tentacles protecting a creature beneath them",18,"critical2","ugly","no","ugly",,,2.47
"1310","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,332,2,1,"refuge_abyss","negative","abyss",3.9,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",16,"general referent","this","refuge_abyss.png","A broad crack in a grass-covered cloud that spirals deeply into it like a colorful vortex",27,"critical1","powerful","no","powerful",,,6.46
"1311","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,320,69,23,"guest_intruder","no_label",,0,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",17,"concrete referent","it","guest_intruder.png","Friendly creature with dinosaur skin that enters a room through a door",20,"critical2","scary","no","scary",,,3
"1312","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,336,60,20,"unity_separation","no_label",,0,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",21,"general referent","this","unity_separation.png","Nerve cells on puzzle pieces that are inserted one after the other into real nerve tissue",45,"critical1","puzzle","no","puzzle",,,6.53
"1313","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,315,29,10,"cure_poison","negative","poison",2.16,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",10,"general referent","this","cure_poison.png","Medicine bottle out of glass vanishing on one side letting out blue steam",9,"critical1","leaking","no","leaking",,,3.30782469914782
"1314","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,334,38,13,"salvation_death","negative","death",1.89,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",15,"general referent","this","salvation_death.png","Fairyish creature rising inside a moon of dead bodies",16,"critical1","sadness","no","sadness",,,2.4
"1315","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,330,70,24,"protector_warden","positive","protector",7.37,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",6,"concrete referent","it","protector_warden.png","balloon with jellyfish tentacles protecting a creature beneath them",18,"critical3","confusing","no","confusing",,,3
"1316","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,324,42,14,"medley_chaos","no_label",,0,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",20,"general referent","this","medley_chaos.png","Various scraps mixed with Polaroid photos shrink-wrapped in foil in a gold-plated picture frame",100,"critical2","happiness","no","happiness",,,8.48
"1317","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,327,34,12,"oracle_impostor","positive","oracle",6.16,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",4,"general referent","this","oracle_impostor.png","Iris and large pupil, flow in whirlpools. Octopus arms grow out. Sits on a red velvet cushion",48,"critical3","exciting","no","exciting",,,7.95
"1318","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,321,20,7,"haven_prison","negative","prison",1.94,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",5,"general referent","this","haven_prison.png","Pink shore with fluffy clouds being imprisoned",99,"critical2","peaceful","no","peaceful",,,8
"1319","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,323,6,2,"masterpiece_trash","no_label",,0,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",3,"general referent","this","masterpiece_trash.png","household appliances, like a washing machine woven into a nest with a giant spoon, merge surreal art with practical use",13,"critical1","unpratical","no","unpractical","unpractical","no",4.278700999731
"1320","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,317,15,5,"explorer_invader","no_label",,0,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",8,"general referent","this","explorer_invader.png","Lampshade sits on a jellyfish and makes tracks through a cornfield. Birds eye view",50,"critical2","wholesome","no","wholesome",,,6.9
"1321","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,313,52,18,"blessing_curse","positive","blessing",7.18,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",23,"general referent","this","blessing_curse.png","Wooden cannons with transparent blades that shoot water balls into a dry field",69,"critical3","sensory","no","sensory",,,6.15
"1322","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,315,29,10,"cure_poison","negative","poison",2.16,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",10,"general referent","this","cure_poison.png","Medicine bottle out of glass vanishing on one side letting out blue steam",9,"critical2","explosion","no","explosion",,,3.17
"1323","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,328,43,15,"organism_virus","positive","organism",6,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",14,"general referent","this","organism_virus.png","Green ball made of little broccolies flying in space",50,"critical3","cell","no","cell",,,4.09
"1324","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,319,33,11,"guardian_nemesis","no_label",,0,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",22,"general referent","this","guardian_nemesis.png","Outstretched hand consisting of clouds of mist tries to cover the black hole underneath. Surrealism style",1,"critical3","control","no","control",,,4.43
"1325","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,331,7,3,"rebirth_apocalypse","positive","rebirth",6.3,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",9,"general referent","this","rebirth_apocalypse.png","A bursting stone floor with stones flying in all directions. From the center of the explosion, brown cords grow towards a light coming from above.""",3,"critical1","explosive","no","explosive",,,4.14
"1326","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,318,56,19,"fairy_demon","negative","demon",3,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",19,"general referent","this","fairy_demon.png","Charred, thin strand of string with a halo that snakes elegantly toward the sky.",4,"critical1","strong","no","strong",,,6.81
"1327","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,333,47,16,"safety_isolation","negative","isolation",3.77,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",7,"general referent","this","safety_isolation.png","Clear yellow liquid in thick glass plate wrapped with dense wire mesh. Behind the liquid you can see paradise",77,"critical1","ethical","no","ethical",,,5.78
"1328","association_156042.csv",10475,962807,15.8722,16.2041638888889,14.4621416666667,323,6,2,"masterpiece_trash","no_label",,0,"critical","itemlist0","female",29,"english","yes","yes","no","no","no","how we perceive and feel about unnatural scenarios",3,"general referent","this","masterpiece_trash.png","household appliances, like a washing machine woven into a nest with a giant spoon, merge surreal art with practical use",13,"critical3","unrealistic","no","unrealistic",,,3.55
