participant_id,source_file,age,gender,nationality,first_language,occupation,stem_background,trial_id,trial_order,stimulus,response1,response2,response3,stimulus_valence,response1_valence,response2_valence,response3_valence
cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s.csv,29,male,german,,researcher (PhD-student),,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s_trial_001,1,life,all,earth,us,4,3,4,5
cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s.csv,29,male,german,,researcher (PhD-student),,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s_trial_002,2,complex,number,structure,formula,3,3,3,3
cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s.csv,29,male,german,,researcher (PhD-student),,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s_trial_003,3,system,biological,complex,neuroscience,3,4,3,4
cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s.csv,29,male,german,,researcher (PhD-student),,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s_trial_004,4,chemistry,atoms,school,merck,3,3,2,3
cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s.csv,29,male,german,,researcher (PhD-student),,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s_trial_005,5,university,college,tuebingen,research,3,3,4,5
cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s.csv,29,male,german,,researcher (PhD-student),,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s_trial_006,6,school,grades,past,tables,3,3,3,3
cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s.csv,29,male,german,,researcher (PhD-student),,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s_trial_007,7,mathematics,numbers,statistics,homework,4,4,5,3
cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s.csv,29,male,german,,researcher (PhD-student),,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s_trial_008,8,art,no talent,school,painting,4,2,2,3
cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s.csv,29,male,german,,researcher (PhD-student),,cfm_v5_1547718192922b5958bfef8aa4cb4c6b39fe383954_s_trial_009,9,physics,atoms,big bang,astronomy,4,3,4,3
cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s.csv,23,male,italian,,Student,,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s_trial_000,0,school,friends,learning,distant,4,5,5,2
cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s.csv,23,male,italian,,Student,,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s_trial_001,1,complex,science,life,subject,2,4,3,4
cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s.csv,23,male,italian,,Student,,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s_trial_002,2,art,beautiful,thoughtfulness,interpretation,4,3,5,5
cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s.csv,23,male,italian,,Student,,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s_trial_003,3,life,hard,beautiful,complex,3,2,4,3
cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s.csv,23,male,italian,,Student,,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s_trial_004,4,physics,important,newton,force,3,3,4,3
cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s.csv,23,male,italian,,Student,,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s_trial_005,5,university,maturity,friends,hard,4,5,5,1
cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s.csv,23,male,italian,,Student,,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s_trial_006,6,chemistry,science,complex,avogadro,3,4,3,4
cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s.csv,23,male,italian,,Student,,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s_trial_007,7,mathematics,elegant,proof,fixed,3,5,3,2
cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s.csv,23,male,italian,,Student,,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s_trial_008,8,biology,important,health,life,3,3,5,4
cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s.csv,23,male,italian,,Student,,cfm_v5_15477195678ed9f57d9ec4e3242162d7bff58b6d1c_s_trial_009,9,system,structure,bureaucracy,centralization,3,4,1,3
cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s.csv,31,female,spanish,,Postdoc,,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s_trial_000,0,mathematics,numbers,equations,solutions,4,3,4,5
cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s.csv,31,female,spanish,,Postdoc,,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s_trial_001,1,art,beautiful,gallery,colors,4,5,4,4
cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s.csv,31,female,spanish,,Postdoc,,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s_trial_002,2,life,family,hapyness,joy,5,5,5,5
cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s.csv,31,female,spanish,,Postdoc,,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s_trial_003,3,system,box,particles-units,rules,3,3,3,3
cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s.csv,31,female,spanish,,Postdoc,,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s_trial_004,4,biology,animals,nature,health,3,4,4,4
cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s.csv,31,female,spanish,,Postdoc,,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s_trial_005,5,school,children,books,homeworks,3,4,4,2
cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s.csv,31,female,spanish,,Postdoc,,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s_trial_006,6,university,friends,knowledge,work,3,5,5,3
cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s.csv,31,female,spanish,,Postdoc,,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s_trial_007,7,complex,challenge,fun,networks,3,4,5,4
cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s.csv,31,female,spanish,,Postdoc,,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s_trial_008,8,physics,univers,knoledge,study,4,4,5,3
cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s.csv,31,female,spanish,,Postdoc,,cfm_v5_1547722343d7228bb99117d0196e895d7efe320dad_s_trial_009,9,chemistry,molecules,reaction,laboratory,3,3,3,2
cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s.csv,20,male,italian,,Student,,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s_trial_000,0,university,campus,research,teaching,4,3,5,5
cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s.csv,20,male,italian,,Student,,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s_trial_001,1,system,systemd,computer,equations,3,3,5,5
cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s.csv,20,male,italian,,Student,,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s_trial_002,2,art,gallery,museum,paintings,5,5,5,5
cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s.csv,20,male,italian,,Student,,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s_trial_003,3,complex,data,analysis,numbers,3,3,5,5
cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s.csv,20,male,italian,,Student,,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s_trial_004,4,chemistry,reactions,physics,laboratory,1,3,4,4
cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s.csv,20,male,italian,,Student,,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s_trial_005,5,school,teaching,homeworks,students,4,5,2,4
cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s.csv,20,male,italian,,Student,,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s_trial_006,6,biology,chemistry,cell,proteins,2,1,3,3
cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s.csv,20,male,italian,,Student,,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s_trial_007,7,mathematics,study,proofs,discover,5,4,5,5
cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s.csv,20,male,italian,,Student,,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s_trial_008,8,life,limit,eat,reproduction,3,1,4,3
cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s.csv,20,male,italian,,Student,,cfm_v5_15477239485351859df947ed6b4b81f447043a825a_s_trial_009,9,physics,scientific method,mathematics,prediction,4,5,5,5
cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s.csv,29,male,italian,,Software developer,,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s_trial_000,0,art,poesy,statue,painting,4,4,4,3
cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s.csv,29,male,italian,,Software developer,,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s_trial_001,1,chemistry,alchemy,solution,elements,4,3,4,5
cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s.csv,29,male,italian,,Software developer,,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s_trial_002,2,physics,energy,scientists,mass,5,5,4,5
cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s.csv,29,male,italian,,Software developer,,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s_trial_003,3,complex,complicated,network,system,5,5,5,3
cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s.csv,29,male,italian,,Software developer,,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s_trial_004,4,biology,nature,earth,environment,5,5,4,4
cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s.csv,29,male,italian,,Software developer,,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s_trial_005,5,system,isolation,operative,systematic,5,2,2,3
cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s.csv,29,male,italian,,Software developer,,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s_trial_006,6,university,learn,teach,classes,4,5,5,5
cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s.csv,29,male,italian,,Software developer,,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s_trial_007,7,life,death,checkpoint,seven,5,,2,3
cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s.csv,29,male,italian,,Software developer,,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s_trial_008,8,school,students,lessons,teacher,5,5,5,5
cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s.csv,29,male,italian,,Software developer,,cfm_v5_1547732907b65fd6db7b36cd4d8301318fa8183e37_s_trial_009,9,mathematics,expressions,calculations,numbers,5,5,5,5
cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s.csv,31,male,italian,,Lecturer,,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s_trial_000,0,complex,systems,easy,world,3,3,4,4
cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s.csv,31,male,italian,,Lecturer,,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s_trial_001,1,system,connection,dynamics,risk,3,4,4,2
cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s.csv,31,male,italian,,Lecturer,,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s_trial_002,2,biology,cell,life,nature,3,4,4,4
cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s.csv,31,male,italian,,Lecturer,,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s_trial_003,3,school,education,teacher,blackboard,5,5,5,5
cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s.csv,31,male,italian,,Lecturer,,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s_trial_004,4,university,professor,research,academia,5,4,5,4
cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s.csv,31,male,italian,,Lecturer,,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s_trial_005,5,chemistry,compound,hydrogen,reaction,4,3,4,3
cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s.csv,31,male,italian,,Lecturer,,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s_trial_006,6,mathematics,derivative,algebra,calculus,4,4,4,4
cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s.csv,31,male,italian,,Lecturer,,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s_trial_007,7,art,painting,museum,picasso,5,5,5,4
cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s.csv,31,male,italian,,Lecturer,,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s_trial_008,8,physics,statistical,nature,laws,4,3,4,4
cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s.csv,31,male,italian,,Lecturer,,cfm_v5_1547746117fa106e0bf35e34ee4c0b2c6dfecda836_s_trial_009,9,life,death,love,happiness,4,2,5,5
cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s.csv,26,male,british,,Academic,,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s_trial_000,0,mathematics,career,beauty,fun,5,4,5,4
cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s.csv,26,male,british,,Academic,,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s_trial_001,1,school,youth,development,structure,4,3,5,2
cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s.csv,26,male,british,,Academic,,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s_trial_002,2,complex,idea,complexity science,number,5,5,4,5
cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s.csv,26,male,british,,Academic,,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s_trial_003,3,biology,infection,genetics,darwinism,3,2,5,4
cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s.csv,26,male,british,,Academic,,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s_trial_004,4,chemistry,atom,drugs,vaccines,4,3,1,5
cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s.csv,26,male,british,,Academic,,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s_trial_005,5,university,freedom,pursuit,knowledge,5,5,5,5
cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s.csv,26,male,british,,Academic,,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s_trial_006,6,art,creative,expression,impractical,3,4,5,1
cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s.csv,26,male,british,,Academic,,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s_trial_007,7,system,control,structure,restrictive,3,1,3,1
cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s.csv,26,male,british,,Academic,,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s_trial_008,8,physics,fundamental,everything,applied mathematics,5,3,5,4
cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s.csv,26,male,british,,Academic,,cfm_v5_15477470436b11c6e3fea3e2cf6ba3a4be0678b182_s_trial_009,9,life,wonderful,interesting,love,5,5,5,5
cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s.csv,69,male,usa,,physician,,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s_trial_000,0,biology,science,life,death,4,5,5,4
cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s.csv,69,male,usa,,physician,,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s_trial_001,1,physics,laws,cosmos,quantum,4,3,5,5
cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s.csv,69,male,usa,,physician,,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s_trial_002,2,university,learning,collaboration,fun,5,5,5,5
cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s.csv,69,male,usa,,physician,,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s_trial_003,3,complex,nonlinear,dynamical,system,5,4,4,4
cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s.csv,69,male,usa,,physician,,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s_trial_004,4,life,existence,eternal,consciousness,5,5,5,5
cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s.csv,69,male,usa,,physician,,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s_trial_005,5,art,beauty,expression,communication,5,5,5,5
cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s.csv,69,male,usa,,physician,,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s_trial_006,6,chemistry,molecules,unchangable,compounds,3,3,3,3
cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s.csv,69,male,usa,,physician,,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s_trial_007,7,mathematics,universal,language,music,5,5,5,5
cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s.csv,69,male,usa,,physician,,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s_trial_008,8,system,unified,holistic,adaptive,5,4,5,5
cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s.csv,69,male,usa,,physician,,cfm_v5_1547753773d2f579c2b1a3c11744b828bca6e6795d_s_trial_009,9,school,learning,opportunity,,3,5,5,
cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s.csv,28,female,dutch,,PhD student,,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s_trial_000,0,life,love,truth,i,5,5,5,4
cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s.csv,28,female,dutch,,PhD student,,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s_trial_001,1,complex,science,system,warwick,5,5,5,4
cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s.csv,28,female,dutch,,PhD student,,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s_trial_002,2,university,research,conference,education,4,4,4,4
cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s.csv,28,female,dutch,,PhD student,,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s_trial_003,3,system,complexity,micro-macro,feedback,5,5,5,4
cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s.csv,28,female,dutch,,PhD student,,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s_trial_004,4,chemistry,material,lab,products,3,3,2,2
cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s.csv,28,female,dutch,,PhD student,,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s_trial_005,5,physics,science,data,observations,3,4,5,3
cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s.csv,28,female,dutch,,PhD student,,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s_trial_006,6,art,creativity,expansion,innovation,5,5,5,5
cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s.csv,28,female,dutch,,PhD student,,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s_trial_007,7,mathematics,beautiful,precise,construction,5,5,5,5
cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s.csv,28,female,dutch,,PhD student,,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s_trial_008,8,school,education,pupils,social,3,3,3,4
cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s.csv,28,female,dutch,,PhD student,,cfm_v5_1547758903fff574ff85e8c6472d2abd7cb8aa87c9_s_trial_009,9,biology,nature,interdependence,amazing,3,5,5,5
cfm_v5_15477624854bd9eb6ed351cec6d7e289717d375053_s,cfm_v5_15477624854bd9eb6ed351cec6d7e289717d375053_s.csv,41,female,american,,Teacher,,cfm_v5_15477624854bd9eb6ed351cec6d7e289717d375053_s_trial_000,0,chemistry,molar equations,periodic table,valence shells,2,3,4,4
