workerid,age,gender,item,rating
P22,60,Male,gentle_art,4
P22,60,Male,open_mind,3
P22,60,Male,hot_seat,7
P22,60,Male,naked_eye,4
P22,60,Male,velvet_skin,3
P22,60,Male,baby_shower,7
P22,60,Male,toxic_person,5
P22,60,Male,happy_hour,3
P22,60,Male,old_dinosaur,7
P22,60,Male,small_talk,7
P22,60,Male,hot_mess,7
P22,60,Male,tent_dress,5
P22,60,Male,moral_compass,6
P22,60,Male,office_monkey,7
P22,60,Male,helicopter_parent,6
P22,60,Male,late_bloomer,7
P22,60,Male,media_storm,7
P22,60,Male,crowd_surfing,4
P22,60,Male,home_bird,6
P22,60,Male,magnetic_attraction,6
P22,60,Male,couch_potato,5
P22,60,Male,white_blanket,7
P22,60,Male,sunny_disposition,7
P22,60,Male,lazy_eye,3
P22,60,Male,lawnmower_parents,3
P22,60,Male,milk_moustache,7
P22,60,Male,bad_blood,7
P22,60,Male,sharp_mind,5
P22,60,Male,social_ladder,7
P22,60,Male,happy_dawn,7
P22,60,Male,tunnel_vision,1
P22,60,Male,sly_fox,7
P22,60,Male,restaurant_chain,1
P22,60,Male,arm_candy,7
P22,60,Male,plaster_shackle,4
P22,60,Male,sweet_tooth,4
P22,60,Male,mermaid_dress,5
P22,60,Male,sports_clown,4
P22,60,Male,unkempt_afternoon,3
P22,60,Male,tough_cookie,7
P22,60,Male,ninja_writing,5
P22,60,Male,sweet_spot,5
P22,60,Male,pink_noise,5
P22,60,Male,nuclear_anger,4
P22,60,Male,ugly_truth,4
P22,60,Male,green_thumb,7
P22,60,Male,shark_lawyer,4
P22,60,Male,seamless_recovery,4
P22,60,Male,money_laundering,7
P22,60,Male,hungry_mind,5
P22,60,Male,glass_river,2
P22,60,Male,pie_chart,5
P22,60,Male,lukewarm_reception,7
P22,60,Male,shivering_life,7
P22,60,Male,plum_job,7
P22,60,Male,tender_sky,5
P22,60,Male,empty_nest,7
P22,60,Male,nodding_leaves,7
P22,60,Male,monkey_dance,4
P22,60,Male,spring_roll,3
P22,60,Male,molten_sound,3
P22,60,Male,cool_cat,7
P22,60,Male,sugar_baby,6
P22,60,Male,pyramid_scheme,7
P22,60,Male,rebound_effect,7
P22,60,Male,sharp_scent,2
P22,60,Male,tiger_parents,5
P22,60,Male,emotional_rollercoaster,7
P22,60,Male,meat_puppet,7
P22,60,Male,pool_noodle,7
P22,60,Male,hair_donut,7
P22,60,Male,ghost_town,7
P22,60,Male,mother_cell,1
P22,60,Male,brain_fog,7
P22,60,Male,peak_hours,4
P22,60,Male,square_meal,4
P22,60,Male,rough_day,4
P22,60,Male,innocent_lamb,7
P22,60,Male,soft_skills,3
P22,60,Male,skeleton_crew,4
P22,60,Male,white_noise,3
P22,60,Male,social_bubble,4
P22,60,Male,early_bird,6
P22,60,Male,golden_hour,4
P22,60,Male,kitten_heel,7
P22,60,Male,social_butterfly,5
P6,60,female,almond_eyes,3
P6,60,female,sweet_pea,6
P6,60,female,butter_fingers,4
P6,60,female,dry_laugh,3
P6,60,female,blue_moon,7
P6,60,female,deep_water,6
P6,60,female,flat_art,3
P6,60,female,cheese_writing,6
P6,60,female,big_cheese,7
P6,60,female,dirty_mouth,3
P6,60,female,lip_service,6
P6,60,female,rare_bird,5
P6,60,female,fan_brush,1
P6,60,female,black_swan,5
P6,60,female,ceiling_effect,4
P6,60,female,walking_encyclopedia,7
P6,60,female,dirty_job,3
P6,60,female,flaky_idea,3
P6,60,female,bucket_list,2
P6,60,female,brilliant_idea,3
P6,60,female,dirty_money,6
P6,60,female,baby_steps,6
P6,60,female,bumpy_life,3
P6,60,female,sitting_duck,6
P6,60,female,smooth_sailing,3
P6,60,female,green_light,3
P6,60,female,love_handles,4
P6,60,female,iron_fist,6
P6,60,female,bitter_end,2
P6,60,female,dark_personality,3
P6,60,female,acid_test,5
P6,60,female,magic_bullet,6
P6,60,female,blind_date,6
P6,60,female,foot_soldiers,7
P6,60,female,muffin_top,5
P6,60,female,black_market,6
P6,60,female,chopping_block,7
P6,60,female,bright_side,6
P6,60,female,lame_duck,7
P6,60,female,black_humour,6
P6,60,female,short_fuse,3
P6,60,female,burning_ambition,3
P6,60,female,stumbling_block,5
P6,60,female,slam_dunk,6
P6,60,female,stalking_horse,7
P6,60,female,hot_potato,7
P6,60,female,bulletproof_argument,3
P6,60,female,chicken_legs,6
P6,60,female,last_straw,3
P6,60,female,hot_head,7
P6,60,female,rabbit_hole,7
P6,60,female,old_hat,6
P6,60,female,dry_buzz,2
P6,60,female,clean_slate,3
P6,60,female,firm_hand,3
P6,60,female,dark_life,5
P6,60,female,red_flag,7
P6,60,female,straight_arrow,6
P6,60,female,rug_rats,2
P6,60,female,bubbly_personality,3
P6,60,female,glass_ceiling,6
P6,60,female,mother_lode,6
P6,60,female,cake_face,3
P6,60,female,punching_ball,6
P6,60,female,elephant_ears,2
P6,60,female,ballpark_figure,4
P6,60,female,dead_metaphor,7
P6,60,female,soft_landing,2
P6,60,female,cloud_nine,7
P6,60,female,golden_egg,6
P6,60,female,black_sheep,6
P6,60,female,wet_blanket,7
P6,60,female,cool_head,3
P6,60,female,broken_face,5
P6,60,female,flash_sale,3
P6,60,female,running_head,5
P6,60,female,third_eye,7
P6,60,female,big_fish,6
P6,60,female,death_burger,4
P6,60,female,foggy_memory,2
P6,60,female,salty_dog,6
P6,60,female,big_brother,5
P6,60,female,holy_grail,7
P6,60,female,dark_thoughts,2
P6,60,female,rising_star,5
P6,60,female,black_box,6
P6,60,female,floating_shelf,2
P6,60,female,gold_digger,6
P6,60,female,dirty_dance,3
P6,60,female,raging_bull,7
P6,60,female,deep_love,3
P6,60,female,smoking_gun,6
P6,60,female,ugly_duckling,6
P6,60,female,bitter_pill,7
P6,60,female,dead_end,2
P6,60,female,bitter_truth,3
P6,60,female,wild_dog,6
P6,60,female,chicken_feed,2
P6,60,female,eagle_eyes,2
P6,60,female,hot_water,6
P6,60,female,clear_intention,2
P6,60,female,cold_iron,6
P6,60,female,forbidden_fruit,6
P6,60,female,firm_deadline,2
P6,60,female,mad_slap,7
P6,60,female,golden_heart,6
P6,60,female,bat_wings,7
P6,60,female,dead_silence,2
P6,60,female,black_widow,6
P6,60,female,bear_hug,2
P6,60,female,melting_pot,6
P6,60,female,broken_heart,7
P6,60,female,blank_sleep,3
P6,60,female,bottomless_pit,6
P6,60,female,cold_feet,6
P6,60,female,bullet_point,4
P6,60,female,firefly_eyes,6
P6,60,female,blind_eye,6
P6,60,female,cold_fish,7
P6,60,female,chain_reaction,2
P6,60,female,golden_river,6
P6,60,female,curtain_bangs,5
P6,60,female,closed_mind,2
P6,60,female,dirty_laundry,6
P6,60,female,silver_lining,4
P6,60,female,cold_turkey,7
P6,60,female,sock_puppet,6
P6,60,female,gold_nugget,6
P6,60,female,golden_goose,7
P6,60,female,cross_fire,3
P6,60,female,small_potatoes,5
P6,60,female,bright_student,5
P6,60,female,crocodile_tears,6
P6,60,female,road_hog,6
P6,60,female,dead_act,3
P6,60,female,dead_match,3
P6,60,female,low_key,4
P6,60,female,sixth_sense,6
P6,60,female,floor_effect,3
P6,60,female,dead_face,2
P6,60,female,crooked_math,6
P6,60,female,burning_moment,3
P6,60,female,ice_breaker,6
P6,60,female,soft_spot,2
P6,60,female,dragon_teacher,6
P6,60,female,thin_ice,6
P6,60,female,bare_bones,7
P6,60,female,blue_blood,7
P6,60,female,wild_west,5
P6,60,female,angry_sea,6
P6,60,female,long_fuse,5
P6,60,female,burning_question,3
P6,60,female,hungry_mind,6
P6,60,female,social_butterfly,7
P6,60,female,hot_mess,3
P6,60,female,pie_chart,2
P6,60,female,sharp_scent,3
P6,60,female,grey_face,5
P6,60,female,magnetic_attraction,7
P6,60,female,old_flame,6
P6,60,female,smart_cookie,6
P6,60,female,smart_pants,5
P6,60,female,peak_hours,2
P6,60,female,love_triangle,3
P6,60,female,home_bird,6
P6,60,female,happy_hour,3
P6,60,female,sugar_daddy,5
P6,60,female,cool_cat,6
P6,60,female,memory_lane,4
P6,60,female,social_ladder,6
P6,60,female,pink_noise,7
P6,60,female,rough_day,3
P6,60,female,killer_presentation,3
P6,60,female,lone_wolf,6
P6,60,female,fish_fingers,4
P6,60,female,empty_nest,6
P6,60,female,green_thumb,7
P6,60,female,movie_star,1
P6,60,female,lukewarm_reception,3
P6,60,female,helicopter_parent,6
P6,60,female,tube_top,2
P6,60,female,hair_donut,5
P6,60,female,skeleton_crew,6
P6,60,female,tender_sky,3
P6,60,female,late_bloomer,3
P6,60,female,toxic_person,2
P6,60,female,velvet_skin,3
P6,60,female,mermaid_dress,3
P6,60,female,arm_candy,6
P6,60,female,lonely_oval,2
P6,60,female,online_scrub,1
P6,60,female,restaurant_chain,1
P6,60,female,bad_egg,6
P6,60,female,pyramid_scheme,6
P6,60,female,meat_puppet,7
P6,60,female,emotional_rollercoaster,7
P6,60,female,wine_legs,5
P6,60,female,tough_cookie,6
P6,60,female,white_blanket,5
P6,60,female,shivering_life,3
P6,60,female,test_bed,5
P6,60,female,sugar_baby,6
P6,60,female,cabin_fever,7
P6,60,female,trophy_wife,6
P6,60,female,spring_roll,2
P6,60,female,bad_apple,6
P6,60,female,early_bird,7
P6,60,female,sports_clown,4
P6,60,female,poker_face,2
P6,60,female,crowd_surfing,3
P6,60,female,ghost_town,5
P6,60,female,pool_noodle,1
P6,60,female,happy_dawn,3
P6,60,female,hen_party,6
P6,60,female,baby_shower,6
P6,60,female,soft_skills,2
P6,60,female,office_monkey,6
P6,60,female,nodding_leaves,3
P6,60,female,bad_blood,7
P6,60,female,fresh_courage,3
P6,60,female,drug_mule,6
P6,60,female,busy_bee,7
P6,60,female,molten_sound,2
P6,60,female,lightning_reflexes,3
P6,60,female,gentle_art,4
P6,60,female,warm_welcome,2
P6,60,female,party_pooper,6
P6,60,female,rocky_end,6
P6,60,female,silent_wound,3
P6,60,female,sweet_spot,2
P6,60,female,media_storm,5
P6,60,female,monkey_dance,2
P6,60,female,hidden_gem,6
P6,60,female,ugly_truth,3
P6,60,female,rebound_effect,2
P6,60,female,monkey_business,6
P6,60,female,brain_fog,3
P6,60,female,innocent_lamb,6
P6,60,female,gold_standard,3
P6,60,female,hot_spot,6
P6,60,female,couch_potato,7
P6,60,female,wiggle_room,3
P6,60,female,road_dog,2
P6,60,female,night_owl,6
P6,60,female,cash_cow,7
P6,60,female,glass_river,6
P6,60,female,virgin_drink,5
P6,60,female,naked_eye,3
P6,60,female,tunnel_vision,2
P6,60,female,rotting_education,5
P6,60,female,lazy_eye,2
P6,60,female,sweet_tooth,3
P6,60,female,social_bubble,6
P6,60,female,mother_cell,1
P6,60,female,small_talk,2
P6,60,female,umbrella_term,6
P6,60,female,panda_eye,5
P6,60,female,ninja_writing,6
P6,60,female,juicy_gossip,5
P6,60,female,milk_moustache,3
P6,60,female,sunny_disposition,2
P6,60,female,beer_goggles,3
P6,60,female,strawberry_legs,6
P6,60,female,impatient_machinery,6
P6,60,female,star_jump,4
P6,60,female,seamless_recovery,3
P6,60,female,white_noise,3
P6,60,female,open_mind,2
P6,60,female,eye_bags,5
P6,60,female,hourglass_figure,2
P6,60,female,sly_fox,6
P6,60,female,shark_lawyer,7
P6,60,female,old_dinosaur,5
P6,60,female,delicate_flower,6
P6,60,female,bad_seed,7
P6,60,female,plum_job,5
P6,60,female,kitten_heel,6
P6,60,female,hot_seat,2
P6,60,female,baby_fever,6
P6,60,female,money_laundering,7
P6,60,female,plaster_shackle,2
P6,60,female,icy_look,3
P6,60,female,eye_candy,6
P6,60,female,fragrant_shadow,5
P6,60,female,penguin_huddle,2
P6,60,female,square_meal,6
P6,60,female,family_tree,2
P6,60,female,unkempt_afternoon,3
P6,60,female,nuclear_anger,3
P6,60,female,moral_compass,6
P6,60,female,lawnmower_parents,7
P6,60,female,love_bug,7
P6,60,female,golden_hour,3
P6,60,female,baby_blues,6
P6,60,female,sharp_mind,2
P6,60,female,weak_argument,3
P6,60,female,paddle_brush,1
P6,60,female,spider_plank,4
P6,60,female,tiger_parents,7
P6,60,female,tent_dress,5
P3,33,male,dead_metaphor,3
P3,33,male,fan_brush,2
P3,33,male,third_eye,7
P3,33,male,baby_steps,1
P3,33,male,bright_student,2
P3,33,male,golden_egg,4
P3,33,male,ballpark_figure,4
P3,33,male,raging_bull,7
P3,33,male,road_hog,6
P3,33,male,slam_dunk,6
P3,33,male,soft_spot,3
P3,33,male,sixth_sense,1
P3,33,male,straight_arrow,7
P3,33,male,chicken_feed,7
P3,33,male,dead_act,2
P3,33,male,flash_sale,2
P3,33,male,forbidden_fruit,7
P3,33,male,wet_blanket,7
P3,33,male,broken_heart,3
P3,33,male,cool_head,3
P3,33,male,love_handles,4
P3,33,male,dead_silence,2
P3,33,male,clear_intention,2
P3,33,male,bullet_point,3
P3,33,male,floating_shelf,1
P3,33,male,eagle_eyes,3
P3,33,male,angry_sea,5
P3,33,male,dry_buzz,4
P3,33,male,bucket_list,5
P3,33,male,holy_grail,5
P3,33,male,black_widow,7
P3,33,male,wild_west,5
P3,33,male,smoking_gun,4
P3,33,male,butter_fingers,7
P3,33,male,bubbly_personality,5
P3,33,male,last_straw,4
P3,33,male,burning_question,6
P3,33,male,salty_dog,7
P3,33,male,rug_rats,6
P3,33,male,black_humour,3
P3,33,male,dirty_dance,2
P3,33,male,ceiling_effect,7
P3,33,male,rising_star,2
P3,33,male,cross_fire,2
P3,33,male,red_flag,4
P3,33,male,death_burger,3
P3,33,male,big_fish,7
P3,33,male,blank_sleep,3
P3,33,male,sitting_duck,6
P3,33,male,golden_river,7
P3,33,male,sweet_pea,7
P3,33,male,black_sheep,7
P3,33,male,golden_heart,7
P3,33,male,dirty_mouth,5
P3,33,male,muffin_top,5
P3,33,male,blind_eye,5
P3,33,male,small_potatoes,7
P3,33,male,cold_turkey,7
P3,33,male,firm_deadline,2
P3,33,male,thin_ice,4
P3,33,male,deep_water,4
P3,33,male,green_light,4
P3,33,male,sock_puppet,7
P3,33,male,cheese_writing,6
P3,33,male,burning_moment,5
P3,33,male,firm_hand,3
P3,33,male,wild_dog,5
P3,33,male,dead_end,3
P3,33,male,silver_lining,5
P3,33,male,chain_reaction,3
P3,33,male,cold_fish,5
P3,33,male,cloud_nine,7
P3,33,male,low_key,5
P3,33,male,closed_mind,2
P3,33,male,dark_life,2
P3,33,male,long_fuse,7
P3,33,male,magic_bullet,6
P3,33,male,crocodile_tears,7
P3,33,male,dark_personality,3
P3,33,male,melting_pot,7
P3,33,male,dirty_job,2
P3,33,male,curtain_bangs,4
P3,33,male,walking_encyclopedia,6
P3,33,male,blind_date,3
P3,33,male,stalking_horse,7
P3,33,male,hot_water,6
P3,33,male,hot_potato,7
P3,33,male,soft_landing,3
P3,33,male,running_head,5
P3,33,male,punching_ball,5
P3,33,male,bare_bones,7
P3,33,male,flat_art,2
P3,33,male,mad_slap,7
P3,33,male,bumpy_life,3
P3,33,male,cake_face,3
P3,33,male,crooked_math,2
P3,33,male,foggy_memory,4
P3,33,male,dirty_money,4
P3,33,male,rabbit_hole,6
P3,33,male,dark_thoughts,3
P3,33,male,bear_hug,5
P3,33,male,brilliant_idea,2
P3,33,male,black_swan,7
P3,33,male,clean_slate,3
P3,33,male,firefly_eyes,2
P3,33,male,chicken_legs,2
P3,33,male,bat_wings,6
P3,33,male,stumbling_block,5
P3,33,male,bright_side,4
P3,33,male,mother_lode,7
P3,33,male,dirty_laundry,7
P3,33,male,blue_blood,7
P3,33,male,deep_love,3
P3,33,male,bottomless_pit,3
P3,33,male,big_brother,6
P3,33,male,big_cheese,7
P3,33,male,gold_digger,6
P3,33,male,dry_laugh,7
P3,33,male,blue_moon,7
P3,33,male,dragon_teacher,7
P3,33,male,cold_feet,6
P3,33,male,ice_breaker,7
P3,33,male,burning_ambition,3
P3,33,male,elephant_ears,6
P3,33,male,glass_ceiling,7
P3,33,male,ugly_duckling,7
P3,33,male,hot_head,2
P3,33,male,dead_match,4
P3,33,male,flaky_idea,7
P3,33,male,floor_effect,3
P3,33,male,bitter_end,7
P3,33,male,cold_iron,7
P3,33,male,broken_face,3
P3,33,male,bitter_truth,6
P3,33,male,lip_service,4
P3,33,male,dead_face,3
P3,33,male,smooth_sailing,4
P3,33,male,old_hat,7
P3,33,male,black_market,6
P3,33,male,bulletproof_argument,7
P3,33,male,rare_bird,6
P3,33,male,short_fuse,3
P3,33,male,iron_fist,3
P3,33,male,almond_eyes,2
P3,33,male,acid_test,4
P3,33,male,bitter_pill,5
P3,33,male,golden_goose,4
P3,33,male,gold_nugget,7
P3,33,male,black_box,7
P3,33,male,foot_soldiers,2
P3,33,male,chopping_block,3
P3,33,male,lame_duck,7
P3,33,male,nodding_leaves,2
P3,33,male,penguin_huddle,3
P3,33,male,gentle_art,2
P3,33,male,arm_candy,5
P3,33,male,molten_sound,2
P3,33,male,sugar_daddy,7
P3,33,male,media_storm,6
P3,33,male,early_bird,3
P3,33,male,fragrant_shadow,6
P3,33,male,wine_legs,7
P3,33,male,trophy_wife,6
P3,33,male,sweet_spot,6
P3,33,male,lukewarm_reception,5
P3,33,male,weak_argument,2
P3,33,male,monkey_business,7
P3,33,male,glass_river,7
P3,33,male,sly_fox,3
P3,33,male,smart_cookie,7
P3,33,male,moral_compass,5
P3,33,male,cash_cow,7
P3,33,male,hot_mess,2
P3,33,male,bad_blood,3
P3,33,male,virgin_drink,6
P3,33,male,drug_mule,4
P3,33,male,sugar_baby,7
P3,33,male,hot_seat,2
P3,33,male,couch_potato,6
P3,33,male,bad_apple,2
P3,33,male,money_laundering,6
P3,33,male,baby_blues,6
P3,33,male,hidden_gem,3
P3,33,male,plaster_shackle,2
P3,33,male,social_ladder,3
P3,33,male,lone_wolf,2
P3,33,male,killer_presentation,4
P3,33,male,hungry_mind,5
P3,33,male,kitten_heel,7
P3,33,male,online_scrub,6
P3,33,male,meat_puppet,6
P3,33,male,ghost_town,3
P3,33,male,old_flame,7
P3,33,male,golden_hour,3
P3,33,male,hot_spot,3
P3,33,male,sharp_mind,4
P3,33,male,pink_noise,7
P3,33,male,ugly_truth,7
P3,33,male,road_dog,3
P3,33,male,party_pooper,5
P3,33,male,mermaid_dress,3
P3,33,male,lazy_eye,5
P3,33,male,hen_party,5
P3,33,male,poker_face,5
P3,33,male,fish_fingers,4
P3,33,male,restaurant_chain,5
P3,33,male,tunnel_vision,5
P3,33,male,umbrella_term,5
P3,33,male,happy_dawn,6
P3,33,male,pyramid_scheme,5
P3,33,male,star_jump,7
P3,33,male,love_bug,6
P3,33,male,eye_bags,3
P3,33,male,spider_plank,7
P3,33,male,square_meal,5
P3,33,male,baby_shower,3
P3,33,male,tender_sky,5
P3,33,male,rebound_effect,3
P3,33,male,white_blanket,4
P3,33,male,empty_nest,3
P3,33,male,old_dinosaur,4
P3,33,male,monkey_dance,2
P3,33,male,sports_clown,2
P3,33,male,unkempt_afternoon,4
P3,33,male,crowd_surfing,1
P3,33,male,baby_fever,5
P3,33,male,eye_candy,5
P3,33,male,icy_look,6
P3,33,male,naked_eye,3
P3,33,male,cabin_fever,6
P3,33,male,grey_face,7
P3,33,male,busy_bee,3
P3,33,male,open_mind,3
P3,33,male,white_noise,7
P3,33,male,magnetic_attraction,3
P3,33,male,fresh_courage,6
P3,33,male,toxic_person,2
P3,33,male,skeleton_crew,5
P3,33,male,pie_chart,2
P3,33,male,social_butterfly,4
P3,33,male,silent_wound,7
P3,33,male,love_triangle,3
P3,33,male,mother_cell,2
P3,33,male,helicopter_parent,7
P3,33,male,soft_skills,3
P3,33,male,gold_standard,3
P3,33,male,hourglass_figure,2
P3,33,male,tough_cookie,4
P3,33,male,delicate_flower,4
P3,33,male,impatient_machinery,5
P3,33,male,rocky_end,6
P3,33,male,pool_noodle,3
P3,33,male,memory_lane,6
P3,33,male,tube_top,4
P3,33,male,tent_dress,2
P3,33,male,smart_pants,6
P3,33,male,late_bloomer,6
P3,33,male,shivering_life,5
P3,33,male,velvet_skin,3
P3,33,male,rotting_education,6
P3,33,male,movie_star,2
P3,33,male,bad_seed,5
P3,33,male,sharp_scent,6
P3,33,male,lonely_oval,6
P3,33,male,seamless_recovery,5
P3,33,male,plum_job,6
P3,33,male,paddle_brush,3
P3,33,male,hair_donut,3
P3,33,male,lawnmower_parents,7
P3,33,male,green_thumb,7
P3,33,male,social_bubble,5
P3,33,male,panda_eye,7
P3,33,male,test_bed,5
P3,33,male,milk_moustache,2
P3,33,male,warm_welcome,6
P3,33,male,nuclear_anger,6
P3,33,male,night_owl,2
P3,33,male,sweet_tooth,6
P3,33,male,tiger_parents,7
P3,33,male,sunny_disposition,6
P3,33,male,small_talk,6
P3,33,male,wiggle_room,6
P3,33,male,family_tree,3
P3,33,male,shark_lawyer,6
P3,33,male,home_bird,6
P3,33,male,lightning_reflexes,6
P3,33,male,rough_day,3
P3,33,male,happy_hour,5
P3,33,male,brain_fog,6
P3,33,male,juicy_gossip,7
P3,33,male,cool_cat,6
P3,33,male,emotional_rollercoaster,6
P3,33,male,bad_egg,2
P3,33,male,beer_goggles,7
P3,33,male,spring_roll,1
P3,33,male,strawberry_legs,7
P3,33,male,peak_hours,4
P3,33,male,innocent_lamb,2
P3,33,male,office_monkey,5
P3,33,male,ninja_writing,7
P18,36,Male,cold_feet,3
P18,36,Male,bubbly_personality,4
P18,36,Male,short_fuse,6
P18,36,Male,bat_wings,4
P18,36,Male,cheese_writing,5
P18,36,Male,stalking_horse,4
P18,36,Male,bullet_point,1
P18,36,Male,butter_fingers,4
P18,36,Male,blind_eye,2
P18,36,Male,bucket_list,2
P18,36,Male,long_fuse,4
P18,36,Male,dry_buzz,2
P18,36,Male,black_market,1
P18,36,Male,ballpark_figure,3
P18,36,Male,magic_bullet,4
P18,36,Male,walking_encyclopedia,5
P18,36,Male,punching_ball,6
P18,36,Male,angry_sea,6
P18,36,Male,dark_life,3
P18,36,Male,running_head,4
P18,36,Male,red_flag,1
P18,36,Male,broken_face,4
P18,36,Male,burning_question,4
P18,36,Male,dead_silence,3
P18,36,Male,dirty_mouth,3
P18,36,Male,bitter_truth,5
P18,36,Male,big_cheese,4
P18,36,Male,iron_fist,5
P18,36,Male,dark_personality,2
P18,36,Male,gold_digger,4
P18,36,Male,clear_intention,1
P18,36,Male,lame_duck,5
P18,36,Male,big_brother,4
P18,36,Male,dead_metaphor,1
P18,36,Male,blank_sleep,3
P18,36,Male,sitting_duck,4
P18,36,Male,floor_effect,1
P18,36,Male,golden_heart,4
P18,36,Male,stumbling_block,4
P18,36,Male,rabbit_hole,5
P18,36,Male,smoking_gun,5
P18,36,Male,bitter_end,4
P18,36,Male,golden_egg,4
P18,36,Male,bottomless_pit,5
P18,36,Male,chopping_block,5
P18,36,Male,last_straw,4
P18,36,Male,crocodile_tears,4
P18,36,Male,sixth_sense,3
P18,36,Male,golden_goose,4
P18,36,Male,soft_spot,4
P18,36,Male,black_swan,5
P18,36,Male,foggy_memory,3
P18,36,Male,bright_side,2
P18,36,Male,gold_nugget,3
P18,36,Male,bright_student,3
P18,36,Male,acid_test,5
P18,36,Male,dirty_laundry,4
P18,36,Male,black_box,3
P18,36,Male,wild_west,4
P18,36,Male,love_handles,4
P18,36,Male,cross_fire,4
P18,36,Male,dragon_teacher,6
P18,36,Male,wild_dog,5
P18,36,Male,firm_hand,5
P18,36,Male,melting_pot,4
P18,36,Male,eagle_eyes,5
P18,36,Male,burning_moment,4
P18,36,Male,dirty_money,2
P18,36,Male,chicken_feed,6
P18,36,Male,rare_bird,4
P18,36,Male,dirty_dance,3
P18,36,Male,flat_art,4
P18,36,Male,burning_ambition,2
P18,36,Male,chain_reaction,1
P18,36,Male,low_key,3
P18,36,Male,hot_water,4
P18,36,Male,baby_steps,3
P18,36,Male,dead_end,4
P18,36,Male,bulletproof_argument,2
P18,36,Male,black_humour,4
P18,36,Male,firm_deadline,2
P18,36,Male,sock_puppet,6
P18,36,Male,dry_laugh,2
P18,36,Male,green_light,4
P18,36,Male,foot_soldiers,4
P18,36,Male,salty_dog,5
P18,36,Male,closed_mind,2
P18,36,Male,silver_lining,4
P18,36,Male,mad_slap,7
P18,36,Male,death_burger,4
P18,36,Male,mother_lode,4
P18,36,Male,dirty_job,2
P18,36,Male,sweet_pea,5
P18,36,Male,elephant_ears,4
P18,36,Male,old_hat,5
P18,36,Male,road_hog,4
P18,36,Male,broken_heart,4
P18,36,Male,flaky_idea,4
P18,36,Male,cold_fish,6
P18,36,Male,ceiling_effect,4
P18,36,Male,dead_face,4
P18,36,Male,holy_grail,2
P18,36,Male,dead_act,2
P18,36,Male,almond_eyes,2
P18,36,Male,big_fish,4
P18,36,Male,straight_arrow,4
P18,36,Male,brilliant_idea,1
P18,36,Male,rug_rats,4
P18,36,Male,rising_star,4
P18,36,Male,black_widow,7
P18,36,Male,glass_ceiling,4
P18,36,Male,hot_potato,7
P18,36,Male,clean_slate,4
P18,36,Male,dark_thoughts,2
P18,36,Male,bare_bones,3
P18,36,Male,golden_river,7
P18,36,Male,small_potatoes,7
P18,36,Male,flash_sale,1
P18,36,Male,blue_blood,5
P18,36,Male,lip_service,6
P18,36,Male,firefly_eyes,7
P18,36,Male,cool_head,4
P18,36,Male,black_sheep,6
P18,36,Male,blue_moon,5
P18,36,Male,floating_shelf,6
P18,36,Male,hot_head,5
P18,36,Male,deep_love,6
P18,36,Male,bumpy_life,4
P18,36,Male,cloud_nine,5
P18,36,Male,crooked_math,5
P18,36,Male,smooth_sailing,6
P18,36,Male,thin_ice,6
P18,36,Male,forbidden_fruit,4
P18,36,Male,muffin_top,5
P18,36,Male,deep_water,6
P18,36,Male,bitter_pill,6
P18,36,Male,cold_iron,7
P18,36,Male,third_eye,6
P18,36,Male,blind_date,4
P18,36,Male,soft_landing,4
P18,36,Male,raging_bull,4
P18,36,Male,wet_blanket,6
P18,36,Male,cake_face,4
P18,36,Male,fan_brush,1
P18,36,Male,bear_hug,4
P18,36,Male,slam_dunk,6
P18,36,Male,dead_match,5
P18,36,Male,cold_turkey,5
P18,36,Male,chicken_legs,4
P18,36,Male,curtain_bangs,2
P18,36,Male,ice_breaker,3
P18,36,Male,ugly_duckling,4
P18,36,Male,sweet_spot,3
P18,36,Male,hair_donut,5
P18,36,Male,ghost_town,5
P18,36,Male,tunnel_vision,2
P18,36,Male,green_thumb,4
P18,36,Male,lightning_reflexes,4
P18,36,Male,cabin_fever,4
P18,36,Male,money_laundering,1
P18,36,Male,plaster_shackle,5
P18,36,Male,paddle_brush,1
P18,36,Male,emotional_rollercoaster,4
P18,36,Male,poker_face,3
P18,36,Male,hungry_mind,5
P18,36,Male,meat_puppet,4
P18,36,Male,helicopter_parent,5
P18,36,Male,tiger_parents,6
P18,36,Male,lonely_oval,7
P18,36,Male,mermaid_dress,3
P18,36,Male,late_bloomer,2
P18,36,Male,tube_top,1
P18,36,Male,pink_noise,1
P18,36,Male,bad_seed,3
P18,36,Male,pool_noodle,3
P18,36,Male,road_dog,4
P18,36,Male,square_meal,5
P18,36,Male,ugly_truth,5
P18,36,Male,innocent_lamb,5
P18,36,Male,magnetic_attraction,4
P18,36,Male,hot_spot,3
P18,36,Male,velvet_skin,5
P18,36,Male,milk_moustache,2
P18,36,Male,delicate_flower,4
P18,36,Male,golden_hour,3
P18,36,Male,movie_star,1
P18,36,Male,virgin_drink,1
P18,36,Male,happy_hour,1
P18,36,Male,love_bug,5
P18,36,Male,fragrant_shadow,6
P18,36,Male,busy_bee,4
P18,36,Male,shivering_life,5
P18,36,Male,monkey_dance,3
P18,36,Male,naked_eye,2
P18,36,Male,umbrella_term,2
P18,36,Male,warm_welcome,4
P18,36,Male,sports_clown,3
P18,36,Male,nuclear_anger,4
P18,36,Male,grey_face,4
P18,36,Male,nodding_leaves,4
P18,36,Male,hidden_gem,4
