item,workerid,age,rating,gender,context
deep_love,S45,29,5,Male,0
deep_love,S37,60,6,Female,1
deep_love,S16,30,6,Male,1
deep_love,S26,40,5,Male,1
deep_love,S44,30,7,Male,1
deep_love,S11,27,7,Female,1
deep_love,S13,66,6,Male,1
deep_love,S49,49,6,Male,0
deep_love,S33,29,7,Male,0
deep_love,S40,53,3,Female,1
deep_love,S47,26,3,Male,0
deep_love,S4,41,5,Female,0
deep_love,S22,56,6,Female,0
deep_love,S21,40,6,Female,0
deep_love,S28,54,7,Male,0
deep_love,S19,51,7,Male,1
deep_love,S36,55,7,Male,0
deep_love,S14,27,7,Male,1
deep_love,S5,32,7,Male,1
deep_love,S30,30,5,Male,1
deep_love,S17,57,6,Female,0
deep_love,S2,38,7,Male,0
deep_love,S1,29,5,Male,1
deep_love,S12,57,7,Female,1
deep_love,S46,59,7,Female,1
deep_love,S25,35,6,Male,0
deep_love,S29,31,6,Male,1
deep_love,S41,23,5,Male,0
deep_love,S8,34,6,Female,0
deep_love,S6,29,5,Female,1
deep_water,S49,49,6,Male,0
deep_water,S20,48,6,Female,1
deep_water,S45,29,4,Male,0
deep_water,S36,55,6,Male,0
deep_water,S44,30,7,Male,1
deep_water,S16,30,4,Male,1
deep_water,S30,30,6,Male,1
deep_water,S12,57,7,Female,1
deep_water,S21,40,6,Female,0
deep_water,S43,32,7,Male,0
deep_water,S38,35,5,Male,1
deep_water,S10,35,5,Male,0
deep_water,S37,60,5,Female,1
deep_water,S13,66,6,Male,1
deep_water,S22,56,6,Female,0
deep_water,S34,47,6,Female,1
deep_water,S35,25,1,Male,1
deep_water,S42,35,5,Male,0
deep_water,S40,53,5,Female,1
deep_water,S23,31,5,Male,0
deep_water,S48,25,7,Male,1
deep_water,S1,29,6,Male,1
deep_water,S9,39,6,Female,0
deep_water,S6,29,4,Female,1
deep_water,S2,38,2,Male,0
deep_water,S27,32,5,Male,1
deep_water,S11,27,7,Female,1
deep_water,S32,38,5,Male,1
deep_water,S28,54,6,Male,0
deep_water,S33,29,6,Male,0
deep_water,S26,40,6,Male,1
deep_water,S47,26,4,Male,0
deep_water,S25,35,5,Male,0
deep_water,S39,24,5,Female,1
deep_water,S14,27,6,Male,1
deep_water,S17,57,5,Female,0
deep_water,S5,32,5,Male,1
deep_water,S41,23,3,Male,0
deep_water,S31,31,6,Male,0
deep_water,S29,31,1,Male,1
deep_water,S7,35,1,Male,0
deep_water,S4,41,5,Female,0
deep_water,S8,34,7,Female,0
deep_water,S46,59,6,Female,1
deep_water,S18,35,5,Male,0
deep_water,S15,53,6,Female,1
deep_water,S24,57,5,Female,0
deep_water,S19,51,6,Male,1
deep_water,S3,51,3,Male,0
delicate_flower,S16,30,5,Male,1
delicate_flower,S19,51,5,Male,1
delicate_flower,S47,26,6,Male,0
delicate_flower,S24,57,4,Female,0
delicate_flower,S14,27,7,Male,1
delicate_flower,S34,47,7,Female,1
delicate_flower,S37,60,6,Female,1
delicate_flower,S45,29,6,Male,0
delicate_flower,S23,31,7,Male,0
delicate_flower,S15,53,4,Female,1
delicate_flower,S32,38,4,Male,1
delicate_flower,S11,27,7,Female,1
delicate_flower,S49,49,5,Male,0
delicate_flower,S26,40,7,Male,1
delicate_flower,S7,35,5,Male,0
delicate_flower,S3,51,4,Male,0
delicate_flower,S39,24,6,Female,1
delicate_flower,S31,31,7,Male,0
delicate_flower,S10,35,4,Male,0
delicate_flower,S12,57,6,Female,1
delicate_flower,S2,38,7,Male,0
delicate_flower,S22,56,6,Female,0
delicate_flower,S1,29,6,Male,1
delicate_flower,S36,55,6,Male,0
delicate_flower,S28,54,7,Male,0
delicate_flower,S42,35,6,Male,0
delicate_flower,S35,25,5,Male,1
delicate_flower,S38,35,4,Male,1
delicate_flower,S18,35,4,Male,0
delicate_flower,S46,59,7,Female,1
delicate_flower,S29,31,4,Male,1
delicate_flower,S9,39,5,Female,0
delicate_flower,S33,29,7,Male,0
delicate_flower,S41,23,6,Male,0
delicate_flower,S30,30,6,Male,1
delicate_flower,S21,40,5,Female,0
delicate_flower,S5,32,3,Male,1
delicate_flower,S8,34,7,Female,0
delicate_flower,S25,35,6,Male,0
delicate_flower,S48,25,5,Male,1
delicate_flower,S4,41,3,Female,0
delicate_flower,S44,30,7,Male,1
delicate_flower,S43,32,6,Male,0
delicate_flower,S40,53,6,Female,1
delicate_flower,S27,32,4,Male,1
delicate_flower,S13,66,7,Male,1
delicate_flower,S6,29,4,Female,1
delicate_flower,S17,57,7,Female,0
delicate_flower,S20,48,4,Female,1
dirty_dance,S2,38,7,Male,0
dirty_dance,S9,39,4,Female,0
dirty_dance,S34,47,7,Female,1
dirty_dance,S10,35,5,Male,0
dirty_dance,S3,51,3,Male,0
dirty_dance,S44,30,7,Male,1
dirty_dance,S33,29,2,Male,0
dirty_dance,S15,53,3,Female,1
dirty_dance,S49,49,4,Male,0
dirty_dance,S4,41,5,Female,0
dirty_dance,S30,30,6,Male,1
dirty_dance,S26,40,5,Male,1
dirty_dance,S16,30,6,Male,1
dirty_dance,S46,59,6,Female,1
dirty_dance,S38,35,5,Male,1
dirty_dance,S25,35,1,Male,0
dirty_dance,S36,55,2,Male,0
dirty_dance,S41,23,4,Male,0
dirty_dance,S8,34,6,Female,0
dirty_dance,S24,57,4,Female,0
dirty_dance,S20,48,6,Female,1
dirty_dance,S23,31,3,Male,0
dirty_dance,S27,32,4,Male,1
dirty_dance,S21,40,4,Female,0
dirty_dance,S35,25,5,Male,1
dirty_dance,S18,35,6,Male,0
dirty_dance,S19,51,6,Male,1
dirty_dance,S39,24,5,Female,1
dirty_dance,S11,27,7,Female,1
dirty_dance,S48,25,6,Male,1
dirty_dance,S40,53,3,Female,1
dirty_dance,S42,35,5,Male,0
dirty_dance,S1,29,6,Male,1
dirty_dance,S6,29,4,Female,1
dirty_dance,S13,66,4,Male,1
dirty_dance,S5,32,6,Male,1
dirty_dance,S17,57,5,Female,0
dirty_dance,S47,26,5,Male,0
dirty_dance,S45,29,4,Male,0
dirty_dance,S43,32,6,Male,0
dirty_dance,S31,31,5,Male,0
dirty_dance,S7,35,5,Male,0
dirty_dance,S37,60,5,Female,1
dirty_dance,S14,27,5,Male,1
dirty_dance,S22,56,6,Female,0
dirty_dance,S28,54,6,Male,0
dirty_dance,S29,31,6,Male,1
dirty_dance,S32,38,5,Male,1
dirty_dance,S12,57,5,Female,1
dirty_job,S17,57,5,Female,0
dirty_job,S23,31,5,Male,0
dirty_job,S40,53,6,Female,1
dirty_job,S37,60,7,Female,1
dirty_job,S22,56,3,Female,0
dirty_job,S43,32,7,Male,0
dirty_job,S5,32,6,Male,1
dirty_job,S48,25,6,Male,1
dirty_job,S12,57,7,Female,1
dirty_job,S34,47,7,Female,1
dirty_job,S16,30,5,Male,1
dirty_job,S32,38,5,Male,1
dirty_job,S31,31,7,Male,0
dirty_job,S44,30,7,Male,1
dirty_job,S41,23,6,Male,0
dirty_job,S24,57,4,Female,0
dirty_job,S46,59,5,Female,1
dirty_job,S11,27,7,Female,1
dirty_job,S13,66,7,Male,1
dirty_job,S47,26,6,Male,0
dirty_job,S30,30,6,Male,1
dirty_job,S1,29,5,Male,1
dirty_job,S6,29,7,Female,1
dirty_job,S35,25,3,Male,1
dirty_job,S29,31,7,Male,1
dirty_job,S26,40,7,Male,1
dirty_job,S21,40,3,Female,0
dirty_job,S45,29,4,Male,0
dirty_job,S28,54,6,Male,0
dirty_job,S18,35,6,Male,0
dirty_job,S19,51,6,Male,1
dirty_job,S2,38,6,Male,0
dirty_job,S10,35,4,Male,0
dirty_job,S39,24,7,Female,1
dirty_job,S4,41,5,Female,0
dirty_job,S14,27,6,Male,1
dirty_job,S42,35,5,Male,0
dirty_job,S25,35,7,Male,0
dirty_job,S20,48,7,Female,1
dirty_job,S7,35,5,Male,0
dirty_job,S15,53,5,Female,1
dirty_job,S9,39,4,Female,0
dirty_job,S3,51,7,Male,0
dirty_job,S36,55,2,Male,0
dirty_job,S49,49,3,Male,0
dirty_job,S33,29,7,Male,0
dirty_job,S8,34,6,Female,0
dirty_job,S27,32,4,Male,1
dirty_job,S38,35,6,Male,1
dirty_laundry,S25,35,1,Male,0
dirty_laundry,S21,40,5,Female,0
dirty_laundry,S2,38,1,Male,0
dirty_laundry,S39,24,5,Female,1
dirty_laundry,S10,35,5,Male,0
dirty_laundry,S40,53,5,Female,1
dirty_laundry,S43,32,5,Male,0
dirty_laundry,S22,56,3,Female,0
dirty_laundry,S48,25,6,Male,1
dirty_laundry,S11,27,4,Female,1
dirty_laundry,S8,34,7,Female,0
dirty_laundry,S18,35,5,Male,0
dirty_laundry,S16,30,5,Male,1
dirty_laundry,S36,55,1,Male,0
dirty_laundry,S3,51,7,Male,0
dirty_laundry,S49,49,5,Male,0
dirty_laundry,S19,51,6,Male,1
dirty_laundry,S41,23,3,Male,0
dirty_laundry,S13,66,7,Male,1
dirty_laundry,S47,26,3,Male,0
dirty_laundry,S1,29,6,Male,1
dirty_laundry,S9,39,6,Female,0
dirty_laundry,S42,35,5,Male,0
dirty_laundry,S38,35,4,Male,1
dirty_laundry,S20,48,6,Female,1
dirty_laundry,S33,29,7,Male,0
dirty_laundry,S32,38,5,Male,1
dirty_laundry,S31,31,6,Male,0
dirty_laundry,S14,27,5,Male,1
dirty_laundry,S29,31,6,Male,1
dirty_laundry,S6,29,4,Female,1
dirty_laundry,S24,57,4,Female,0
dirty_laundry,S46,59,3,Female,1
dirty_laundry,S34,47,6,Female,1
dirty_laundry,S45,29,6,Male,0
dirty_laundry,S17,57,5,Female,0
dirty_laundry,S37,60,7,Female,1
dirty_laundry,S5,32,7,Male,1
dirty_laundry,S7,35,5,Male,0
dirty_laundry,S44,30,5,Male,1
dirty_laundry,S27,32,5,Male,1
dirty_laundry,S30,30,5,Male,1
dirty_laundry,S12,57,7,Female,1
dirty_laundry,S4,41,2,Female,0
dirty_laundry,S28,54,6,Male,0
dirty_laundry,S26,40,6,Male,1
dirty_laundry,S15,53,6,Female,1
dirty_laundry,S23,31,6,Male,0
dirty_laundry,S35,25,7,Male,1
dirty_money,S8,34,5,Female,0
dirty_money,S20,48,6,Female,1
dirty_money,S32,38,6,Male,1
dirty_money,S49,49,4,Male,0
dirty_money,S18,35,5,Male,0
dirty_money,S42,35,5,Male,0
dirty_money,S3,51,6,Male,0
dirty_money,S47,26,7,Male,0
dirty_money,S19,51,6,Male,1
dirty_money,S40,53,3,Female,1
dirty_money,S26,40,6,Male,1
dirty_money,S37,60,6,Female,1
dirty_money,S31,31,7,Male,0
dirty_money,S12,57,7,Female,1
dirty_money,S46,59,5,Female,1
dirty_money,S5,32,7,Male,1
dirty_money,S27,32,4,Male,1
dirty_money,S4,41,6,Female,0
dirty_money,S34,47,4,Female,1
dirty_money,S16,30,5,Male,1
dirty_money,S9,39,4,Female,0
dirty_money,S2,38,7,Male,0
dirty_money,S30,30,6,Male,1
dirty_money,S17,57,4,Female,0
dirty_money,S21,40,3,Female,0
dirty_money,S35,25,5,Male,1
dirty_money,S24,57,5,Female,0
dirty_money,S33,29,7,Male,0
dirty_money,S13,66,7,Male,1
dirty_money,S45,29,4,Male,0
dirty_money,S41,23,4,Male,0
dirty_money,S36,55,2,Male,0
dirty_money,S29,31,6,Male,1
dirty_money,S39,24,7,Female,1
dirty_money,S15,53,4,Female,1
dirty_money,S14,27,6,Male,1
dirty_money,S11,27,7,Female,1
dirty_money,S1,29,5,Male,1
dirty_money,S38,35,5,Male,1
dirty_money,S23,31,5,Male,0
dirty_money,S7,35,3,Male,0
dirty_money,S48,25,4,Male,1
dirty_money,S28,54,7,Male,0
dirty_money,S6,29,3,Female,1
dirty_money,S44,30,7,Male,1
dirty_money,S25,35,1,Male,0
dirty_money,S22,56,3,Female,0
dirty_money,S10,35,5,Male,0
dirty_money,S43,32,6,Male,0
dirty_mouth,S10,35,5,Male,0
dirty_mouth,S38,35,5,Male,1
dirty_mouth,S40,53,3,Female,1
dirty_mouth,S31,31,7,Male,0
dirty_mouth,S44,30,7,Male,1
dirty_mouth,S6,29,4,Female,1
dirty_mouth,S18,35,5,Male,0
dirty_mouth,S8,34,7,Female,0
dirty_mouth,S39,24,7,Female,1
dirty_mouth,S36,55,5,Male,0
dirty_mouth,S5,32,4,Male,1
dirty_mouth,S35,25,5,Male,1
dirty_mouth,S1,29,5,Male,1
dirty_mouth,S49,49,4,Male,0
dirty_mouth,S42,35,5,Male,0
dirty_mouth,S34,47,7,Female,1
dirty_mouth,S43,32,6,Male,0
dirty_mouth,S46,59,6,Female,1
dirty_mouth,S28,54,5,Male,0
dirty_mouth,S20,48,5,Female,1
dirty_mouth,S37,60,4,Female,1
dirty_mouth,S48,25,4,Male,1
dirty_mouth,S11,27,7,Female,1
dirty_mouth,S27,32,5,Male,1
dirty_mouth,S45,29,3,Male,0
dirty_mouth,S23,31,6,Male,0
dirty_mouth,S47,26,7,Male,0
dirty_mouth,S13,66,7,Male,1
dirty_mouth,S29,31,3,Male,1
dirty_mouth,S3,51,7,Male,0
dirty_mouth,S21,40,3,Female,0
dirty_mouth,S15,53,4,Female,1
dirty_mouth,S32,38,6,Male,1
dirty_mouth,S4,41,4,Female,0
dirty_mouth,S12,57,7,Female,1
dirty_mouth,S22,56,6,Female,0
dirty_mouth,S2,38,7,Male,0
dirty_mouth,S16,30,5,Male,1
dirty_mouth,S17,57,4,Female,0
dirty_mouth,S9,39,4,Female,0
dirty_mouth,S7,35,5,Male,0
dirty_mouth,S25,35,7,Male,0
dirty_mouth,S33,29,7,Male,0
dirty_mouth,S26,40,6,Male,1
dirty_mouth,S14,27,6,Male,1
dirty_mouth,S24,57,5,Female,0
dirty_mouth,S19,51,6,Male,1
dirty_mouth,S41,23,5,Male,0
dirty_mouth,S30,30,6,Male,1
dragon_teacher,S7,35,6,Male,0
dragon_teacher,S15,53,1,Female,1
dragon_teacher,S18,35,2,Male,0
dragon_teacher,S16,30,6,Male,1
dragon_teacher,S17,57,1,Female,0
dragon_teacher,S2,38,1,Male,0
dragon_teacher,S39,24,1,Female,1
dragon_teacher,S1,29,3,Male,1
dragon_teacher,S6,29,4,Female,1
dragon_teacher,S47,26,3,Male,0
dragon_teacher,S3,51,3,Male,0
dragon_teacher,S38,35,5,Male,1
dragon_teacher,S10,35,5,Male,0
dragon_teacher,S20,48,3,Female,1
dragon_teacher,S25,35,5,Male,0
dragon_teacher,S36,55,1,Male,0
dragon_teacher,S33,29,1,Male,0
dragon_teacher,S40,53,6,Female,1
dragon_teacher,S14,27,5,Male,1
dragon_teacher,S19,51,4,Male,1
dragon_teacher,S8,34,2,Female,0
dragon_teacher,S28,54,1,Male,0
dragon_teacher,S22,56,5,Female,0
dragon_teacher,S48,25,6,Male,1
dragon_teacher,S44,30,6,Male,1
dragon_teacher,S35,25,5,Male,1
dragon_teacher,S27,32,3,Male,1
dragon_teacher,S41,23,3,Male,0
dragon_teacher,S46,59,2,Female,1
dragon_teacher,S42,35,5,Male,0
dragon_teacher,S45,29,4,Male,0
dragon_teacher,S12,57,1,Female,1
dragon_teacher,S29,31,5,Male,1
dragon_teacher,S49,49,3,Male,0
dragon_teacher,S13,66,3,Male,1
dragon_teacher,S9,39,5,Female,0
dragon_teacher,S32,38,5,Male,1
dragon_teacher,S23,31,5,Male,0
dragon_teacher,S37,60,6,Female,1
dragon_teacher,S26,40,1,Male,1
dragon_teacher,S5,32,4,Male,1
dragon_teacher,S24,57,5,Female,0
dragon_teacher,S11,27,4,Female,1
dragon_teacher,S43,32,6,Male,0
dragon_teacher,S21,40,5,Female,0
dragon_teacher,S30,30,6,Male,1
dragon_teacher,S34,47,3,Female,1
dragon_teacher,S31,31,2,Male,0
dragon_teacher,S4,41,5,Female,0
drug_mule,S38,35,5,Male,1
drug_mule,S8,34,1,Female,0
drug_mule,S40,53,6,Female,1
drug_mule,S10,35,4,Male,0
drug_mule,S13,66,7,Male,1
drug_mule,S33,29,7,Male,0
drug_mule,S22,56,5,Female,0
drug_mule,S11,27,3,Female,1
drug_mule,S30,30,6,Male,1
drug_mule,S21,40,4,Female,0
drug_mule,S36,55,2,Male,0
drug_mule,S16,30,5,Male,1
drug_mule,S48,25,5,Male,1
drug_mule,S31,31,7,Male,0
drug_mule,S25,35,4,Male,0
drug_mule,S42,35,5,Male,0
drug_mule,S32,38,3,Male,1
drug_mule,S34,47,6,Female,1
drug_mule,S19,51,5,Male,1
drug_mule,S7,35,5,Male,0
drug_mule,S39,24,7,Female,1
drug_mule,S20,48,5,Female,1
drug_mule,S27,32,4,Male,1
drug_mule,S18,35,2,Male,0
drug_mule,S14,27,6,Male,1
drug_mule,S15,53,4,Female,1
drug_mule,S43,32,7,Male,0
drug_mule,S12,57,1,Female,1
drug_mule,S46,59,2,Female,1
drug_mule,S3,51,3,Male,0
drug_mule,S49,49,4,Male,0
drug_mule,S29,31,5,Male,1
drug_mule,S4,41,5,Female,0
drug_mule,S1,29,3,Male,1
drug_mule,S28,54,1,Male,0
drug_mule,S17,57,2,Female,0
drug_mule,S24,57,5,Female,0
drug_mule,S35,25,5,Male,1
drug_mule,S5,32,4,Male,1
drug_mule,S37,60,6,Female,1
drug_mule,S45,29,3,Male,0
drug_mule,S2,38,7,Male,0
drug_mule,S6,29,4,Female,1
drug_mule,S9,39,3,Female,0
drug_mule,S47,26,7,Male,0
drug_mule,S41,23,4,Male,0
drug_mule,S23,31,6,Male,0
drug_mule,S44,30,7,Male,1
drug_mule,S26,40,6,Male,1
dry_buzz,S39,24,1,Female,1
dry_buzz,S29,31,5,Male,1
dry_buzz,S33,29,1,Male,0
dry_buzz,S41,23,3,Male,0
dry_buzz,S38,35,4,Male,1
dry_buzz,S31,31,2,Male,0
dry_buzz,S34,47,6,Female,1
dry_buzz,S17,57,1,Female,0
dry_buzz,S11,27,1,Female,1
dry_buzz,S27,32,4,Male,1
dry_buzz,S44,30,6,Male,1
dry_buzz,S24,57,4,Female,0
dry_buzz,S9,39,2,Female,0
dry_buzz,S6,29,4,Female,1
dry_buzz,S12,57,6,Female,1
dry_buzz,S15,53,2,Female,1
dry_buzz,S40,53,2,Female,1
dry_buzz,S32,38,4,Male,1
dry_buzz,S7,35,4,Male,0
dry_buzz,S47,26,5,Male,0
dry_buzz,S36,55,4,Male,0
dry_buzz,S10,35,5,Male,0
dry_buzz,S16,30,5,Male,1
dry_buzz,S14,27,2,Male,1
dry_buzz,S42,35,5,Male,0
dry_buzz,S13,66,3,Male,1
dry_buzz,S37,60,5,Female,1
dry_buzz,S35,25,4,Male,1
dry_buzz,S30,30,6,Male,1
dry_buzz,S5,32,4,Male,1
dry_buzz,S22,56,5,Female,0
dry_buzz,S4,41,4,Female,0
dry_buzz,S3,51,4,Male,0
dry_buzz,S48,25,7,Male,1
dry_buzz,S26,40,2,Male,1
dry_buzz,S46,59,4,Female,1
dry_buzz,S8,34,2,Female,0
dry_buzz,S43,32,5,Male,0
dry_buzz,S23,31,5,Male,0
dry_buzz,S20,48,3,Female,1
dry_buzz,S28,54,1,Male,0
dry_buzz,S1,29,4,Male,1
dry_buzz,S45,29,4,Male,0
dry_buzz,S49,49,5,Male,0
dry_buzz,S21,40,5,Female,0
dry_buzz,S18,35,6,Male,0
dry_buzz,S2,38,1,Male,0
dry_buzz,S19,51,4,Male,1
dry_buzz,S25,35,6,Male,0
dry_laugh,S8,34,5,Female,0
dry_laugh,S30,30,6,Male,1
dry_laugh,S3,51,6,Male,0
dry_laugh,S6,29,3,Female,1
dry_laugh,S20,48,4,Female,1
dry_laugh,S26,40,5,Male,1
dry_laugh,S23,31,5,Male,0
dry_laugh,S36,55,4,Male,0
dry_laugh,S28,54,5,Male,0
dry_laugh,S17,57,4,Female,0
dry_laugh,S2,38,3,Male,0
dry_laugh,S12,57,7,Female,1
dry_laugh,S43,32,5,Male,0
dry_laugh,S1,29,1,Male,1
dry_laugh,S45,29,5,Male,0
dry_laugh,S10,35,5,Male,0
dry_laugh,S19,51,5,Male,1
dry_laugh,S44,30,4,Male,1
dry_laugh,S35,25,5,Male,1
dry_laugh,S5,32,4,Male,1
dry_laugh,S13,66,5,Male,1
dry_laugh,S31,31,5,Male,0
dry_laugh,S37,60,5,Female,1
dry_laugh,S38,35,6,Male,1
dry_laugh,S39,24,2,Female,1
dry_laugh,S21,40,5,Female,0
dry_laugh,S27,32,4,Male,1
dry_laugh,S24,57,4,Female,0
dry_laugh,S14,27,3,Male,1
dry_laugh,S40,53,5,Female,1
dry_laugh,S9,39,3,Female,0
dry_laugh,S16,30,5,Male,1
dry_laugh,S42,35,5,Male,0
dry_laugh,S4,41,5,Female,0
dry_laugh,S48,25,5,Male,1
dry_laugh,S33,29,2,Male,0
dry_laugh,S15,53,5,Female,1
dry_laugh,S46,59,4,Female,1
dry_laugh,S41,23,5,Male,0
dry_laugh,S18,35,5,Male,0
dry_laugh,S7,35,6,Male,0
dry_laugh,S32,38,3,Male,1
dry_laugh,S47,26,6,Male,0
dry_laugh,S22,56,5,Female,0
dry_laugh,S11,27,7,Female,1
dry_laugh,S49,49,5,Male,0
dry_laugh,S34,47,4,Female,1
dry_laugh,S29,31,7,Male,1
dry_laugh,S25,35,4,Male,0
eagle_eyes,S13,66,7,Male,1
eagle_eyes,S4,41,6,Female,0
eagle_eyes,S37,60,7,Female,1
eagle_eyes,S24,57,5,Female,0
eagle_eyes,S23,31,5,Male,0
eagle_eyes,S49,49,6,Male,0
eagle_eyes,S48,25,6,Male,1
eagle_eyes,S12,57,6,Female,1
eagle_eyes,S3,51,6,Male,0
eagle_eyes,S33,29,7,Male,0
eagle_eyes,S34,47,4,Female,1
eagle_eyes,S14,27,6,Male,1
eagle_eyes,S46,59,6,Female,1
eagle_eyes,S1,29,5,Male,1
eagle_eyes,S9,39,6,Female,0
eagle_eyes,S2,38,7,Male,0
eagle_eyes,S18,35,5,Male,0
eagle_eyes,S36,55,5,Male,0
eagle_eyes,S21,40,5,Female,0
eagle_eyes,S22,56,6,Female,0
eagle_eyes,S26,40,5,Male,1
eagle_eyes,S47,26,7,Male,0
eagle_eyes,S38,35,7,Male,1
eagle_eyes,S17,57,5,Female,0
eagle_eyes,S10,35,5,Male,0
eagle_eyes,S19,51,4,Male,1
eagle_eyes,S39,24,6,Female,1
eagle_eyes,S40,53,7,Female,1
eagle_eyes,S41,23,5,Male,0
eagle_eyes,S11,27,7,Female,1
eagle_eyes,S20,48,6,Female,1
eagle_eyes,S43,32,6,Male,0
eagle_eyes,S31,31,7,Male,0
eagle_eyes,S45,29,5,Male,0
eagle_eyes,S7,35,1,Male,0
eagle_eyes,S28,54,7,Male,0
eagle_eyes,S5,32,6,Male,1
eagle_eyes,S6,29,7,Female,1
eagle_eyes,S29,31,5,Male,1
eagle_eyes,S42,35,5,Male,0
eagle_eyes,S30,30,6,Male,1
eagle_eyes,S16,30,5,Male,1
eagle_eyes,S32,38,6,Male,1
eagle_eyes,S44,30,7,Male,1
eagle_eyes,S15,53,5,Female,1
eagle_eyes,S27,32,4,Male,1
eagle_eyes,S8,34,6,Female,0
eagle_eyes,S25,35,3,Male,0
eagle_eyes,S35,25,6,Male,1
early_bird,S48,25,6,Male,1
early_bird,S32,38,4,Male,1
early_bird,S4,41,6,Female,0
early_bird,S21,40,5,Female,0
early_bird,S23,31,7,Male,0
early_bird,S46,59,2,Female,1
early_bird,S39,24,7,Female,1
early_bird,S7,35,3,Male,0
early_bird,S44,30,7,Male,1
early_bird,S18,35,6,Male,0
early_bird,S30,30,5,Male,1
early_bird,S41,23,5,Male,0
early_bird,S14,27,6,Male,1
early_bird,S26,40,6,Male,1
early_bird,S16,30,5,Male,1
early_bird,S49,49,5,Male,0
early_bird,S31,31,7,Male,0
early_bird,S8,34,5,Female,0
early_bird,S29,31,5,Male,1
early_bird,S28,54,5,Male,0
early_bird,S34,47,6,Female,1
early_bird,S17,57,4,Female,0
early_bird,S38,35,5,Male,1
early_bird,S40,53,4,Female,1
early_bird,S12,57,4,Female,1
early_bird,S15,53,7,Female,1
early_bird,S35,25,5,Male,1
early_bird,S5,32,5,Male,1
early_bird,S33,29,7,Male,0
early_bird,S22,56,4,Female,0
early_bird,S6,29,4,Female,1
early_bird,S9,39,2,Female,0
early_bird,S36,55,5,Male,0
early_bird,S47,26,6,Male,0
early_bird,S43,32,7,Male,0
early_bird,S27,32,3,Male,1
early_bird,S13,66,7,Male,1
early_bird,S11,27,7,Female,1
early_bird,S24,57,6,Female,0
early_bird,S1,29,7,Male,1
early_bird,S19,51,6,Male,1
early_bird,S42,35,5,Male,0
early_bird,S3,51,7,Male,0
early_bird,S37,60,5,Female,1
early_bird,S2,38,7,Male,0
early_bird,S45,29,6,Male,0
early_bird,S10,35,6,Male,0
early_bird,S20,48,6,Female,1
early_bird,S25,35,3,Male,0
elephant_ears,S26,40,4,Male,1
elephant_ears,S43,32,5,Male,0
elephant_ears,S37,60,7,Female,1
elephant_ears,S46,59,2,Female,1
elephant_ears,S20,48,5,Female,1
elephant_ears,S34,47,5,Female,1
elephant_ears,S38,35,5,Male,1
elephant_ears,S47,26,5,Male,0
elephant_ears,S41,23,3,Male,0
elephant_ears,S25,35,4,Male,0
elephant_ears,S44,30,5,Male,1
elephant_ears,S4,41,4,Female,0
elephant_ears,S22,56,6,Female,0
elephant_ears,S8,34,5,Female,0
elephant_ears,S13,66,4,Male,1
elephant_ears,S29,31,3,Male,1
elephant_ears,S7,35,5,Male,0
elephant_ears,S19,51,5,Male,1
elephant_ears,S42,35,5,Male,0
elephant_ears,S23,31,6,Male,0
elephant_ears,S36,55,7,Male,0
elephant_ears,S6,29,5,Female,1
elephant_ears,S33,29,2,Male,0
elephant_ears,S1,29,6,Male,1
elephant_ears,S2,38,7,Male,0
elephant_ears,S15,53,7,Female,1
elephant_ears,S30,30,6,Male,1
elephant_ears,S3,51,3,Male,0
elephant_ears,S16,30,5,Male,1
elephant_ears,S17,57,5,Female,0
elephant_ears,S35,25,1,Male,1
elephant_ears,S24,57,7,Female,0
elephant_ears,S32,38,5,Male,1
elephant_ears,S14,27,6,Male,1
elephant_ears,S39,24,2,Female,1
elephant_ears,S48,25,5,Male,1
elephant_ears,S21,40,6,Female,0
elephant_ears,S49,49,6,Male,0
elephant_ears,S40,53,6,Female,1
elephant_ears,S18,35,5,Male,0
elephant_ears,S28,54,2,Male,0
elephant_ears,S10,35,5,Male,0
elephant_ears,S5,32,2,Male,1
elephant_ears,S11,27,7,Female,1
elephant_ears,S31,31,3,Male,0
elephant_ears,S27,32,5,Male,1
elephant_ears,S9,39,2,Female,0
elephant_ears,S12,57,5,Female,1
elephant_ears,S45,29,4,Male,0
emotional_rollercoaster,S5,32,4,Male,1
emotional_rollercoaster,S9,39,7,Female,0
emotional_rollercoaster,S25,35,3,Male,0
emotional_rollercoaster,S38,35,4,Male,1
emotional_rollercoaster,S37,60,7,Female,1
emotional_rollercoaster,S10,35,6,Male,0
emotional_rollercoaster,S34,47,2,Female,1
emotional_rollercoaster,S26,40,7,Male,1
emotional_rollercoaster,S19,51,6,Male,1
emotional_rollercoaster,S45,29,6,Male,0
emotional_rollercoaster,S8,34,4,Female,0
emotional_rollercoaster,S16,30,5,Male,1
emotional_rollercoaster,S35,25,4,Male,1
emotional_rollercoaster,S30,30,5,Male,1
emotional_rollercoaster,S28,54,5,Male,0
emotional_rollercoaster,S43,32,7,Male,0
emotional_rollercoaster,S20,48,6,Female,1
emotional_rollercoaster,S24,57,5,Female,0
emotional_rollercoaster,S11,27,6,Female,1
emotional_rollercoaster,S49,49,5,Male,0
emotional_rollercoaster,S33,29,7,Male,0
emotional_rollercoaster,S6,29,4,Female,1
emotional_rollercoaster,S22,56,6,Female,0
emotional_rollercoaster,S44,30,6,Male,1
emotional_rollercoaster,S32,38,6,Male,1
