id,group,age,sex,part,pair_id,pair,time,rating,left_word,right_word,revPair,rev,norm_rating
1109,young,27,male,test,827,HundEnte,2.576,2,Hund,Ente,EnteHund,NA,0.05555555555555555
1109,young,27,male,test,828,LöweBiber,1.605,12,Löwe,Biber,BiberLöwe,NA,0.6111111111111112
1109,young,27,male,test,829,RatteHund,1.291,3,Ratte,Hund,HundRatte,NA,0.1111111111111111
1109,young,27,male,test,830,HundSpinne,1.494,3,Hund,Spinne,SpinneHund,NA,0.1111111111111111
1109,young,27,male,test,831,WildschweinKrokodil,1.508,2,Wildschwein,Krokodil,KrokodilWildschwein,NA,0.05555555555555555
1109,young,27,male,test,832,MaulwurfBraunbär,13.064,3,Maulwurf,Braunbär,BraunbärMaulwurf,NA,0.1111111111111111
1109,young,27,male,test,833,LöweTiger,2.43,19,Löwe,Tiger,TigerLöwe,NA,1
1109,young,27,male,test,834,RehMaulwurf,2.289,6,Reh,Maulwurf,MaulwurfReh,NA,0.2777777777777778
1109,young,27,male,test,835,HirschFuchs,4.606,13,Hirsch,Fuchs,FuchsHirsch,NA,0.6666666666666666
1109,young,27,male,test,836,MaulwurfGiraffe,3.108,3,Maulwurf,Giraffe,GiraffeMaulwurf,NA,0.1111111111111111
1109,young,27,male,test,837,SpatzKänguru,1.373,6,Spatz,Känguru,KänguruSpatz,NA,0.2777777777777778
1109,young,27,male,test,838,RatteSchmetterling,4.501,17,Ratte,Schmetterling,SchmetterlingRatte,NA,0.8888888888888888
1109,young,27,male,test,839,WolfLachs,2.677,5,Wolf,Lachs,LachsWolf,NA,0.2222222222222222
1109,young,27,male,test,840,GorillaAmeise,2.43,1,Gorilla,Ameise,AmeiseGorilla,NA,0
1109,young,27,male,test,841,FliegePinguin,2.057,2,Fliege,Pinguin,PinguinFliege,NA,0.05555555555555555
1109,young,27,male,test,842,MausHase,2.118,16,Maus,Hase,HaseMaus,NA,0.8333333333333334
1109,young,27,male,test,843,KänguruAffe,1.911,2,Känguru,Affe,AffeKänguru,NA,0.05555555555555555
1109,young,27,male,test,844,ZiegeKänguru,1.77,1,Ziege,Känguru,KänguruZiege,NA,0
1109,young,27,male,test,845,DachsEichhörnchen,1.057,4,Dachs,Eichhörnchen,EichhörnchenDachs,NA,0.16666666666666666
1109,young,27,male,test,846,TigerGiraffe,1.048,4,Tiger,Giraffe,GiraffeTiger,NA,0.16666666666666666
1109,young,27,male,test,847,StorchNashorn,1.079,6,Storch,Nashorn,NashornStorch,NA,0.2777777777777778
1109,young,27,male,test,848,MeerschweinchenElefant,33.459,1,Meerschweinchen,Elefant,ElefantMeerschweinchen,NA,0
1109,young,27,male,test,849,KaninchenKamel,2.348,2,Kaninchen,Kamel,KamelKaninchen,NA,0.05555555555555555
1109,young,27,male,test,850,WolfSpatz,1.792,1,Wolf,Spatz,SpatzWolf,NA,0
1109,young,27,male,test,851,WildschweinSchmetterling,1.36,4,Wildschwein,Schmetterling,SchmetterlingWildschwein,NA,0.16666666666666666
1109,young,27,male,test,852,DrosselNashorn,1.494,3,Drossel,Nashorn,NashornDrossel,NA,0.1111111111111111
1109,young,27,male,test,853,StorchEnte,1.692,3,Storch,Ente,EnteStorch,NA,0.1111111111111111
1109,young,27,male,test,854,BieneMaulwurf,1.634,3,Biene,Maulwurf,MaulwurfBiene,NA,0.1111111111111111
1109,young,27,male,test,855,MaulwurfTiger,1.477,3,Maulwurf,Tiger,TigerMaulwurf,NA,0.1111111111111111
1109,young,27,male,test,856,TaubePapagei,2.801,17,Taube,Papagei,PapageiTaube,NA,0.8888888888888888
1109,young,27,male,test,857,FinkGans,2.239,17,Fink,Gans,GansFink,NA,0.8888888888888888
1109,young,27,male,test,858,DrosselKatze,2.165,6,Drossel,Katze,KatzeDrossel,NA,0.2777777777777778
1109,young,27,male,test,859,HaseWolf,2.078,3,Hase,Wolf,WolfHase,NA,0.1111111111111111
1109,young,27,male,test,860,SpatzGiraffe,3.951,6,Spatz,Giraffe,GiraffeSpatz,NA,0.2777777777777778
1109,young,27,male,test,861,StorchZiege,1.055,7,Storch,Ziege,ZiegeStorch,NA,0.3333333333333333
1109,young,27,male,test,862,EisbärGorilla,1.192,7,Eisbär,Gorilla,GorillaEisbär,NA,0.3333333333333333
1109,young,27,male,test,863,KamelEichhörnchen,1.027,8,Kamel,Eichhörnchen,EichhörnchenKamel,NA,0.3888888888888889
1109,young,27,male,test,864,WolfEichhörnchen,0.973,9,Wolf,Eichhörnchen,EichhörnchenWolf,NA,0.4444444444444444
1109,young,27,male,test,865,SchweinHirsch,0.88,8,Schwein,Hirsch,HirschSchwein,NA,0.3888888888888889
1109,young,27,male,test,866,HuhnHai,1.213,4,Huhn,Hai,HaiHuhn,NA,0.16666666666666666
1109,young,27,male,test,867,KänguruKuh,1.198,3,Känguru,Kuh,KuhKänguru,NA,0.1111111111111111
1109,young,27,male,test,868,AffeReh,1.087,13,Affe,Reh,RehAffe,NA,0.6666666666666666
1109,young,27,male,test,869,HaiKaninchen,1.338,3,Hai,Kaninchen,KaninchenHai,NA,0.1111111111111111
1109,young,27,male,test,870,TaubeSpinne,1.682,2,Taube,Spinne,SpinneTaube,NA,0.05555555555555555
1109,young,27,male,test,871,AmeiseZiege,1.45,2,Ameise,Ziege,ZiegeAmeise,NA,0.05555555555555555
1109,young,27,male,test,872,BieneTaube,1.033,4,Biene,Taube,TaubeBiene,NA,0.16666666666666666
1109,young,27,male,test,873,KamelSchaf,2.36,4,Kamel,Schaf,SchafKamel,NA,0.16666666666666666
1109,young,27,male,test,874,MausElefant,2.331,1,Maus,Elefant,ElefantMaus,NA,0
1109,young,27,male,test,875,MückeKänguru,3.836,1,Mücke,Känguru,KänguruMücke,NA,0
1109,young,27,male,test,876,KänguruKaninchen,1.943,2,Känguru,Kaninchen,KaninchenKänguru,NA,0.05555555555555555
1109,young,27,male,test,877,LuchsWal,1.925,3,Luchs,Wal,WalLuchs,NA,0.1111111111111111
1109,young,27,male,test,878,PferdReh,2.186,18,Pferd,Reh,RehPferd,NA,0.9444444444444444
1109,young,27,male,test,879,HirschKuh,2.211,13,Hirsch,Kuh,KuhHirsch,NA,0.6666666666666666
1109,young,27,male,test,880,RehLachs,4.682,13,Reh,Lachs,LachsReh,NA,0.6666666666666666
1109,young,27,male,test,881,StorchIgel,1.024,6,Storch,Igel,IgelStorch,NA,0.2777777777777778
1109,young,27,male,test,882,DelfinEichhörnchen,0.922,4,Delfin,Eichhörnchen,EichhörnchenDelfin,NA,0.16666666666666666
1109,young,27,male,test,883,KrokodilGiraffe,1.371,4,Krokodil,Giraffe,GiraffeKrokodil,NA,0.16666666666666666
1109,young,27,male,test,884,WolfDrossel,1.581,2,Wolf,Drossel,DrosselWolf,NA,0.05555555555555555
1109,young,27,male,test,885,ZebraEisbär,3.828,13,Zebra,Eisbär,EisbärZebra,NA,0.6666666666666666
1109,young,27,male,test,886,StorchBiene,2.51,1,Storch,Biene,BieneStorch,NA,0
1109,young,27,male,test,887,WildschweinSpinne,3.133,2,Wildschwein,Spinne,SpinneWildschwein,NA,0.05555555555555555
1109,young,27,male,test,888,KatzeWal,1.715,2,Katze,Wal,WalKatze,NA,0.05555555555555555
1109,young,27,male,test,889,EichhörnchenKuh,2.706,3,Eichhörnchen,Kuh,KuhEichhörnchen,NA,0.1111111111111111
1109,young,27,male,test,890,SchmetterlingKatze,4.978,3,Schmetterling,Katze,KatzeSchmetterling,NA,0.1111111111111111
1109,young,27,male,test,891,EnteFink,2.551,13,Ente,Fink,FinkEnte,NA,0.6666666666666666
1109,young,27,male,test,892,NashornHai,4.593,1,Nashorn,Hai,HaiNashorn,NA,0
1109,young,27,male,test,893,RattePferd,3.319,1,Ratte,Pferd,PferdRatte,NA,0
1109,young,27,male,test,894,EnteKamel,7.819,3,Ente,Kamel,KamelEnte,NA,0.1111111111111111
1109,young,27,male,test,895,PinguinZiege,4.049,3,Pinguin,Ziege,ZiegePinguin,NA,0.1111111111111111
1109,young,27,male,test,896,ElefantIgel,2.036,4,Elefant,Igel,IgelElefant,NA,0.16666666666666666
1109,young,27,male,test,897,EichhörnchenWellensittich,2.505,3,Eichhörnchen,Wellensittich,WellensittichEichhörnchen,NA,0.1111111111111111
1109,young,27,male,test,898,WildschweinWolf,23.841,12,Wildschwein,Wolf,WolfWildschwein,NA,0.6111111111111112
1109,young,27,male,test,899,PferdWellensittich,1.999,3,Pferd,Wellensittich,WellensittichPferd,NA,0.1111111111111111
1109,young,27,male,test,900,MausNashorn,1.131,4,Maus,Nashorn,NashornMaus,NA,0.16666666666666666
1109,young,27,male,test,901,PferdHuhn,0.976,4,Pferd,Huhn,HuhnPferd,NA,0.16666666666666666
1109,young,27,male,test,902,EselDrossel,1.462,4,Esel,Drossel,DrosselEsel,NA,0.16666666666666666
1109,young,27,male,test,903,FliegeLuchs,1.971,2,Fliege,Luchs,LuchsFliege,NA,0.05555555555555555
1109,young,27,male,test,904,GiraffeElefant,2.182,2,Giraffe,Elefant,ElefantGiraffe,NA,0.05555555555555555
1109,young,27,male,test,905,KaninchenGiraffe,7.885,4,Kaninchen,Giraffe,GiraffeKaninchen,NA,0.16666666666666666
1109,young,27,male,test,906,GorillaWildschwein,7.01,10,Gorilla,Wildschwein,WildschweinGorilla,NA,0.5
1109,young,27,male,test,907,KatzeSchwein,3.728,12,Katze,Schwein,SchweinKatze,NA,0.6111111111111112
1109,young,27,male,test,908,HaseLuchs,1.792,7,Hase,Luchs,LuchsHase,NA,0.3333333333333333
1109,young,27,male,test,909,PapageiHase,2.189,6,Papagei,Hase,HasePapagei,NA,0.2777777777777778
1109,young,27,male,test,910,AmselWal,3.009,5,Amsel,Wal,WalAmsel,NA,0.2222222222222222
1109,young,27,male,test,911,DrosselGans,2.097,15,Drossel,Gans,GansDrossel,NA,0.7777777777777778
1109,young,27,male,test,912,BieneEisbär,2.871,1,Biene,Eisbär,EisbärBiene,NA,0
1109,young,27,male,test,913,KrokodilLuchs,4.678,4,Krokodil,Luchs,LuchsKrokodil,NA,0.16666666666666666
1109,young,27,male,test,914,HaseEisbär,2.272,2,Hase,Eisbär,EisbärHase,NA,0.05555555555555555
1109,young,27,male,test,915,AdlerDelfin,2.144,5,Adler,Delfin,DelfinAdler,NA,0.2222222222222222
1109,young,27,male,test,916,LuchsEnte,0.858,6,Luchs,Ente,EnteLuchs,NA,0.2777777777777778
1109,young,27,male,test,917,AmselAffe,0.752,7,Amsel,Affe,AffeAmsel,NA,0.3333333333333333
1109,young,27,male,test,918,SchlangeHirsch,3.064,7,Schlange,Hirsch,HirschSchlange,NA,0.3333333333333333
1109,young,27,male,test,919,WellensittichZebra,1.001,7,Wellensittich,Zebra,ZebraWellensittich,NA,0.3333333333333333
1109,young,27,male,test,920,FinkAmeise,0.946,12,Fink,Ameise,AmeiseFink,NA,0.6111111111111112
1109,young,27,male,test,921,ElefantGans,2.567,4,Elefant,Gans,GansElefant,NA,0.16666666666666666
1109,young,27,male,test,922,HirschBraunbär,2.78,14,Hirsch,Braunbär,BraunbärHirsch,NA,0.7222222222222222
1109,young,27,male,test,923,ElefantKatze,5.713,6,Elefant,Katze,KatzeElefant,NA,0.2777777777777778
1109,young,27,male,test,924,LuchsKamel,5.282,4,Luchs,Kamel,KamelLuchs,NA,0.16666666666666666
1109,young,27,male,test,925,PferdWildschwein,1.615,5,Pferd,Wildschwein,WildschweinPferd,NA,0.2222222222222222
1109,young,27,male,test,926,StorchKaninchen,8.715,4,Storch,Kaninchen,KaninchenStorch,NA,0.16666666666666666
1109,young,27,male,test,927,BieneEidechse,1.822,3,Biene,Eidechse,EidechseBiene,NA,0.1111111111111111
1109,young,27,male,test,928,FinkHirsch,1.222,4,Fink,Hirsch,HirschFink,NA,0.16666666666666666
1109,young,27,male,test,929,HuhnWellensittich,2.407,12,Huhn,Wellensittich,WellensittichHuhn,NA,0.6111111111111112
1109,young,27,male,test,930,EnteSchaf,1.238,4,Ente,Schaf,SchafEnte,NA,0.16666666666666666
1109,young,27,male,test,931,TigerWellensittich,2.007,3,Tiger,Wellensittich,WellensittichTiger,NA,0.1111111111111111
1109,young,27,male,test,932,PferdDachs,2.314,13,Pferd,Dachs,DachsPferd,NA,0.6666666666666666
1109,young,27,male,test,933,SchafDrossel,2.548,12,Schaf,Drossel,DrosselSchaf,NA,0.6111111111111112
1109,young,27,male,test,934,EselBiber,2.411,11,Esel,Biber,BiberEsel,NA,0.5555555555555556
1109,young,27,male,test,935,MaulwurfStorch,0.894,11,Maulwurf,Storch,StorchMaulwurf,NA,0.5555555555555556
1109,young,27,male,test,936,DrosselMeerschweinchen,0.868,7,Drossel,Meerschweinchen,MeerschweinchenDrossel,NA,0.3333333333333333
1109,young,27,male,test,937,MausBiene,0.879,3,Maus,Biene,BieneMaus,NA,0.1111111111111111
1109,young,27,male,test,938,EisbärSpinne,1.015,4,Eisbär,Spinne,SpinneEisbär,NA,0.16666666666666666
1109,young,27,male,test,939,KamelFink,1.188,4,Kamel,Fink,FinkKamel,NA,0.16666666666666666
1109,young,27,male,test,940,MückeWal,1.238,3,Mücke,Wal,WalMücke,NA,0.1111111111111111
1109,young,27,male,test,941,KamelKuh,5.236,3,Kamel,Kuh,KuhKamel,NA,0.1111111111111111
1109,young,27,male,test,942,KänguruWildschwein,2.154,3,Känguru,Wildschwein,WildschweinKänguru,NA,0.1111111111111111
1109,young,27,male,test,943,WolfStorch,1.225,5,Wolf,Storch,StorchWolf,NA,0.2222222222222222
1109,young,27,male,test,944,LachsKrokodil,0.961,4,Lachs,Krokodil,KrokodilLachs,NA,0.16666666666666666
1109,young,27,male,test,945,KänguruGiraffe,1.026,4,Känguru,Giraffe,GiraffeKänguru,NA,0.16666666666666666
1109,young,27,male,test,946,ZebraElefant,1.066,4,Zebra,Elefant,ElefantZebra,NA,0.16666666666666666
1109,young,27,male,test,947,KänguruKatze,2.407,3,Känguru,Katze,KatzeKänguru,NA,0.1111111111111111
1109,young,27,male,test,948,AffeSchwein,3.632,11,Affe,Schwein,SchweinAffe,NA,0.5555555555555556
1109,young,27,male,test,949,StorchAffe,3.124,2,Storch,Affe,AffeStorch,NA,0.05555555555555555
1109,young,27,male,test,950,GansSchlange,1.855,3,Gans,Schlange,SchlangeGans,NA,0.1111111111111111
1109,young,27,male,test,951,DachsDrossel,1.618,5,Dachs,Drossel,DrosselDachs,NA,0.2222222222222222
1109,young,27,male,test,952,WalLachs,4.496,17,Wal,Lachs,LachsWal,NA,0.8888888888888888
1109,young,27,male,test,953,FliegeSchlange,6.72,5,Fliege,Schlange,SchlangeFliege,NA,0.2222222222222222
1109,young,27,male,test,954,SchmetterlingAmsel,4.035,14,Schmetterling,Amsel,AmselSchmetterling,NA,0.7222222222222222
1109,young,27,male,test,955,BiberSpatz,12.148,6,Biber,Spatz,SpatzBiber,NA,0.2777777777777778
1109,young,27,male,test,956,BraunbärBiber,1.099,4,Braunbär,Biber,BiberBraunbär,NA,0.16666666666666666
1109,young,27,male,test,957,FliegeLachs,8.968,3,Fliege,Lachs,LachsFliege,NA,0.1111111111111111
1109,young,27,male,test,958,HaseBiber,1.943,5,Hase,Biber,BiberHase,NA,0.2222222222222222
1109,young,27,male,test,959,ZebraAmeise,2.063,6,Zebra,Ameise,AmeiseZebra,NA,0.2777777777777778
1109,young,27,male,test,960,AdlerBiber,12.28,5,Adler,Biber,BiberAdler,NA,0.2222222222222222
1109,young,27,male,test,961,AmselLöwe,67.126,5,Amsel,Löwe,LöweAmsel,NA,0.2222222222222222
1109,young,27,male,test,962,RatteSchlange,3.656,13,Ratte,Schlange,SchlangeRatte,NA,0.6666666666666666
1109,young,27,male,test,963,EntePapagei,2.558,12,Ente,Papagei,PapageiEnte,NA,0.6111111111111112
1109,young,27,male,test,964,PapageiEidechse,2.956,12,Papagei,Eidechse,EidechsePapagei,NA,0.6111111111111112
1109,young,27,male,test,965,HaseKaninchen,6.917,19,Hase,Kaninchen,KaninchenHase,NA,1
1109,young,27,male,test,966,GorillaGans,7.302,3,Gorilla,Gans,GansGorilla,NA,0.1111111111111111
1109,young,27,male,test,967,AmselHirsch,3.406,3,Amsel,Hirsch,HirschAmsel,NA,0.1111111111111111
1109,young,27,male,test,968,SpinneLöwe,1.672,6,Spinne,Löwe,LöweSpinne,NA,0.2777777777777778
1109,young,27,male,test,969,EidechseHuhn,0.95,7,Eidechse,Huhn,HuhnEidechse,NA,0.3333333333333333
1109,young,27,male,test,970,BraunbärSpatz,1.088,10,Braunbär,Spatz,SpatzBraunbär,NA,0.5
1109,young,27,male,test,971,EselMaus,1.118,6,Esel,Maus,MausEsel,NA,0.2777777777777778
1109,young,27,male,test,972,MückeKatze,2.798,5,Mücke,Katze,KatzeMücke,NA,0.2222222222222222
1109,young,27,male,test,973,EselRatte,1.622,3,Esel,Ratte,RatteEsel,NA,0.1111111111111111
1109,young,27,male,test,974,DrosselMaus,2.236,4,Drossel,Maus,MausDrossel,NA,0.16666666666666666
1109,young,27,male,test,975,FliegeElefant,2.246,1,Fliege,Elefant,ElefantFliege,NA,0
1109,young,27,male,test,976,KänguruBraunbär,2.684,3,Känguru,Braunbär,BraunbärKänguru,NA,0.1111111111111111
1109,young,27,male,test,977,BraunbärZiege,2.122,2,Braunbär,Ziege,ZiegeBraunbär,NA,0.05555555555555555
1109,young,27,male,test,978,ZebraTiger,1.943,7,Zebra,Tiger,TigerZebra,NA,0.3333333333333333
1109,young,27,male,test,979,StorchHirsch,2.235,7,Storch,Hirsch,HirschStorch,NA,0.3333333333333333
1109,young,27,male,test,980,WolfBiene,4.429,3,Wolf,Biene,BieneWolf,NA,0.1111111111111111
1109,young,27,male,test,981,EisbärHai,2.511,1,Eisbär,Hai,HaiEisbär,NA,0
1109,young,27,male,test,982,IgelKrokodil,3.628,1,Igel,Krokodil,KrokodilIgel,NA,0
1109,young,27,male,test,983,LachsKatze,3.602,2,Lachs,Katze,KatzeLachs,NA,0.05555555555555555
1109,young,27,male,test,984,GorillaBraunbär,5.051,12,Gorilla,Braunbär,BraunbärGorilla,NA,0.6111111111111112
1109,young,27,male,test,985,WalSchwein,2.588,3,Wal,Schwein,SchweinWal,NA,0.1111111111111111
1109,young,27,male,test,986,SchafWellensittich,2.41,3,Schaf,Wellensittich,WellensittichSchaf,NA,0.1111111111111111
1109,young,27,male,test,987,KänguruWellensittich,2.31,2,Känguru,Wellensittich,WellensittichKänguru,NA,0.05555555555555555
1109,young,27,male,test,988,TigerKaninchen,5.31,5,Tiger,Kaninchen,KaninchenTiger,NA,0.2222222222222222
1109,young,27,male,test,989,HundHuhn,2.313,7,Hund,Huhn,HuhnHund,NA,0.3333333333333333
1109,young,27,male,test,990,PferdEnte,1.383,5,Pferd,Ente,EntePferd,NA,0.2222222222222222
1109,young,27,male,test,991,HundAmsel,1.133,6,Hund,Amsel,AmselHund,NA,0.2777777777777778
1109,young,27,male,test,992,ZiegeWellensittich,1.304,5,Ziege,Wellensittich,WellensittichZiege,NA,0.2222222222222222
1109,young,27,male,test,993,EidechseSchlange,2.99,15,Eidechse,Schlange,SchlangeEidechse,NA,0.7777777777777778
1109,young,27,male,test,994,AmselElch,1.901,10,Amsel,Elch,ElchAmsel,NA,0.5
1109,young,27,male,test,995,MausKrokodil,3.978,7,Maus,Krokodil,KrokodilMaus,NA,0.3333333333333333
1109,young,27,male,test,996,KuhMücke,2.004,3,Kuh,Mücke,MückeKuh,NA,0.1111111111111111
1109,young,27,male,test,997,WildschweinEsel,5.256,13,Wildschwein,Esel,EselWildschwein,NA,0.6666666666666666
1109,young,27,male,test,998,KamelAffe,3.044,5,Kamel,Affe,AffeKamel,NA,0.2222222222222222
1109,young,27,male,test,999,KänguruMaus,2.803,3,Känguru,Maus,MausKänguru,NA,0.1111111111111111
1109,young,27,male,test,1000,ZiegeMücke,1.393,3,Ziege,Mücke,MückeZiege,NA,0.1111111111111111
1109,young,27,male,test,1001,KatzeBraunbär,1.471,3,Katze,Braunbär,BraunbärKatze,NA,0.1111111111111111
1109,young,27,male,test,1002,EisbärSchmetterling,1.116,4,Eisbär,Schmetterling,SchmetterlingEisbär,NA,0.16666666666666666
1109,young,27,male,test,1003,KaninchenMaulwurf,1.795,11,Kaninchen,Maulwurf,MaulwurfKaninchen,NA,0.5555555555555556
1109,young,27,male,test,1004,EidechseSchwein,2.929,5,Eidechse,Schwein,SchweinEidechse,NA,0.2222222222222222
1109,young,27,male,test,1005,KaninchenLuchs,3.723,5,Kaninchen,Luchs,LuchsKaninchen,NA,0.2222222222222222
1109,young,27,male,test,1006,BiberHund,2.008,12,Biber,Hund,HundBiber,NA,0.6111111111111112
1109,young,27,male,test,1007,PferdKrokodil,1.578,5,Pferd,Krokodil,KrokodilPferd,NA,0.2222222222222222
1109,young,27,male,test,1008,LuchsBiber,1.543,3,Luchs,Biber,BiberLuchs,NA,0.1111111111111111
1109,young,27,male,test,1009,EisbärSchwein,1.465,3,Eisbär,Schwein,SchweinEisbär,NA,0.1111111111111111
1109,young,27,male,test,1010,HundSchaf,1.95,11,Hund,Schaf,SchafHund,NA,0.5555555555555556
1109,young,27,male,test,1011,KuhMaulwurf,1.725,3,Kuh,Maulwurf,MaulwurfKuh,NA,0.1111111111111111
1109,young,27,male,test,1012,ZebraHirsch,1.628,4,Zebra,Hirsch,HirschZebra,NA,0.16666666666666666
1109,young,27,male,test,1013,GorillaMeerschweinchen,1.338,10,Gorilla,Meerschweinchen,MeerschweinchenGorilla,NA,0.5
1109,young,27,male,test,1014,KuhIgel,1.283,4,Kuh,Igel,IgelKuh,NA,0.16666666666666666
1109,young,27,male,test,1015,SchmetterlingAffe,2.519,2,Schmetterling,Affe,AffeSchmetterling,NA,0.05555555555555555
1109,young,27,male,test,1016,EichhörnchenReh,2.23,2,Eichhörnchen,Reh,RehEichhörnchen,NA,0.05555555555555555
1109,young,27,male,test,1017,PinguinKaninchen,3.499,3,Pinguin,Kaninchen,KaninchenPinguin,NA,0.1111111111111111
1109,young,27,male,test,1018,KuhZebra,2.899,13,Kuh,Zebra,ZebraKuh,NA,0.6666666666666666
1109,young,27,male,test,1019,EselZiege,14.954,5,Esel,Ziege,ZiegeEsel,NA,0.2222222222222222
1109,young,27,male,test,1020,MeerschweinchenHirsch,1.02,5,Meerschweinchen,Hirsch,HirschMeerschweinchen,NA,0.2222222222222222
1109,young,27,male,test,1021,HaiElefant,1.118,4,Hai,Elefant,ElefantHai,NA,0.16666666666666666
1109,young,27,male,test,1022,WalElch,1.052,3,Wal,Elch,ElchWal,NA,0.1111111111111111
1109,young,27,male,test,1023,AdlerSpinne,2.058,3,Adler,Spinne,SpinneAdler,NA,0.1111111111111111
1109,young,27,male,test,1024,IgelTaube,1.079,4,Igel,Taube,TaubeIgel,NA,0.16666666666666666
1109,young,27,male,test,1025,KrokodilSchlange,3.421,12,Krokodil,Schlange,SchlangeKrokodil,NA,0.6111111111111112
1109,young,27,male,test,1026,MückeIgel,2.287,2,Mücke,Igel,IgelMücke,NA,0.05555555555555555
1109,young,27,male,test,1027,PferdGans,1.642,4,Pferd,Gans,GansPferd,NA,0.16666666666666666
1109,young,27,male,test,1028,NashornEnte,2.649,5,Nashorn,Ente,EnteNashorn,NA,0.2222222222222222
1109,young,27,male,test,1029,KamelAmeise,1.383,4,Kamel,Ameise,AmeiseKamel,NA,0.16666666666666666
1109,young,27,male,test,1030,FliegeHuhn,2.877,4,Fliege,Huhn,HuhnFliege,NA,0.16666666666666666
1109,young,27,male,test,1031,PapageiSchwein,1.621,4,Papagei,Schwein,SchweinPapagei,NA,0.16666666666666666
1109,young,27,male,test,1032,BraunbärStorch,1.842,2,Braunbär,Storch,StorchBraunbär,NA,0.05555555555555555
1109,young,27,male,test,1033,MausWildschwein,2.376,2,Maus,Wildschwein,WildschweinMaus,NA,0.05555555555555555
1109,young,27,male,test,1034,LuchsElefant,1.765,2,Luchs,Elefant,ElefantLuchs,NA,0.05555555555555555
1109,young,27,male,test,1035,AdlerTiger,1.834,2,Adler,Tiger,TigerAdler,NA,0.05555555555555555
1109,young,27,male,test,1036,SchweinGiraffe,2.371,1,Schwein,Giraffe,GiraffeSchwein,NA,0
1109,young,27,male,test,1037,HaiFliege,3.223,1,Hai,Fliege,FliegeHai,NA,0
1109,young,27,male,test,1038,EidechseHase,2.33,1,Eidechse,Hase,HaseEidechse,NA,0
1109,young,27,male,test,1039,RatteFliege,4.159,12,Ratte,Fliege,FliegeRatte,NA,0.6111111111111112
1109,young,27,male,test,1040,LuchsReh,39.061,6,Luchs,Reh,RehLuchs,NA,0.2777777777777778
1109,young,27,male,test,1041,KänguruNashorn,1.812,2,Känguru,Nashorn,NashornKänguru,NA,0.05555555555555555
1109,young,27,male,test,1042,SchafElefant,1.193,4,Schaf,Elefant,ElefantSchaf,NA,0.16666666666666666
1109,young,27,male,test,1043,ZiegeDachs,0.988,3,Ziege,Dachs,DachsZiege,NA,0.1111111111111111
1109,young,27,male,test,1044,SpinneHai,1.079,2,Spinne,Hai,HaiSpinne,NA,0.05555555555555555
1109,young,27,male,test,1045,SchlangeKänguru,1.542,2,Schlange,Känguru,KänguruSchlange,NA,0.05555555555555555
1109,young,27,male,test,1046,TigerBraunbär,2.019,3,Tiger,Braunbär,BraunbärTiger,NA,0.1111111111111111
1109,young,27,male,test,1047,ElchEnte,2.822,3,Elch,Ente,EnteElch,NA,0.1111111111111111
1109,young,27,male,test,1048,MückeNashorn,1.789,1,Mücke,Nashorn,NashornMücke,NA,0
1109,young,27,male,test,1049,HuhnGiraffe,2.483,2,Huhn,Giraffe,GiraffeHuhn,NA,0.05555555555555555
1109,young,27,male,test,1050,HuhnReh,1.799,1,Huhn,Reh,RehHuhn,NA,0
1109,young,27,male,test,1051,ZebraKrokodil,1.785,6,Zebra,Krokodil,KrokodilZebra,NA,0.2777777777777778
1109,young,27,male,test,1052,EselKänguru,1.569,5,Esel,Känguru,KänguruEsel,NA,0.2222222222222222
1109,young,27,male,test,1053,EidechseZebra,2.103,4,Eidechse,Zebra,ZebraEidechse,NA,0.16666666666666666
1109,young,27,male,test,1054,PapageiZiege,3.506,3,Papagei,Ziege,ZiegePapagei,NA,0.1111111111111111
1109,young,27,male,test,1055,WolfLöwe,4.736,14,Wolf,Löwe,LöweWolf,NA,0.7222222222222222
1109,young,27,male,test,1056,GiraffeFuchs,3.207,10,Giraffe,Fuchs,FuchsGiraffe,NA,0.5
1109,young,27,male,test,1057,SchafAmeise,3.448,1,Schaf,Ameise,AmeiseSchaf,NA,0
1109,young,27,male,test,1058,EnteSpinne,1.437,2,Ente,Spinne,SpinneEnte,NA,0.05555555555555555
1109,young,27,male,test,1059,FinkStorch,1.108,3,Fink,Storch,StorchFink,NA,0.1111111111111111
1109,young,27,male,test,1060,LöweNashorn,1.134,3,Löwe,Nashorn,NashornLöwe,NA,0.1111111111111111
1109,young,27,male,test,1061,MausHirsch,1.486,2,Maus,Hirsch,HirschMaus,NA,0.05555555555555555
1109,young,27,male,test,1062,SpatzDrossel,3.005,17,Spatz,Drossel,DrosselSpatz,NA,0.8888888888888888
1109,young,27,male,test,1063,SchafWal,1.895,1,Schaf,Wal,WalSchaf,NA,0
1109,young,27,male,test,1064,NashornWildschwein,2.349,16,Nashorn,Wildschwein,WildschweinNashorn,NA,0.8333333333333334
1109,young,27,male,test,1065,KrokodilSpatz,3.33,3,Krokodil,Spatz,SpatzKrokodil,NA,0.1111111111111111
1109,young,27,male,test,1066,ZiegeKuh,5.439,5,Ziege,Kuh,KuhZiege,NA,0.2222222222222222
1109,young,27,male,test,1067,PapageiReh,0.873,5,Papagei,Reh,RehPapagei,NA,0.2222222222222222
1109,young,27,male,test,1068,HaiEnte,0.948,3,Hai,Ente,EnteHai,NA,0.1111111111111111
