"","trial","stimulus","target1","target2","support","endswith","stimcode_target","stimcode_foil","targetUP","targetDOWN","foil","targetwhere","KEY","RT","Accuracy","ID"
"733",4,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"42","tenda","acqua","SDRAIATURA","left",1,2900,1,10
"734",5,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"12","albero","tramonto","SUONANNARIO","right",1,5089,0,10
"735",6,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"41","scarpa","roccia","BANDINAIA","right",2,2587,1,10
"736",7,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"15","vaso","albero","MUSTONCELLO","left",1,2289,1,10
"737",8,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"6","prato","albero","FIORICELLO","left",2,4668,0,10
"738",9,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"9","tavolo","albero","SEDINOCCIO","right",1,3318,0,10
"739",10,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"7","fazzoletto","prato","ARMORICELLO","right",2,2556,1,10
"740",11,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"20","fazzoletto","vaso","SRADINELLO","right",1,6554,0,10
"741",12,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"43","finestra","insalata","SDRANZIA","left",1,3555,1,10
"742",13,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"24","tavolo","specchio","PARTONCELLO","right",2,3648,1,10
"743",14,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"29","torta","piazza","IDRANDINA","left",1,2732,1,10
"744",15,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"17","violino","specchio","CERBOSCELLO","right",2,2529,1,10
"745",16,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"45","insalata","camera","RETTIELLIA","right",2,3598,1,10
"746",17,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"22","piazza","giacca","GIUBBIATINA","left",2,3504,0,10
"747",18,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"4","tenda","finestra","ERRACIOLINA","left",1,3986,1,10
"748",19,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"26","specchio","fazzoletto","SDRAIOLIO","right",1,3423,0,10
"749",20,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"13","prato","vaso","SUONACARIO","left",1,1772,1,10
"750",21,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"8","roccia","tenda","CLIETTONDOLA","left",1,3015,1,10
"751",22,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"27","prato","violino","SUONCOLLO","right",2,6269,1,10
"752",23,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"21","giacca","insalata","FRIGLIANZA","right",2,5658,1,10
"753",24,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"34","violino","tavolo","PICATTOLO","left",1,3015,1,10
"754",25,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"11","insalata","piazza","GIUBBITINA","left",1,7388,1,10
"755",26,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"2","muro","tavolo","FIORECCIANDOLO","right",2,6394,1,10
"756",27,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"11","fazzoletto","tavolo","CROIETTOLO","left",1,3526,1,10
"757",28,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"2","torta","bambola","VESTOLETTA","right",2,4074,1,10
"758",29,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"17","roccia","camera","CAPPETTELLA","right",2,2262,1,10
"759",30,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"9","giacca","acqua","COSTRELLINA","right",2,1857,1,10
"760",31,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"3","piazza","finestra","IDRANGIA","left",1,2738,1,10
"761",32,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"18","tramonto","violino","NARAMPICOLO","left",1,2087,1,10
"762",33,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"10","insalata","torta","VESTINETTA","left",1,4753,1,10
"763",34,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"12","camera","acqua","MURICATTOLA","right",2,2785,1,10
"764",35,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"13","roccia","piazza","GIUBBIATURA","left",2,4105,0,10
"765",36,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"3","albero","libro","SGUARELLIO","right",1,2469,0,10
"766",37,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"28","piazza","camera","CAMATINCIA","right",1,3531,0,10
"767",38,"FIORARIOLO","tramonto","vaso",0.46144142963819,"o",8,"4","tramonto","vaso","FIOTTINO","left",1,2957,1,10
"768",39,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"31","martello","specchio","VISUONDOLO","right",2,2556,1,10
"769",40,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"1","bambola","roccia","IDRACIOLA","left",2,2532,0,10
"770",41,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"7","acqua","insalata","CENSARELLINA","left",1,1644,1,10
"771",42,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"28","specchio","albero","RABELLIMENTO","right",2,2211,1,10
"772",43,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"1","libro","martello","FIORINELLO","right",2,2400,1,10
"773",44,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"5","vaso","tavolo","FIONCOLIOLO","left",1,2393,1,10
"774",45,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"19","giacca","bambola","TERNOTELLA","right",2,3542,1,10
"775",46,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"27","camera","finestra","POLIETTOLA","left",2,2954,0,10
"776",47,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"31","roccia","finestra","COTTOLIOLIA","left",1,3837,1,10
"777",48,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"39","piazza","tenda","SICCOTTELA","left",1,2902,1,10
"778",49,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"5","torta","scarpa","FRICOTTELA","left",2,2129,0,10
"779",50,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"20","tenda","giacca","GOCCOTTELLA","right",2,3908,1,10
"780",51,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"32","torta","finestra","POZZETTERIA","left",1,1894,1,10
"781",52,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"35","tramonto","libro","SPURIALLIO","right",1,2204,0,10
"782",53,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"30","camera","giacca","APRIATTOLA","left",1,1769,1,10
"783",54,"FIORISITOLO","libro","vaso",0.44605935197955,"o",10,"32","vaso","libro","SDRAIARELLO","left",1,1820,1,10
"784",55,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"14","vaso","martello","ROSCESCOLO","left",1,2639,1,10
"785",56,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"26","tenda","camera","IDRATOLANA","left",1,4031,1,10
"786",57,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"23","insalata","roccia","IMMONTURA","left",2,2445,0,10
"787",58,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"44","torta","acqua","SENDINAIA","right",2,2808,1,10
"788",59,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"24","giacca","finestra","GHIANCIOLA","right",1,3152,0,10
"789",60,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"30","specchio","prato","SDRANGOLIO","right",1,2729,0,10
"790",61,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"14","acqua","roccia","CLIETTOLA","right",2,1928,1,10
"791",62,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"33","torta","camera","MURANTURIA","right",1,1623,0,10
"792",63,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"6","scarpa","acqua","LAVESCIA","left",1,1961,1,10
"793",64,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"36","muro","specchio","FIOCOSCRIO","right",2,6797,1,10
"794",65,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"8","tramonto","tavolo","FIORARIOLO","right",2,3088,1,10
"795",66,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"35","camera","scarpa","GIAPRIATOLA","left",1,2993,1,10
"796",67,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"18","scarpa","giacca","POZZONELLA","right",2,4958,1,10
"797",68,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"25","specchio","libro","CIGOLITELLO","right",1,2091,0,10
"798",69,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"40","tenda","torta","ARMONTURIA","left",1,3957,1,10
"799",70,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"21","violino","martello","SUONISCRIO","right",1,858,0,10
"800",71,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"33","vaso","violino","RAPALINCIO","right",2,1646,1,10
"801",72,"GHIANCIOLA","torta","roccia",0.424879623594919,"a",24,"36","torta","roccia","CINCOTTELLA","right",1,1868,0,10
"802",73,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"19","violino","libro","SUONANELLO","left",2,2677,0,10
"803",74,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"15","scarpa","tenda","POZZANELLA","right",2,7166,1,10
"804",75,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"29","fazzoletto","albero","SPALENTOLO","left",1,3333,1,10
"805",76,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"34","insalata","tenda","CLICCATTOLA","left",2,3850,0,10
"806",77,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"16","torta","giacca","PALCAVERIA","right",1,2086,0,10
"807",78,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"23","martello","prato","GRAMINELLO","right",1,2657,0,10
"808",79,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"37","piazza","acqua","PANCOTTELLA","left",1,1944,1,10
"809",80,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"38","acqua","finestra","SICCOTTELLA","right",2,3146,1,10
"810",81,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"10","albero","violino","FIORISITOLO","right",1,4515,0,10
"811",1,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"3","acqua","piazza","IDRANGIA","right",2,15584,1,11
"812",2,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"21","camera","giacca","FRIGLIANZA","left",1,5429,1,11
"813",3,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"22","torta","bambola","GIUBBIATINA","right",2,4995,1,11
"814",4,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"8","tramonto","albero","FIORARIOLO","left",1,7749,1,11
"815",5,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"32","violino","specchio","SDRAIARELLO","right",2,5543,1,11
"816",6,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"4","specchio","martello","FIOTTINO","right",2,6959,1,11
"817",7,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"12","piazza","tenda","MURICATTOLA","right",1,7842,0,11
"818",8,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"5","specchio","fazzoletto","FIONCOLIOLO","right",1,3976,0,11
"819",9,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"31","acqua","camera","COTTOLIOLIA","right",2,3767,1,11
"820",10,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"33","vaso","fazzoletto","RAPALINCIO","right",2,10590,1,11
"821",11,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"27","tenda","scarpa","POLIETTOLA","right",1,6477,0,11
"822",12,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"44","piazza","torta","SENDINAIA","left",2,5846,0,11
"823",13,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"4","insalata","tenda","ERRACIOLINA","left",1,6519,1,11
"824",14,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"11","acqua","torta","GIUBBITINA","right",2,14791,1,11
"825",15,"FIORISITOLO","libro","vaso",0.44605935197955,"o",10,"11","libro","vaso","CROIETTOLO","right",2,2736,1,11
"826",16,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"31","fazzoletto","prato","VISUONDOLO","right",1,4699,0,11
"827",17,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"18","libro","tramonto","NARAMPICOLO","right",2,10612,1,11
"828",18,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"35","acqua","insalata","GIAPRIATOLA","right",2,3832,1,11
"829",19,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"30","albero","prato","SDRANGOLIO","left",1,6290,1,11
"830",20,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"16","albero","specchio","ROCCERIOLO","left",1,8246,1,11
"831",21,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"29","violino","tramonto","SPALENTOLO","left",1,2675,1,11
"832",22,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"19","piazza","giacca","TERNOTELLA","left",1,15783,1,11
"833",23,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"36","tavolo","tramonto","FIOCOSCRIO","right",2,6150,1,11
"834",24,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"2","giacca","scarpa","VESTOLETTA","right",2,6903,1,11
"835",25,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"29","camera","insalata","IDRANDINA","right",1,6494,0,11
"836",26,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"10","vaso","albero","FIORISITOLO","left",2,5676,0,11
"837",27,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"28","prato","tavolo","RABELLIMENTO","left",1,7538,1,11
"838",28,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"18","giacca","torta","POZZONELLA","left",1,9892,1,11
"839",29,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"20","albero","tavolo","SRADINELLO","right",1,8124,0,11
"840",30,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"42","giacca","acqua","SDRAIATURA","left",1,6684,1,11
"841",31,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"7","roccia","scarpa","CENSARELLINA","right",2,6273,1,11
"842",32,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"9","tavolo","vaso","SEDINOCCIO","left",2,6183,0,11
"843",33,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"3","specchio","prato","SGUARELLIO","right",2,5360,1,11
"844",34,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"25","martello","violino","CIGOLITELLO","left",1,3599,1,11
"845",35,"FIORARIOLO","tramonto","vaso",0.46144142963819,"o",8,"22","vaso","tramonto","LUMERSTERSIMO","right",2,5944,1,11
"846",36,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"38","insalata","giacca","SICCOTTELLA","left",1,7906,1,11
"847",37,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"5","camera","tenda","FRICOTTELA","left",1,2925,1,11
"848",38,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"24","muro","tavolo","PARTONCELLO","right",1,3087,0,11
"849",39,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"15","roccia","bambola","POZZANELLA","right",2,6500,1,11
"850",40,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"30","acqua","scarpa","APRIATTOLA","left",1,3911,1,11
"851",41,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"10","acqua","roccia","VESTINETTA","right",2,3333,1,11
"852",42,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"24","piazza","camera","GHIANCIOLA","right",2,4735,1,11
"853",43,"FIOCOSCRIO","libro","prato",0.393283359880707,"o",36,"14","prato","libro","ROSCESCOLO","left",2,4237,0,11
"854",44,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"27","prato","martello","SUONCOLLO","left",1,7880,1,11
"855",45,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"34","camera","finestra","CLICCATTOLA","left",1,4526,1,11
"856",46,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"15","vaso","prato","MUSTONCELLO","right",2,6486,1,11
"857",47,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"7","tavolo","violino","ARMORICELLO","left",1,4298,1,11
"858",48,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"12","vaso","violino","SUONANNARIO","left",1,8873,1,11
"859",49,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"35","albero","libro","SPURIALLIO","right",1,20000,99,11
"860",50,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"17","piazza","finestra","CAPPETTELLA","right",2,4129,1,11
"861",51,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"26","violino","libro","SDRAIOLIO","left",1,5416,1,11
"862",52,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"13","fazzoletto","albero","SUONACARIO","right",2,2495,1,11
"863",53,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"6","roccia","insalata","LAVESCIA","right",1,5437,0,11
"864",54,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"21","violino","prato","SUONISCRIO","left",1,6692,1,11
"865",55,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"34","muro","specchio","PICATTOLO","right",2,12114,1,11
"866",56,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"36","giacca","tenda","CINCOTTELLA","right",2,2187,1,11
"867",57,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"41","scarpa","torta","BANDINAIA","right",2,3151,1,11
"868",58,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"17","tavolo","fazzoletto","CERBOSCELLO","right",2,2556,1,11
"869",59,"CLICCATTOLA","finestra","scarpa",0.415522183561553,"a",34,"23","finestra","scarpa","IMMONTURA","left",1,8232,1,11
"870",60,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"2","violino","albero","FIORECCIANDOLO","right",2,5556,1,11
"871",61,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"16","scarpa","camera","PALCAVERIA","right",1,5756,0,11
"872",62,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"19","tavolo","specchio","SUONANELLO","left",1,4912,1,11
"873",63,"GHIANCIOLA","torta","roccia",0.424879623594919,"a",24,"25","roccia","torta","BANCOTTINA","left",1,7243,1,11
"874",64,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"33","piazza","insalata","MURANTURIA","left",2,16418,0,11
"875",65,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"20","torta","tenda","GOCCOTTELLA","right",2,7629,1,11
"876",66,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"40","insalata","finestra","ARMONTURIA","left",1,3949,1,11
"877",67,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"39","bambola","giacca","SICCOTTELA","right",2,5248,1,11
"878",68,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"37","acqua","tenda","PANCOTTELLA","left",1,6085,1,11
"879",69,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"32","roccia","camera","POZZETTERIA","right",2,6866,1,11
"880",70,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"45","torta","camera","RETTIELLIA","left",2,3204,0,11
"881",71,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"13","roccia","tenda","GIUBBIATURA","right",2,3164,1,11
"882",72,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"1","piazza","roccia","IDRACIOLA","right",2,6312,1,11
"883",73,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"26","torta","finestra","IDRATOLANA","right",2,4971,1,11
"884",74,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"43","finestra","tenda","SDRANZIA","left",1,5636,1,11
"885",75,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"23","libro","martello","GRAMINELLO","left",2,5856,0,11
"886",76,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"1","libro","specchio","FIORINELLO","right",1,8515,0,11
"887",77,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"9","insalata","torta","COSTRELLINA","right",2,11392,1,11
"888",78,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"6","martello","vaso","FIORICELLO","right",1,7623,0,11
"889",79,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"8","finestra","roccia","CLIETTONDOLA","left",1,5600,1,11
"890",80,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"28","giacca","finestra","CAMATINCIA","right",1,5469,0,11
"891",81,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"14","finestra","acqua","CLIETTOLA","right",2,2294,1,11
"892",1,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"20","martello","specchio","SRADINELLO","right",1,3467,0,12
"893",2,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"10","torta","tenda","VESTINETTA","right",2,2785,1,12
"894",3,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"26","vaso","tavolo","SDRAIOLIO","left",1,2385,1,12
"895",4,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"27","vaso","prato","SUONCOLLO","left",1,2716,1,12
"896",5,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"27","finestra","piazza","POLIETTOLA","left",1,3009,1,12
"897",6,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"31","bambola","torta","COTTOLIOLIA","left",2,2655,0,12
"898",7,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"43","camera","piazza","SDRANZIA","left",2,4055,0,12
"899",8,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"21","specchio","prato","SUONISCRIO","right",2,2974,1,12
"900",9,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"44","insalata","roccia","SENDINAIA","left",1,2220,1,12
"901",10,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"29","piazza","tenda","IDRANDINA","left",1,2568,1,12
"902",11,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"22","vaso","fazzoletto","LUMERSTERSIMO","left",1,2886,1,12
"903",12,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"5","giacca","camera","FRICOTTELA","left",1,2805,1,12
"904",13,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"32","scarpa","giacca","POZZETTERIA","left",1,2347,1,12
"905",14,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"40","giacca","acqua","ARMONTURIA","left",1,2565,1,12
"906",15,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"25","specchio","tavolo","CIGOLITELLO","right",1,2900,0,12
"907",16,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"37","acqua","insalata","PANCOTTELLA","right",2,2325,1,12
"908",17,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"39","roccia","camera","SICCOTTELA","left",1,2519,1,12
"909",18,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"11","albero","tavolo","CROIETTOLO","left",2,3946,0,12
"910",19,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"15","scarpa","torta","POZZANELLA","right",2,5442,1,12
"911",20,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"19","tramonto","albero","SUONANELLO","left",1,3265,1,12
"912",21,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"7","giacca","bambola","CENSARELLINA","right",2,3077,1,12
"913",22,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"8","libro","albero","FIORARIOLO","left",2,3188,0,12
"914",23,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"29","muro","specchio","SPALENTOLO","left",2,3245,0,12
"915",24,"FIORARIOLO","tramonto","vaso",0.46144142963819,"o",8,"4","tramonto","vaso","FIOTTINO","right",2,4477,1,12
"916",25,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"23","scarpa","roccia","IMMONTURA","right",2,2393,1,12
"917",26,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"12","finestra","tenda","MURICATTOLA","left",1,3902,1,12
"918",27,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"12","martello","vaso","SUONANNARIO","right",2,3816,1,12
"919",28,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"45","finestra","insalata","RETTIELLIA","right",2,3448,1,12
"920",29,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"36","camera","tenda","CINCOTTELLA","right",2,3173,1,12
"921",30,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"24","vaso","albero","PARTONCELLO","left",1,2288,1,12
"922",31,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"18","specchio","libro","NARAMPICOLO","right",2,5284,1,12
"923",32,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"11","torta","giacca","GIUBBITINA","right",1,3154,0,12
"924",33,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"13","prato","albero","SUONACARIO","left",1,1957,1,12
"925",34,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"22","roccia","piazza","GIUBBIATINA","left",1,2435,1,12
"926",35,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"21","piazza","insalata","FRIGLIANZA","left",2,2343,0,12
"927",36,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"3","giacca","piazza","IDRANGIA","right",2,3019,1,12
"928",37,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"18","giacca","tenda","POZZONELLA","left",1,2850,1,12
"929",38,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"20","torta","piazza","GOCCOTTELLA","left",1,2843,1,12
"930",39,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"8","insalata","tenda","CLIETTONDOLA","right",1,3132,0,12
"931",40,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"13","insalata","giacca","GIUBBIATURA","right",2,3039,1,12
"932",41,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"23","violino","specchio","GRAMINELLO","left",2,3221,0,12
"933",42,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"32","specchio","albero","SDRAIARELLO","right",2,3437,1,12
"934",43,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"33","acqua","finestra","MURANTURIA","left",1,2152,1,12
"935",44,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"6","bambola","roccia","LAVESCIA","right",2,3029,1,12
"936",45,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"16","martello","libro","ROCCERIOLO","right",1,2135,0,12
"937",46,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"35","martello","violino","SPURIALLIO","right",2,3497,1,12
"938",47,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"17","roccia","acqua","CAPPETTELLA","right",2,2201,1,12
"939",48,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"3","prato","violino","SGUARELLIO","left",2,3754,0,12
"940",49,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"25","acqua","tenda","BANCOTTINA","right",2,2012,1,12
