"","trial","stimulus","target1","target2","support","endswith","stimcode_target","stimcode_foil","targetUP","targetDOWN","foilUP","foilDOWN","targetwhere","KEY","RT","Accuracy","ID"
"722",74,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"11","bambola","giacca","giacca","tenda","right",1,3524,0,9
"723",75,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"5","giacca","acqua","insalata","torta","left",1,3863,1,9
"724",76,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"11","albero","specchio","specchio","muro","left",1,2981,1,9
"725",77,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"34","prato","albero","libro","martello","right",2,1891,1,9
"726",78,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"22","giacca","torta","giacca","camera","left",2,2393,0,9
"727",79,"FIOCOSCRIO","libro","prato",0.393283359880707,"o",36,"30","libro","prato","tavolo","specchio","left",2,3533,0,9
"728",80,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"35","libro","violino","specchio","prato","left",1,2926,1,9
"729",81,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"25","martello","prato","muro","tavolo","left",2,2805,0,9
"730",1,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"34","tramonto","tavolo","martello","libro","left",1,3305,1,10
"731",2,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"21","tavolo","prato","libro","violino","right",2,3845,1,10
"732",3,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"13","finestra","camera","giacca","scarpa","right",2,2222,1,10
"733",4,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"27","roccia","scarpa","finestra","torta","right",2,3481,1,10
"734",5,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"22","martello","specchio","tramonto","libro","left",1,2460,1,10
"735",6,"FIOCOSCRIO","libro","prato",0.393283359880707,"o",36,"3","prato","libro","specchio","fazzoletto","left",2,8319,0,10
"736",7,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"25","giacca","finestra","insalata","piazza","right",2,6037,1,10
"737",8,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"30","bambola","giacca","finestra","camera","right",2,3757,1,10
"738",9,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"35","torta","insalata","finestra","piazza","left",1,2242,1,10
"739",10,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"10","violino","albero","libro","vaso","left",1,4545,1,10
"740",11,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"13","libro","martello","martello","violino","left",1,3773,1,10
"741",12,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"42","giacca","torta","tenda","scarpa","right",1,4451,0,10
"742",13,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"29","vaso","martello","specchio","martello","left",1,8462,1,10
"743",14,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"5","giacca","piazza","torta","insalata","left",1,5684,1,10
"744",15,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"29","roccia","piazza","acqua","camera","left",1,4573,1,10
"745",16,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"9","acqua","insalata","roccia","bambola","left",1,1931,1,10
"746",17,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"31","torta","tenda","camera","insalata","right",2,4656,1,10
"747",18,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"17","acqua","giacca","giacca","torta","left",1,2254,1,10
"748",19,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"7","tenda","insalata","bambola","torta","right",2,4525,1,10
"749",20,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"15","vaso","tavolo","albero","violino","left",2,4152,0,10
"750",21,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"14","libro","albero","albero","tramonto","left",2,5885,0,10
"751",22,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"20","camera","insalata","acqua","torta","left",1,3254,1,10
"752",23,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"2","roccia","camera","giacca","bambola","right",1,8816,0,10
"753",24,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"26","finestra","piazza","acqua","scarpa","left",1,3804,1,10
"754",25,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"20","prato","fazzoletto","specchio","albero","right",2,2985,1,10
"755",26,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"43","roccia","bambola","camera","tenda","left",1,6512,1,10
"756",27,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"37","roccia","finestra","torta","scarpa","right",2,4647,1,10
"757",28,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"19","camera","scarpa","finestra","tenda","right",1,4559,0,10
"758",29,"GHIANCIOLA","torta","roccia",0.424879623594919,"a",24,"39","torta","roccia","camera","torta","left",1,5739,1,10
"759",30,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"24","tavolo","fazzoletto","tavolo","albero","left",2,2808,0,10
"760",31,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"36","torta","acqua","torta","piazza","right",1,2721,0,10
"761",32,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"23","tenda","camera","roccia","tenda","right",2,2329,1,10
"762",33,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"16","prato","vaso","martello","vaso","right",2,3738,1,10
"763",34,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"6","albero","fazzoletto","albero","vaso","right",1,7282,0,10
"764",35,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"44","piazza","insalata","camera","piazza","right",1,6227,0,10
"765",36,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"41","scarpa","giacca","tenda","piazza","left",1,2549,1,10
"766",37,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"11","finestra","torta","tenda","giacca","left",2,5547,0,10
"767",38,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"25","violino","martello","muro","tavolo","right",2,2195,1,10
"768",39,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"18","tenda","piazza","finestra","acqua","right",2,2845,1,10
"769",40,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"1","acqua","finestra","acqua","roccia","right",2,1527,1,10
"770",41,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"32","albero","tavolo","tavolo","prato","left",2,2279,0,10
"771",42,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"4","tramonto","violino","prato","fazzoletto","right",2,1713,1,10
"772",43,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"30","muro","tavolo","specchio","tavolo","right",1,9010,0,10
"773",44,"FIORISITOLO","libro","vaso",0.44605935197955,"o",10,"36","libro","vaso","libro","prato","left",2,3104,0,10
"774",45,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"38","tenda","giacca","torta","tenda","left",1,1686,1,10
"775",46,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"24","camera","giacca","roccia","torta","left",1,2279,1,10
"776",47,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"2","albero","tramonto","albero","fazzoletto","right",2,2874,1,10
"777",48,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"3","roccia","tenda","insalata","acqua","right",2,3433,1,10
"778",49,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"11","specchio","fazzoletto","muro","specchio","right",1,3960,0,10
"779",50,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"26","specchio","prato","tramonto","tavolo","left",1,3979,1,10
"780",51,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"1","tavolo","violino","vaso","fazzoletto","left",1,1424,1,10
"781",52,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"8","tenda","scarpa","giacca","finestra","right",1,2949,0,10
"782",53,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"14","insalata","giacca","finestra","insalata","right",2,1812,1,10
"783",54,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"28","vaso","violino","libro","specchio","right",2,2276,1,10
"784",55,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"19","libro","tramonto","violino","prato","left",1,1669,1,10
"785",56,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"33","acqua","camera","scarpa","roccia","left",1,1270,1,10
"786",57,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"6","acqua","roccia","giacca","acqua","left",1,1112,1,10
"787",58,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"4","piazza","camera","insalata","roccia","right",1,1295,0,10
"788",59,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"16","bambola","torta","piazza","roccia","right",2,1697,1,10
"789",60,"FIORARIOLO","tramonto","vaso",0.46144142963819,"o",8,"9","vaso","tramonto","fazzoletto","tavolo","left",2,1966,0,10
"790",61,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"22","torta","piazza","camera","giacca","left",1,2238,1,10
"791",62,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"21","scarpa","torta","insalata","tenda","right",2,2648,1,10
"792",63,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"17","albero","vaso","albero","prato","left",1,1697,1,10
"793",64,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"27","specchio","albero","violino","tavolo","right",1,1443,0,10
"794",65,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"8","specchio","violino","tramonto","vaso","right",1,2029,0,10
"795",66,"CLICCATTOLA","finestra","scarpa",0.415522183561553,"a",34,"12","finestra","scarpa","finestra","roccia","right",1,2440,0,10
"796",67,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"5","libro","specchio","vaso","prato","left",2,1791,0,10
"797",68,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"45","acqua","piazza","scarpa","camera","right",2,1441,1,10
"798",69,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"15","finestra","insalata","acqua","tenda","left",1,1753,1,10
"799",70,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"12","martello","prato","violino","tramonto","right",2,1585,1,10
"800",71,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"32","acqua","scarpa","acqua","piazza","right",2,978,1,10
"801",72,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"33","vaso","fazzoletto","martello","prato","right",2,1368,1,10
"802",73,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"23","specchio","tavolo","tavolo","vaso","right",1,1939,0,10
"803",74,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"28","tenda","finestra","piazza","giacca","left",2,2264,0,10
"804",75,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"40","torta","camera","camera","roccia","right",2,1318,1,10
"805",76,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"35","violino","libro","prato","specchio","right",2,1441,1,10
"806",77,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"31","muro","specchio","specchio","violino","left",1,1217,1,10
"807",78,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"34","tenda","acqua","scarpa","finestra","left",1,1133,1,10
"808",79,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"7","albero","prato","violino","vaso","right",2,1617,1,10
"809",80,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"18","prato","violino","libro","albero","right",2,1072,1,10
"810",81,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"10","insalata","roccia","giacca","insalata","left",1,1990,1,10
"811",1,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"31","tenda","torta","insalata","camera","left",2,2904,0,11
"812",2,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"13","torta","insalata","giacca","scarpa","left",1,2749,1,11
"813",3,"FIORARIOLO","tramonto","vaso",0.46144142963819,"o",8,"13","vaso","tramonto","martello","violino","left",1,1730,1,11
"814",4,"FIOCOSCRIO","libro","prato",0.393283359880707,"o",36,"17","prato","libro","prato","albero","right",2,2856,1,11
"815",5,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"15","fazzoletto","specchio","violino","albero","left",2,2016,0,11
"816",6,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"16","tenda","finestra","piazza","roccia","left",1,2073,1,11
"817",7,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"38","torta","giacca","tenda","torta","left",2,2054,0,11
"818",8,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"27","giacca","bambola","torta","finestra","left",1,1530,1,11
"819",9,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"31","libro","tramonto","violino","specchio","left",1,1887,1,11
"820",10,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"11","albero","tavolo","muro","specchio","right",2,2511,1,11
"821",11,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"9","finestra","torta","roccia","bambola","left",2,2822,0,11
"822",12,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"21","specchio","libro","violino","libro","left",1,1720,1,11
"823",13,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"14","acqua","roccia","finestra","insalata","right",2,1092,1,11
"824",14,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"26","albero","specchio","tavolo","tramonto","right",1,2118,0,11
"825",15,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"43","finestra","roccia","camera","tenda","left",1,1537,1,11
"826",16,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"1","violino","prato","fazzoletto","vaso","right",2,922,1,11
"827",17,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"9","tramonto","tavolo","fazzoletto","tavolo","right",2,2758,1,11
"828",18,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"30","fazzoletto","prato","specchio","tavolo","right",1,1427,0,11
"829",19,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"36","martello","vaso","libro","prato","right",1,2474,0,11
"830",20,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"41","tenda","insalata","tenda","piazza","left",1,2027,1,11
"831",21,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"21","acqua","torta","tenda","insalata","left",2,2633,0,11
"832",22,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"25","finestra","camera","piazza","insalata","right",1,1929,0,11
"833",23,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"35","camera","scarpa","finestra","piazza","right",1,2229,0,11
"834",24,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"18","roccia","tenda","acqua","finestra","right",2,1884,1,11
"835",25,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"39","tenda","scarpa","torta","camera","left",2,3192,0,11
"836",26,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"8","prato","vaso","tramonto","vaso","right",2,2309,1,11
"837",27,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"24","tramonto","violino","tavolo","albero","left",1,1369,1,11
"838",28,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"2","camera","torta","giacca","bambola","left",1,1882,1,11
"839",29,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"22","torta","scarpa","camera","giacca","left",1,1932,1,11
"840",30,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"2","tavolo","fazzoletto","albero","fazzoletto","right",2,2746,1,11
"841",31,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"34","vaso","albero","martello","libro","right",2,1332,1,11
"842",32,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"16","violino","libro","vaso","martello","right",2,941,1,11
"843",33,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"42","bambola","torta","tenda","scarpa","left",1,2398,1,11
"844",34,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"3","libro","martello","fazzoletto","specchio","right",2,1996,1,11
"845",35,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"36","acqua","tenda","torta","piazza","left",1,2679,1,11
"846",36,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"19","bambola","roccia","finestra","tenda","left",2,2951,0,11
"847",37,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"33","martello","violino","martello","prato","left",1,1216,1,11
"848",38,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"32","giacca","insalata","acqua","piazza","left",1,1279,1,11
"849",39,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"14","violino","vaso","albero","tramonto","right",2,1474,1,11
"850",40,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"11","giacca","camera","tenda","giacca","left",2,1128,0,11
"851",41,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"6","albero","libro","vaso","albero","left",1,2597,1,11
"852",42,"GHIANCIOLA","torta","roccia",0.424879623594919,"a",24,"6","roccia","torta","giacca","acqua","left",1,1828,1,11
"853",43,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"15","roccia","scarpa","acqua","tenda","right",2,1216,1,11
"854",44,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"22","specchio","prato","libro","tramonto","right",2,2389,1,11
"855",45,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"37","piazza","roccia","torta","scarpa","right",1,1638,0,11
"856",46,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"20","finestra","piazza","torta","acqua","left",1,2073,1,11
"857",47,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"5","fazzoletto","vaso","prato","vaso","left",2,1106,0,11
"858",48,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"30","finestra","insalata","camera","finestra","right",1,1651,0,11
"859",49,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"4","violino","albero","prato","fazzoletto","left",1,1180,1,11
"860",50,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"26","piazza","acqua","scarpa","acqua","right",2,882,1,11
"861",51,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"24","camera","piazza","torta","roccia","right",2,1759,1,11
"862",52,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"10","tenda","camera","insalata","giacca","left",1,1247,1,11
"863",53,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"7","muro","specchio","vaso","violino","right",2,1518,1,11
"864",54,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"5","camera","roccia","insalata","torta","left",1,1150,1,11
"865",55,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"34","piazza","insalata","scarpa","finestra","right",1,1757,0,11
"866",56,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"3","acqua","scarpa","acqua","insalata","right",2,1056,1,11
"867",57,"FIORISITOLO","libro","vaso",0.44605935197955,"o",10,"18","libro","vaso","albero","libro","right",2,971,1,11
"868",58,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"12","insalata","acqua","roccia","finestra","right",2,1059,1,11
"869",59,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"23","roccia","insalata","roccia","tenda","left",1,1862,1,11
"870",60,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"29","prato","albero","martello","specchio","left",1,1446,1,11
"871",61,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"28","fazzoletto","albero","specchio","libro","right",2,1466,1,11
"872",62,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"1","tenda","giacca","acqua","roccia","left",1,1116,1,11
"873",63,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"35","martello","prato","specchio","prato","left",2,1408,0,11
"874",64,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"27","tavolo","prato","violino","tavolo","right",2,1279,1,11
"875",65,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"7","camera","insalata","bambola","torta","left",1,1318,1,11
"876",66,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"25","tramonto","albero","tavolo","muro","right",2,1302,1,11
"877",67,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"10","specchio","tavolo","vaso","libro","right",2,1412,1,11
"878",68,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"40","giacca","finestra","roccia","camera","left",2,1796,0,11
"879",69,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"20","violino","specchio","specchio","albero","left",1,2876,1,11
"880",70,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"32","specchio","martello","prato","tavolo","left",2,1342,0,11
"881",71,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"29","piazza","giacca","acqua","camera","left",2,2503,0,11
"882",72,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"28","piazza","tenda","giacca","piazza","right",2,1479,1,11
"883",73,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"23","tavolo","violino","vaso","tavolo","left",1,1091,1,11
"884",74,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"12","muro","tavolo","tramonto","violino","left",1,1796,1,11
"885",75,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"19","tavolo","vaso","prato","violino","left",2,1556,0,11
"886",76,"CLICCATTOLA","finestra","scarpa",0.415522183561553,"a",34,"4","scarpa","finestra","roccia","insalata","right",1,1129,0,11
"887",77,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"17","torta","piazza","giacca","torta","right",2,1344,1,11
"888",78,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"44","giacca","scarpa","camera","piazza","left",1,956,1,11
"889",79,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"33","acqua","finestra","scarpa","roccia","left",1,1176,1,11
"890",80,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"8","acqua","giacca","giacca","finestra","left",1,1624,1,11
"891",81,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"45","acqua","camera","camera","scarpa","right",2,949,1,11
"892",1,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"12","martello","violino","violino","tramonto","left",1,13912,1,12
"893",2,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"34","tenda","giacca","finestra","scarpa","left",1,6675,1,12
"894",3,"GHIANCIOLA","torta","roccia",0.424879623594919,"a",24,"7","roccia","torta","bambola","torta","right",1,10784,0,12
"895",4,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"19","vaso","fazzoletto","violino","prato","right",1,6509,0,12
"896",5,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"15","fazzoletto","tavolo","albero","violino","left",2,6130,0,12
"897",6,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"12","insalata","giacca","finestra","roccia","left",1,4405,1,12
"898",7,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"14","libro","martello","tramonto","albero","right",1,16016,0,12
"899",8,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"21","piazza","finestra","insalata","tenda","right",2,16262,1,12
"900",9,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"30","finestra","torta","finestra","camera","right",1,6820,0,12
"901",10,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"23","muro","tavolo","tavolo","vaso","left",2,6238,0,12
"902",11,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"1","torta","camera","roccia","acqua","right",2,5584,1,12
"903",12,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"20","giacca","torta","acqua","torta","right",2,8335,1,12
"904",13,"CLICCATTOLA","finestra","scarpa",0.415522183561553,"a",34,"6","scarpa","finestra","giacca","acqua","left",2,6839,0,12
"905",14,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"35","albero","violino","specchio","prato","left",2,5565,0,12
"906",15,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"36","albero","tavolo","libro","prato","right",1,3674,0,12
"907",16,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"32","violino","prato","tavolo","prato","left",1,2947,1,12
"908",17,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"33","camera","scarpa","roccia","scarpa","left",1,3704,1,12
"909",18,"FIORISITOLO","libro","vaso",0.44605935197955,"o",10,"17","libro","vaso","prato","albero","left",2,6876,0,12
"910",19,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"36","insalata","acqua","piazza","torta","right",2,3631,1,12
"911",20,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"22","piazza","giacca","camera","giacca","left",2,4759,0,12
"912",21,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"25","tavolo","tramonto","tavolo","muro","right",2,12686,1,12
"913",22,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"28","roccia","insalata","giacca","piazza","right",2,3929,1,12
"914",23,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"1","libro","albero","vaso","fazzoletto","right",2,3728,1,12
"915",24,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"3","specchio","violino","fazzoletto","specchio","left",1,7596,1,12
"916",25,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"16","camera","piazza","piazza","roccia","left",1,4011,1,12
"917",26,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"10","prato","albero","libro","vaso","left",1,4990,1,12
"918",27,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"16","albero","fazzoletto","martello","vaso","right",2,4266,1,12
"919",28,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"27","finestra","insalata","torta","finestra","right",1,4501,0,12
"920",29,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"44","camera","finestra","camera","piazza","right",2,4877,1,12
"921",30,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"24","tavolo","vaso","albero","tavolo","left",1,13826,1,12
"922",31,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"35","piazza","tenda","finestra","piazza","right",1,6814,0,12
"923",32,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"45","tenda","insalata","camera","scarpa","right",2,6571,1,12
"924",33,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"13","libro","violino","violino","martello","left",2,4400,0,12
"925",34,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"40","acqua","camera","camera","roccia","right",2,3445,1,12
"926",35,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"8","camera","tenda","giacca","finestra","right",1,5431,0,12
"927",36,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"38","scarpa","giacca","torta","tenda","right",2,2139,1,12
"928",37,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"2","tenda","roccia","giacca","bambola","right",2,4405,1,12
"929",38,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"18","piazza","roccia","finestra","acqua","right",2,2962,1,12
"930",39,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"8","prato","specchio","tramonto","vaso","right",2,4244,1,12
"931",40,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"17","torta","tenda","torta","giacca","right",1,5796,0,12
"932",41,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"11","specchio","albero","specchio","muro","left",2,8929,0,12
"933",42,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"24","torta","piazza","roccia","torta","left",1,11935,1,12
"934",43,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"33","vaso","violino","prato","martello","left",2,2492,0,12
