"","trial","stimulus","target1","target2","support","endswith","stimcode_target","stimcode_foil","foil","targetwhere","KEY","RT","Accuracy","ID"
"614",47,"SOMMIRATOLA","statua","statua",0.417796195312835,"a",41,15,"PECCANNIA","right",2,1343,1,8
"615",48,"GIUBBIATOLA","sciarpa","sciarpa",0.466889109453445,"a",13,2,"ATLETINATRICA","left",1,2281,1,8
"616",49,"TIELATILLINA","caramella","caramella",0.467069016585616,"a",10,5,"ILLUMINETTRIA","left",2,1145,0,8
"617",50,"UFFAMALINALISMO","pettegolezzo","pettegolezzo",0.409747618431885,"o",36,30,"AMAGGIOSCO","right",1,2769,0,8
"618",51,"CORTECNOLISMO","progresso","progresso",0.42950685771341,"o",28,8,"MORCAVATTICO","left",1,3170,1,8
"619",52,"ILLUMITINA","lampada","lampada",0.48953839463578,"a",7,11,"VESTICELLA","right",2,845,1,8
"620",53,"TRAVINCIMENTO","trionfo","trionfo",0.471378974659514,"o",6,7,"SDRASTELLO","right",2,975,1,8
"621",54,"ACUFEROIDIA","emicrania","emicrania",0.407339708774309,"a",40,3,"FRITIENDOLA","left",1,1617,1,8
"622",55,"COTOLITELLA","pasta","pasta",0.48355510448989,"a",9,13,"GIUBBIATOLA","right",2,1981,1,8
"623",56,"BAMAGOGO","idolo","idolo",0.440714478264661,"o",29,11,"UCCIDALOSAMENTO","right",2,1260,1,8
"624",57,"BULICCHIRURA","dentista","dentista",0.418391257993589,"a",27,35,"VACIDEMINA","right",1,3145,0,8
"625",58,"AFFOGNITURA","melma","melma",0.470398073485889,"a",12,41,"SOMMIRATOLA","right",2,2280,1,8
"626",59,"AMAGGIOSCO","fascino","fascino",0.416690467636846,"o",30,33,"SCIOCOLTAZIO","left",1,1156,1,8
"627",60,"SCIOCOLTAZIO","fischio","fischio",0.427576149656166,"o",33,34,"SUPESCITOLO","right",2,2219,1,8
"628",61,"VESTICELLA","gonna","gonna",0.475682779400607,"a",11,40,"ACUFEROIDIA","left",1,861,1,8
"629",62,"TAPOSTOIONA","mensola","mensola",0.410975906153405,"a",33,14,"CUOCCELA","left",1,1827,1,8
"630",63,"GUTONERTITA","risata","risata",0.440767443511956,"a",22,42,"DECOMODA","left",1,2370,1,8
"631",64,"CAGOGNAZZA","feccia","feccia",0.422413853089632,"a",30,27,"BULICCHIRURA","right",2,1269,1,8
"632",65,"GHIOTOSTALMENTO","fungo","fungo",0.431669987072567,"o",19,23,"OFFENDANTOSO","right",1,2127,0,8
"633",66,"IRIBOLENZA","collera","collera",0.429596032023148,"a",25,33,"TAPOSTOIONA","right",2,1322,1,8
"634",67,"GRATTUGIENDOLO","cucchiaio","cucchiaio",0.457632825837669,"o",9,38,"VORICIPANZIO","left",2,1286,0,8
"635",68,"BICCORERIANNO","rinfresco","rinfresco",0.402679014844255,"o",37,22,"MAFIDAMATO","left",1,1532,1,8
"636",69,"BOVIACCAMENTO","macello","macello",0.457839353368462,"o",12,36,"UFFAMALINALISMO","right",2,1513,1,8
"637",70,"BRUFFEMIANDOLO","pervertito","pervertito",0.523850635899467,"o",1,29,"BAMAGOGO","right",2,1504,1,8
"638",71,"TECNOLICENZA","industria","industria",0.407799094333392,"a",39,30,"CAGOGNAZZA","left",1,2090,1,8
"639",72,"POSPICCIOLO","terrazzo","terrazzo",0.407849187862492,"o",35,12,"BOVIACCAMENTO","left",1,1323,1,8
"640",73,"VAPOGELLA","schiuma","schiuma",0.443413308588936,"a",19,20,"GENAMORENZA","left",1,1313,1,8
"641",74,"BUCCOLAIANDOLO","cesto","cesto",0.454227200939773,"o",25,3,"SDEGNATISMO","left",2,2063,0,8
"642",75,"UCCIDALOSAMENTO","massacro","massacro",0.466290928178276,"o",11,6,"TRAVINCIMENTO","left",1,1125,1,8
"643",76,"TINFETIOLIA","allergia","allergia",0.413526929377243,"a",32,19,"VAPOGELLA","left",1,2041,1,8
"644",77,"SDEGNATISMO","disprezzo","disprezzo",0.517708945423487,"o",3,35,"POSPICCIOLO","right",2,1319,1,8
"645",78,"NUTRONATEZZA","abbondanza","abbondanza",0.428871896311444,"a",29,7,"ILLUMITINA","right",2,1293,1,8
"646",79,"LETTOLETTO","comodino","comodino",0.436699875276071,"o",21,5,"SUONANELLO","left",1,3479,1,8
"647",80,"OFFENDANTOSO","insulto","insulto",0.440975943620665,"o",23,28,"CORTECNOLISMO","left",1,897,1,8
"648",81,"BAMBITORIO","giocattolo","giocattolo",0.450036652496003,"o",24,14,"PESCHETTORIO","right",2,1392,1,8
"649",1,"TOPISEGNATURA","matita","matita",0.472668740606664,"a",17,36,"ERBACOLATURA","left",1,7101,1,9
"650",2,"AMAGGIOSCO","fascino","fascino",0.416690467636846,"o",30,34,"SUPESCITOLO","left",1,2079,1,9
"651",3,"BEVERCHIETTA","bibita","bibita",0.504716253629009,"a",6,18,"BOVACCIETTA","right",2,1653,1,9
"652",4,"FUMACOLIO","tabacco","tabacco",0.442651736319948,"o",17,6,"TRAVINCIMENTO","left",1,1867,1,9
"653",5,"SPONATENTALISMO","stampo","stampo",0.436606223838356,"o",27,20,"GROTOPSIANDOLO","right",1,3443,0,9
"654",6,"SUPESCITOLO","squalo","squalo",0.420294585989897,"o",34,13,"NIDORMIENDOLO","left",1,2206,1,9
"655",7,"DÉPLIOTIO","opuscolo","opuscolo",0.441686024950471,"o",18,28,"CORTECNOLISMO","left",1,2559,1,9
"656",8,"TAPOSTOIONA","mensola","mensola",0.410975906153405,"a",33,35,"VACIDEMINA","left",1,4140,1,9
"657",9,"AFFOGNITURA","melma","melma",0.470398073485889,"a",12,39,"TECNOLICENZA","right",2,1757,1,9
"658",10,"BAMAGOGO","idolo","idolo",0.440714478264661,"o",29,14,"PESCHETTORIO","right",2,2026,1,9
"659",11,"BAMBITORIO","giocattolo","giocattolo",0.450036652496003,"o",24,22,"MAFIDAMATO","right",2,1199,1,9
"660",12,"NUVOLTANZA","brezza","brezza",0.484015395070746,"a",8,23,"SEPOLLAIA","right",2,1339,1,9
"661",13,"GRATTUGIENDOLO","cucchiaio","cucchiaio",0.457632825837669,"o",9,33,"SCIOCOLTAZIO","left",2,1929,0,9
"662",14,"ATLETINATRICA","ginnasta","ginnasta",0.505649500312599,"a",2,40,"ACUFEROIDIA","right",2,1767,1,9
"663",15,"BRUFFEMIANDOLO","pervertito","pervertito",0.523850635899467,"o",1,16,"NEBBALLIANTO","left",1,2621,1,9
"664",16,"TINFETIOLIA","allergia","allergia",0.413526929377243,"a",32,29,"NUTRONATEZZA","right",2,2561,1,9
"665",17,"VAPOGELLA","schiuma","schiuma",0.443413308588936,"a",19,24,"VACEFALINA","left",1,2335,1,9
"666",18,"LETTOLETTO","comodino","comodino",0.436699875276071,"o",21,10,"BAIALININARLO","left",1,2452,1,9
"667",19,"GUTONERTITA","risata","risata",0.440767443511956,"a",22,27,"BULICCHIRURA","left",1,7853,1,9
"668",20,"BACINGINEO","capezzolo","capezzolo",0.504656607139577,"o",2,21,"LETTOLETTO","left",1,2535,1,9
"669",21,"ACUFEROIDIA","emicrania","emicrania",0.407339708774309,"a",40,28,"MORTUMAZITA","right",2,2907,1,9
"670",22,"BUCCOLAIANDOLO","cesto","cesto",0.454227200939773,"o",25,26,"TETRUCCIERICO","right",1,1615,0,9
"671",23,"TETRUCCIERICO","manichino","manichino",0.436693144990155,"o",26,38,"VORICIPANZIO","left",1,2985,1,9
"672",24,"VORICIPANZIO","incentivo","incentivo",0.418727645029792,"o",38,11,"UCCIDALOSAMENTO","left",1,2693,1,9
"673",25,"NEBBALLIANTO","crepuscolo","crepuscolo",0.457327965680897,"o",16,3,"SDEGNATISMO","right",2,2179,1,9
"674",26,"GIUBBIATOLA","sciarpa","sciarpa",0.466889109453445,"a",13,3,"FRITIENDOLA","left",1,8441,1,9
"675",27,"BOVACCIETTA","mucca","mucca",0.453353399154596,"a",18,37,"BONSCETTIA","left",1,4021,1,9
"676",28,"INFETOTERO","vaiolo","vaiolo",0.447289180501927,"o",15,9,"GRATTUGIENDOLO","left",1,11374,1,9
"677",29,"NIDORMIENDOLO","insetto","insetto",0.4654280952828,"o",13,23,"OFFENDANTOSO","left",1,6612,1,9
"678",30,"TRAVINCIMENTO","trionfo","trionfo",0.471378974659514,"o",6,1,"BRUFFEMIANDOLO","right",2,3909,1,9
"679",31,"MAAZELLARIA","orchestra","orchestra",0.520253165746296,"a",1,15,"PECCANNIA","left",1,1894,1,9
"680",32,"MORTUMAZITA","agonia","agonia",0.430053687084792,"a",28,9,"COTOLITELLA","left",1,2896,1,9
"681",33,"SOMMIRATOLA","statua","statua",0.417796195312835,"a",41,38,"BOVISELETTA","right",1,2880,0,9
"682",34,"ILLUMINETTRIA","lampadina","lampadina",0.488456786989471,"a",5,26,"GUARIOGRANDOLA","right",2,2746,1,9
"683",35,"SUONANELLO","violino","violino",0.480197333828064,"o",5,19,"GHIOTOSTALMENTO","left",1,3902,1,9
"684",36,"TECNOLICENZA","industria","industria",0.407799094333392,"a",39,43,"NASCOBILISTA","right",2,1865,1,9
"685",37,"GROTOPSIANDOLO","cranio","cranio",0.444663786157017,"o",20,5,"SUONANELLO","left",1,1875,1,9
"686",38,"NASCOBILISTA","patriota","patriota",0.411726791608716,"a",43,32,"TINFETIOLIA","right",1,2455,0,9
"687",39,"MORCAVATTICO","scarafaggio","scarafaggio",0.470493213526438,"o",8,27,"SPONATENTALISMO","right",2,3186,1,9
"688",40,"NUTRONATEZZA","abbondanza","abbondanza",0.428871896311444,"a",29,42,"DECOMODA","left",1,3029,1,9
"689",41,"BULICCHIRURA","dentista","dentista",0.418391257993589,"a",27,13,"GIUBBIATOLA","right",2,3998,1,9
"690",42,"CORTECNOLISMO","progresso","progresso",0.42950685771341,"o",28,30,"AMAGGIOSCO","left",1,2817,1,9
"691",43,"GENAMORENZA","gelosia","gelosia",0.453520071512669,"a",20,22,"GUTONERTITA","right",1,3814,0,9
"692",44,"BOVETRITOLA","carcassa","carcassa",0.441974707362872,"a",21,30,"CAGOGNAZZA","left",2,3857,0,9
"693",45,"SDEGNATISMO","disprezzo","disprezzo",0.517708945423487,"o",3,32,"POZZETALITO","left",1,3351,1,9
"694",46,"BAIALININARLO","gattino","gattino",0.452422246675284,"o",10,36,"UFFAMALINALISMO","right",1,2655,0,9
"695",47,"ERBACOLATURA","pianta","pianta",0.410990668069201,"a",36,16,"CUOCETTOLA","left",1,1647,1,9
"696",48,"SHAKESPEARIA","commedia","commedia",0.422687919118835,"a",31,20,"GENAMORENZA","right",2,3107,1,9
"697",49,"CUOCCELA","pentola","pentola",0.458594744645759,"a",14,5,"ILLUMINETTRIA","right",2,3561,1,9
"698",50,"FRITIENDOLA","scodella","scodella",0.503490471257293,"a",3,21,"BOVETRITOLA","left",2,2141,0,9
"699",51,"PESCHETTORIO","attrezzo","attrezzo",0.454366055587418,"o",14,18,"DÉPLIOTIO","right",2,2475,1,9
"700",52,"SCIOCOLTAZIO","fischio","fischio",0.427576149656166,"o",33,8,"MORCAVATTICO","right",2,1629,1,9
"701",53,"BICCORERIANNO","rinfresco","rinfresco",0.402679014844255,"o",37,15,"INFETOTERO","right",2,2093,1,9
"702",54,"CAGOGNAZZA","feccia","feccia",0.422413853089632,"a",30,14,"CUOCCELA","right",2,3733,1,9
"703",55,"MAFIDAMATO","pentito","pentito",0.443432985504823,"o",22,31,"LUMITATRO","right",2,4940,1,9
"704",56,"DECOMODA","poltrona","poltrona",0.408095781596733,"a",42,25,"IRIBOLENZA","left",1,3634,1,9
"705",57,"PECCANNIA","lussuria","lussuria",0.463534279149531,"a",15,33,"TAPOSTOIONA","left",1,1849,1,9
"706",58,"GHIOTOSTALMENTO","fungo","fungo",0.431669987072567,"o",19,25,"BUCCOLAIANDOLO","left",1,2634,1,9
"707",59,"IRIBOLENZA","collera","collera",0.429596032023148,"a",25,2,"ATLETINATRICA","left",1,4330,1,9
"708",60,"CUOCETTOLA","padella","padella",0.463623805530619,"a",16,12,"AFFOGNITURA","left",1,2668,1,9
"709",61,"SDRASTELLO","cuscino","cuscino",0.479165705299131,"o",7,2,"BACINGINEO","left",2,3094,0,9
"710",62,"OFFENDANTOSO","insulto","insulto",0.440975943620665,"o",23,12,"BOVIACCAMENTO","left",1,2628,1,9
"711",63,"TIELATILLINA","caramella","caramella",0.467069016585616,"a",10,19,"VAPOGELLA","left",1,2854,1,9
"712",64,"VESTICELLA","gonna","gonna",0.475682779400607,"a",11,10,"TIELATILLINA","left",1,2295,1,9
"713",65,"ILLUMITINA","lampada","lampada",0.48953839463578,"a",7,17,"TOPISEGNATURA","left",1,1422,1,9
"714",66,"VACEFALINA","puntura","puntura",0.431007234616676,"a",24,41,"SOMMIRATOLA","right",1,3781,0,9
"715",67,"COTOLITELLA","pasta","pasta",0.48355510448989,"a",9,1,"MAAZELLARIA","left",2,3547,0,9
"716",68,"BOVIACCAMENTO","macello","macello",0.457839353368462,"o",12,37,"BICCORERIANNO","right",2,2425,1,9
"717",69,"UFFAMALINALISMO","pettegolezzo","pettegolezzo",0.409747618431885,"o",36,4,"AMANIMARISMO","right",1,2727,0,9
"718",70,"SEDINOCA","panca","panca",0.40737738992096,"a",34,8,"NUVOLTANZA","left",1,2017,1,9
"719",71,"POZZETALITO","serbatoio","serbatoio",0.411098303335955,"o",32,24,"BAMBITORIO","right",2,1661,1,9
"720",72,"LUMITATRO","faro","faro",0.421581339331163,"o",31,35,"POSPICCIOLO","left",1,1697,1,9
"721",73,"SUONONELLA","tromba","tromba",0.496570662135082,"a",4,7,"ILLUMITINA","left",1,1846,1,9
"722",74,"UCCIDALOSAMENTO","massacro","massacro",0.466290928178276,"o",11,17,"FUMACOLIO","right",2,2065,1,9
"723",75,"POSPICCIOLO","terrazzo","terrazzo",0.407849187862492,"o",35,29,"BAMAGOGO","left",1,4278,1,9
"724",76,"SEPOLLAIA","bara","bara",0.435754908929298,"a",23,31,"SHAKESPEARIA","left",1,2314,1,9
"725",77,"GUARIOGRANDOLA","benda","benda",0.43746158905452,"a",26,6,"BEVERCHIETTA","right",2,5142,1,9
"726",78,"AMANIMARISMO","sentimento","sentimento",0.485411776222111,"o",4,7,"SDRASTELLO","left",1,3527,1,9
"727",79,"BOVISELETTA","pelliccia","pelliccia",0.410104570264826,"a",38,4,"SUONONELLA","left",1,1951,1,9
"728",80,"VACIDEMINA","malaria","malaria",0.410484135915653,"a",35,11,"VESTICELLA","left",1,1892,1,9
"729",81,"BONSCETTIA","credenza","credenza",0.406283964386456,"a",37,34,"SEDINOCA","left",1,3665,1,9
"730",1,"GENAMORENZA","gelosia","gelosia",0.453520071512669,"a",20,4,"SUONONELLA","right",1,3092,0,10
"731",2,"TECNOLICENZA","industria","industria",0.407799094333392,"a",39,15,"PECCANNIA","right",2,4738,1,10
"732",3,"SPONATENTALISMO","stampo","stampo",0.436606223838356,"o",27,23,"OFFENDANTOSO","right",2,3904,1,10
"733",4,"AMANIMARISMO","sentimento","sentimento",0.485411776222111,"o",4,15,"INFETOTERO","right",2,2055,1,10
"734",5,"BOVACCIETTA","mucca","mucca",0.453353399154596,"a",18,7,"ILLUMITINA","left",1,1487,1,10
"735",6,"MORCAVATTICO","scarafaggio","scarafaggio",0.470493213526438,"o",8,36,"UFFAMALINALISMO","left",1,1994,1,10
"736",7,"MAAZELLARIA","orchestra","orchestra",0.520253165746296,"a",1,18,"BOVACCIETTA","right",2,1254,1,10
"737",8,"GUTONERTITA","risata","risata",0.440767443511956,"a",22,40,"ACUFEROIDIA","right",1,1576,0,10
"738",9,"ILLUMITINA","lampada","lampada",0.48953839463578,"a",7,25,"IRIBOLENZA","right",2,1366,1,10
"739",10,"MORTUMAZITA","agonia","agonia",0.430053687084792,"a",28,23,"SEPOLLAIA","right",2,1450,1,10
"740",11,"VACIDEMINA","malaria","malaria",0.410484135915653,"a",35,8,"NUVOLTANZA","left",1,1416,1,10
"741",12,"VESTICELLA","gonna","gonna",0.475682779400607,"a",11,35,"VACIDEMINA","right",2,1289,1,10
"742",13,"ILLUMINETTRIA","lampadina","lampadina",0.488456786989471,"a",5,11,"VESTICELLA","right",2,1095,1,10
"743",14,"SDEGNATISMO","disprezzo","disprezzo",0.517708945423487,"o",3,35,"POSPICCIOLO","right",2,1435,1,10
"744",15,"TIELATILLINA","caramella","caramella",0.467069016585616,"a",10,17,"TOPISEGNATURA","left",1,1548,1,10
"745",16,"FRITIENDOLA","scodella","scodella",0.503490471257293,"a",3,10,"TIELATILLINA","left",1,1279,1,10
"746",17,"VAPOGELLA","schiuma","schiuma",0.443413308588936,"a",19,20,"GENAMORENZA","right",2,1312,1,10
"747",18,"VACEFALINA","puntura","puntura",0.431007234616676,"a",24,12,"AFFOGNITURA","right",1,1471,0,10
"748",19,"GIUBBIATOLA","sciarpa","sciarpa",0.466889109453445,"a",13,32,"TINFETIOLIA","left",2,2056,0,10
"749",20,"GUARIOGRANDOLA","benda","benda",0.43746158905452,"a",26,36,"ERBACOLATURA","right",1,1799,0,10
"750",21,"BEVERCHIETTA","bibita","bibita",0.504716253629009,"a",6,41,"SOMMIRATOLA","left",1,1125,1,10
"751",22,"DÉPLIOTIO","opuscolo","opuscolo",0.441686024950471,"o",18,30,"AMAGGIOSCO","right",2,1265,1,10
"752",23,"BUCCOLAIANDOLO","cesto","cesto",0.454227200939773,"o",25,37,"BICCORERIANNO","left",1,1964,1,10
"753",24,"TRAVINCIMENTO","trionfo","trionfo",0.471378974659514,"o",6,38,"VORICIPANZIO","right",2,1555,1,10
"754",25,"ATLETINATRICA","ginnasta","ginnasta",0.505649500312599,"a",2,19,"VAPOGELLA","right",2,1172,1,10
"755",26,"DECOMODA","poltrona","poltrona",0.408095781596733,"a",42,28,"MORTUMAZITA","right",2,1149,1,10
"756",27,"CUOCCELA","pentola","pentola",0.458594744645759,"a",14,37,"BONSCETTIA","left",1,1215,1,10
"757",28,"TETRUCCIERICO","manichino","manichino",0.436693144990155,"o",26,14,"PESCHETTORIO","right",2,2326,1,10
"758",29,"UFFAMALINALISMO","pettegolezzo","pettegolezzo",0.409747618431885,"o",36,33,"SCIOCOLTAZIO","right",1,1564,0,10
"759",30,"AMAGGIOSCO","fascino","fascino",0.416690467636846,"o",30,5,"SUONANELLO","right",2,2043,1,10
"760",31,"SEPOLLAIA","bara","bara",0.435754908929298,"a",23,31,"SHAKESPEARIA","right",2,1172,1,10
"761",32,"SDRASTELLO","cuscino","cuscino",0.479165705299131,"o",7,25,"BUCCOLAIANDOLO","left",2,1704,0,10
"762",33,"POZZETALITO","serbatoio","serbatoio",0.411098303335955,"o",32,3,"SDEGNATISMO","right",2,1207,1,10
"763",34,"CUOCETTOLA","padella","padella",0.463623805530619,"a",16,14,"CUOCCELA","left",1,1044,1,10
"764",35,"SOMMIRATOLA","statua","statua",0.417796195312835,"a",41,2,"ATLETINATRICA","right",1,1259,0,10
"765",36,"COTOLITELLA","pasta","pasta",0.48355510448989,"a",9,26,"GUARIOGRANDOLA","left",2,1303,0,10
"766",37,"TAPOSTOIONA","mensola","mensola",0.410975906153405,"a",33,22,"GUTONERTITA","left",1,2705,1,10
"767",38,"SUONANELLO","violino","violino",0.480197333828064,"o",5,9,"GRATTUGIENDOLO","left",1,1062,1,10
"768",39,"NIDORMIENDOLO","insetto","insetto",0.4654280952828,"o",13,4,"AMANIMARISMO","left",1,2332,1,10
"769",40,"LETTOLETTO","comodino","comodino",0.436699875276071,"o",21,20,"GROTOPSIANDOLO","left",1,1030,1,10
"770",41,"SCIOCOLTAZIO","fischio","fischio",0.427576149656166,"o",33,26,"TETRUCCIERICO","right",2,1311,1,10
"771",42,"SEDINOCA","panca","panca",0.40737738992096,"a",34,29,"NUTRONATEZZA","left",1,1125,1,10
"772",43,"BOVISELETTA","pelliccia","pelliccia",0.410104570264826,"a",38,27,"BULICCHIRURA","left",1,1282,1,10
"773",44,"GHIOTOSTALMENTO","fungo","fungo",0.431669987072567,"o",19,10,"BAIALININARLO","right",2,1582,1,10
"774",45,"BAMBITORIO","giocattolo","giocattolo",0.450036652496003,"o",24,22,"MAFIDAMATO","right",2,1184,1,10
"775",46,"UCCIDALOSAMENTO","massacro","massacro",0.466290928178276,"o",11,24,"BAMBITORIO","right",2,1094,1,10
"776",47,"BOVIACCAMENTO","macello","macello",0.457839353368462,"o",12,29,"BAMAGOGO","right",2,1121,1,10
"777",48,"CORTECNOLISMO","progresso","progresso",0.42950685771341,"o",28,17,"FUMACOLIO","right",2,1251,1,10
"778",49,"BONSCETTIA","credenza","credenza",0.406283964386456,"a",37,9,"COTOLITELLA","left",1,2931,1,10
"779",50,"PESCHETTORIO","attrezzo","attrezzo",0.454366055587418,"o",14,2,"BACINGINEO","left",2,1458,0,10
"780",51,"BRUFFEMIANDOLO","pervertito","pervertito",0.523850635899467,"o",1,13,"NIDORMIENDOLO","right",2,1392,1,10
"781",52,"MAFIDAMATO","pentito","pentito",0.443432985504823,"o",22,8,"MORCAVATTICO","right",2,1109,1,10
"782",53,"LUMITATRO","faro","faro",0.421581339331163,"o",31,16,"NEBBALLIANTO","left",1,1068,1,10
"783",54,"NUTRONATEZZA","abbondanza","abbondanza",0.428871896311444,"a",29,6,"BEVERCHIETTA","right",2,1226,1,10
"784",55,"NEBBALLIANTO","crepuscolo","crepuscolo",0.457327965680897,"o",16,31,"LUMITATRO","right",2,2306,1,10
"785",56,"SHAKESPEARIA","commedia","commedia",0.422687919118835,"a",31,34,"SEDINOCA","left",1,2393,1,10
"786",57,"BULICCHIRURA","dentista","dentista",0.418391257993589,"a",27,13,"GIUBBIATOLA","right",2,1243,1,10
"787",58,"ERBACOLATURA","pianta","pianta",0.410990668069201,"a",36,24,"VACEFALINA","right",2,1066,1,10
"788",59,"BAMAGOGO","idolo","idolo",0.440714478264661,"o",29,7,"SDRASTELLO","left",1,1265,1,10
"789",60,"VORICIPANZIO","incentivo","incentivo",0.418727645029792,"o",38,34,"SUPESCITOLO","left",1,1272,1,10
"790",61,"INFETOTERO","vaiolo","vaiolo",0.447289180501927,"o",15,32,"POZZETALITO","right",2,1474,1,10
"791",62,"BACINGINEO","capezzolo","capezzolo",0.504656607139577,"o",2,6,"TRAVINCIMENTO","left",1,1365,1,10
"792",63,"NASCOBILISTA","patriota","patriota",0.411726791608716,"a",43,39,"TECNOLICENZA","right",2,1164,1,10
"793",64,"BOVETRITOLA","carcassa","carcassa",0.441974707362872,"a",21,43,"NASCOBILISTA","left",2,1458,0,10
"794",65,"TOPISEGNATURA","matita","matita",0.472668740606664,"a",17,42,"DECOMODA","left",1,1232,1,10
"795",66,"NUVOLTANZA","brezza","brezza",0.484015395070746,"a",8,38,"BOVISELETTA","left",1,1242,1,10
"796",67,"SUPESCITOLO","squalo","squalo",0.420294585989897,"o",34,18,"DÉPLIOTIO","right",2,1126,1,10
"797",68,"SUONONELLA","tromba","tromba",0.496570662135082,"a",4,30,"CAGOGNAZZA","left",1,1057,1,10
"798",69,"GROTOPSIANDOLO","cranio","cranio",0.444663786157017,"o",20,27,"SPONATENTALISMO","right",1,2632,0,10
"799",70,"FUMACOLIO","tabacco","tabacco",0.442651736319948,"o",17,12,"BOVIACCAMENTO","left",1,935,1,10
"800",71,"IRIBOLENZA","collera","collera",0.429596032023148,"a",25,16,"CUOCETTOLA","left",1,2327,1,10
"801",72,"PECCANNIA","lussuria","lussuria",0.463534279149531,"a",15,5,"ILLUMINETTRIA","right",2,1580,1,10
"802",73,"BICCORERIANNO","rinfresco","rinfresco",0.402679014844255,"o",37,21,"LETTOLETTO","left",1,1380,1,10
"803",74,"POSPICCIOLO","terrazzo","terrazzo",0.407849187862492,"o",35,19,"GHIOTOSTALMENTO","left",1,1404,1,10
"804",75,"GRATTUGIENDOLO","cucchiaio","cucchiaio",0.457632825837669,"o",9,11,"UCCIDALOSAMENTO","right",2,1597,1,10
"805",76,"ACUFEROIDIA","emicrania","emicrania",0.407339708774309,"a",40,3,"FRITIENDOLA","right",2,2794,1,10
"806",77,"BAIALININARLO","gattino","gattino",0.452422246675284,"o",10,1,"BRUFFEMIANDOLO","left",2,2688,0,10
"807",78,"CAGOGNAZZA","feccia","feccia",0.422413853089632,"a",30,33,"TAPOSTOIONA","right",2,1917,1,10
"808",79,"AFFOGNITURA","melma","melma",0.470398073485889,"a",12,21,"BOVETRITOLA","right",2,1466,1,10
"809",80,"TINFETIOLIA","allergia","allergia",0.413526929377243,"a",32,1,"MAAZELLARIA","right",2,1563,1,10
"810",81,"OFFENDANTOSO","insulto","insulto",0.440975943620665,"o",23,28,"CORTECNOLISMO","right",2,1312,1,10
"811",1,"GRATTUGIENDOLO","cucchiaio","cucchiaio",0.457632825837669,"o",9,26,"TETRUCCIERICO","right",2,7352,1,11
"812",2,"LETTOLETTO","comodino","comodino",0.436699875276071,"o",21,35,"POSPICCIOLO","right",1,3740,0,11
"813",3,"TOPISEGNATURA","matita","matita",0.472668740606664,"a",17,41,"SOMMIRATOLA","right",2,2190,1,11
"814",4,"TIELATILLINA","caramella","caramella",0.467069016585616,"a",10,32,"TINFETIOLIA","left",1,4003,1,11
"815",5,"NASCOBILISTA","patriota","patriota",0.411726791608716,"a",43,13,"GIUBBIATOLA","right",2,3210,1,11
"816",6,"ERBACOLATURA","pianta","pianta",0.410990668069201,"a",36,22,"GUTONERTITA","left",1,1801,1,11
"817",7,"VACIDEMINA","malaria","malaria",0.410484135915653,"a",35,39,"TECNOLICENZA","right",2,1743,1,11
"818",8,"SEDINOCA","panca","panca",0.40737738992096,"a",34,42,"DECOMODA","left",1,2796,1,11
"819",9,"GROTOPSIANDOLO","cranio","cranio",0.444663786157017,"o",20,34,"SUPESCITOLO","right",1,3277,0,11
"820",10,"BOVIACCAMENTO","macello","macello",0.457839353368462,"o",12,1,"BRUFFEMIANDOLO","left",1,2953,1,11
"821",11,"SEPOLLAIA","bara","bara",0.435754908929298,"a",23,28,"MORTUMAZITA","right",1,3296,0,11
"822",12,"IRIBOLENZA","collera","collera",0.429596032023148,"a",25,29,"NUTRONATEZZA","right",2,1777,1,11
"823",13,"MORTUMAZITA","agonia","agonia",0.430053687084792,"a",28,4,"SUONONELLA","right",1,5331,0,11
"824",14,"TAPOSTOIONA","mensola","mensola",0.410975906153405,"a",33,10,"TIELATILLINA","left",1,2732,1,11
"825",15,"BAMBITORIO","giocattolo","giocattolo",0.450036652496003,"o",24,37,"BICCORERIANNO","left",1,7784,1,11
"826",16,"PECCANNIA","lussuria","lussuria",0.463534279149531,"a",15,3,"FRITIENDOLA","right",2,2727,1,11
"827",17,"BRUFFEMIANDOLO","pervertito","pervertito",0.523850635899467,"o",1,32,"POZZETALITO","left",1,13622,1,11
"828",18,"INFETOTERO","vaiolo","vaiolo",0.447289180501927,"o",15,20,"GROTOPSIANDOLO","left",1,1748,1,11
"829",19,"BUCCOLAIANDOLO","cesto","cesto",0.454227200939773,"o",25,14,"PESCHETTORIO","right",2,3419,1,11
"830",20,"MORCAVATTICO","scarafaggio","scarafaggio",0.470493213526438,"o",8,11,"UCCIDALOSAMENTO","left",1,3061,1,11
"831",21,"AFFOGNITURA","melma","melma",0.470398073485889,"a",12,37,"BONSCETTIA","left",1,1966,1,11
"832",22,"CORTECNOLISMO","progresso","progresso",0.42950685771341,"o",28,30,"AMAGGIOSCO","left",1,3304,1,11
"833",23,"NUTRONATEZZA","abbondanza","abbondanza",0.428871896311444,"a",29,33,"TAPOSTOIONA","left",1,1646,1,11
"834",24,"UCCIDALOSAMENTO","massacro","massacro",0.466290928178276,"o",11,24,"BAMBITORIO","left",1,1595,1,11
"835",25,"BAMAGOGO","idolo","idolo",0.440714478264661,"o",29,38,"VORICIPANZIO","left",1,2113,1,11
"836",26,"DECOMODA","poltrona","poltrona",0.408095781596733,"a",42,26,"GUARIOGRANDOLA","left",1,1959,1,11
