Ps.number,Cue.number,Response.number,cues,Response,RT,Response_singular.x,Response_spelling,Minkowski.3.distance.n_cue,Mink3.overlap.n_cue,Response_finalAmE,Response_finalBrE,n_1,n_1_sing,Mink3.dist.n_1,Mink3.overlap.n_1,n_2,n_2_sing,Mink3.dist.n_2,Mink3.overlap.n_2,n_3,n_3_sing,Mink3.dist.n_3,Mink3.overlap.n_3,n_4,n_4_sing,Mink3.dist.n_4,Mink3.overlap.n_4,n_5,n_5_sing,Mink3.dist.n_5,Mink3.overlap.n_5,PPMI.n_cue,n_1_BrE,PPMI.n_1,n_2_BrE,PPMI.n_2,n_3_BrE,PPMI.n_3,n_4_BrE,PPMI.n_4,n_5_BrE,PPMI.n_5,PPMI.max,PPMI.max.which,Mink3.max,Mink3.max.which,PPMI.max.which2,Mink3.max.which2,logRT,PPMI.source,Mink3.source,Mink.max_nocue,PPMI.max_nocue,ZipfUK
36,37,19,TEXTILE,NYLON,637.4,NYLON,NA,1.692149727,9.427850273,NYLON,NYLON,POLYESTER,POLYESTER,1.08763535,10.03236465,WOOL,WOLL,1.862406991,9.257593009,RECYCLE,RECYCLE,2.841381719,8.278618281,SILK,SILK,1.608236065,9.511763935,THREAD,THREAD,2.696507641,8.423492359,0,POLYESTER,12.84090039,WOOL,7.007854792,RECYCLE,0,SILK,7.975327677,THREAD,0,12.84090039,2,10.03236465,2,n-1,n-1,2.804412059,1,1,1,1,3.1
7,38,19,TORTOISE,HARE,889.8,HARE,NA,1.59195597,9.52804403,HARE,HARE,GRASS,GRAS,2.884821825,8.235178175,GREENERY,GREENERY,1.877337809,9.242662191,PARK,PARK,2.414146543,8.705853457,WILDLIFE,WILDLIFE,2.403535592,8.716464408,FEED,FEED,3.45580592,7.66419408,9.764696761,GRASS,2.492066096,GREENERY,0,PARK,0,WILDLIFE,1.403307435,FEED,1.16303528,9.764696761,1,9.52804403,1,n-cue,n-cue,2.949292401,0,0,2,1,3.98
12,38,19,TORTOISE,CLAWS,2088,CLAW,NA,1.757191088,9.362808912,CLAWS,CLAWS,MOUTH,MOUTH,4.918622573,6.201377427,BLOOD,BLOOD,2.965058163,8.154941837,COLD,COLD,4.798598241,6.321401759,HERBIVORE,HERBIVORE,3.487306573,7.632693427,FABLE,FABLE,4.450585378,6.669414622,0,MOUTH,1.613431273,BLOOD,1.337832055,COLD,0,HERBIVORE,0,FABLE,0,1.613431273,2,9.362808912,1,n-1,n-cue,3.319730494,1,0,2,1,3.93
13,38,19,TORTOISE,TURTLES,1841,TURTLE,NA,0.841282298,10.2787177,TURTLES,TURTLES,AQUA,AQUA,2.104568059,9.015431941,INSECTS,INSECT,3.516788911,7.603211089,MAMMAL,MAMAL,2.809990908,8.310009092,WATER,WATER,4.940967501,6.179032499,SWIM,SWIM,4.554959869,6.565040131,5.712300679,AQUA,0,INSECTS,4.660339668,MAMMAL,0,WATER,2.35977665,SWIM,5.53223176,5.712300679,1,10.2787177,1,n-cue,n-cue,3.265053789,0,0,1,5,3.46
23,38,19,TORTOISE,POOH,5610.8,POOH,POOP,0.359445581,10.76055442,POOP,POOP,GRAVE,ONE FOOT IN THE GRAVE,3.600211446,7.519788554,GALAPOGIS,GALAPOGI,NA,NA,HARD,HARD,4.907382024,6.212617976,LOST,LOST,3.90406172,7.21593828,HOME,HOME,4.041375622,7.078624378,0,GRAVE,0,GALAPOGIS,NA,HARD,0,LOST,0,HOME,0,0,1,10.76055442,1,n-cue,n-cue,3.749024788,0,0,1,1,3.44
30,38,19,TORTOISE,WINNER,172.7,WINNER,NA,3.02398455,8.09601545,WINNER,WINNER,PROTECT,PROTECT,1.638326337,9.481673663,CRAWL,CRAWL,3.231180642,7.888819358,TALES,TALE,3.229487701,7.890512299,FABLES,FABLE,2.357017916,8.762982084,WEIRD,WEIRD,2.531785738,8.588214262,1.582924196,PROTECT,0,CRAWL,0,TALES,0,FABLES,0,WEIRD,0,1.582924196,1,9.481673663,2,n-cue,n-1,2.237292338,0,1,1,1,4.89
39,38,19,TORTOISE,SHIELD,4384.7,SHIELD,NA,2.301840575,8.818159425,SHIELD,SHIELD,REPTILE,REPTILE,1.73624649,9.38375351,ROUND,ROUND,2.085027595,9.034972405,SIMPLE,SIMPLE,3.04463275,8.07536725,SCARED,SCARED,4.381090381,6.738909619,TIMID,TIMID,3.46450779,7.65549221,3.624260644,REPTILE,0,ROUND,0,SIMPLE,1.457423954,SCARED,0.321513962,TIMID,0,3.624260644,1,9.38375351,2,n-cue,n-1,3.641939884,0,1,1,3,3.8
4,39,19,TOWER,RAINBOW,5042.9,RAINBOW,NA,2.629301661,8.490698339,RAINBOW,RAINBOW,INFERNO,INFERNO,3.134578111,7.985421889,BLOCK,BLOCK,3.784378854,7.335621146,GLASS,GLAS,4.090080343,7.029919657,TOURIST,TOURIST,4.255780235,6.864219765,FAIRYTALE,FAIRYTALE,4.059522419,7.060477581,0,INFERNO,0,BLOCK,0,GLASS,0,TOURIST,0,FAIRYTALE,0,0,1,8.490698339,1,n-cue,n-cue,3.702680356,0,0,1,1,4.18
9,39,19,TOWER,GUARDS,12923.8,GUARD,NA,2.414053559,8.705946441,GUARDS,GUARDS,CRENELLATIONS,CRENELLATION,NA,NA,LOOM,LOOM,1.875997427,9.244002573,STOREY,STOREY,NA,NA,THIN,THIN,2.501460674,8.618539326,MODERN,MODERN,2.03946813,9.08053187,1.892918469,CRENELLATIONS,0,LOOM,0,STOREY,0,THIN,0.418162974,MODERN,0.233009185,1.892918469,1,9.244002573,3,n-cue,n-2,4.111390229,0,1,2,4,4.1
17,39,19,TOWER,RAPUNZEL,1272.5,RAPUNZEL,NA,1.895578377,9.224421623,RAPUNZEL,RAPUNZEL,PRISON,PRISON,3.898368647,7.221631353,CLIMB,CLIMB,5.699555982,5.420444018,ABOVE,ABOVE,2.017405326,9.102594674,PROFITEROLE,PROFITEROLE,NA,NA,JENGA,JENGA,NA,NA,7.878970653,PRISON,0,CLIMB,5.13686656,ABOVE,0,PROFITEROLE,0,JENGA,0,7.878970653,1,9.224421623,1,n-cue,n-cue,3.104657791,0,0,3,2,2.99
19,39,19,TOWER,WEALTH,3370,WEALTH,NA,1.682482809,9.437517191,WEALTH,WEALTH,IMPOSING,IMPOSING,1.49381972,9.62618028,THICK,THICK,4.045824142,7.074175858,SOLID,SOLID,4.718178965,6.401821035,PAST,PAST TIME,2.744189593,8.375810407,VIEW,VIEW,2.369532039,8.750467961,0,IMPOSING,2.175478551,THICK,0,SOLID,0,PAST,0.397771996,VIEW,0,2.175478551,2,9.62618028,2,n-1,n-1,3.527629901,1,1,1,1,4.33
26,39,19,TOWER,BLACKPOOL,4551.9,BLACKPOOL,BLACKPOOL,NA,NA,BLACKPOOL,BLACKPOOL,PC TOWER,PC TOWER,NA,NA,PARIS,PARI,NA,NA,EIFFEL,EIFFEL,NA,NA,PRINCESS,PRINCES IN THE TOWER,NA,NA,EXECUTION,EXECUTION,NA,NA,7.464320213,PC TOWER,NA,PARIS,0,EIFFEL,7.352305753,PRINCESS,0.91207218,EXECUTION,0,7.464320213,1,NA,NA,n-cue,NA,3.658192713,0,NA,NA,3,4.26
31,39,19,TOWER,PLANE,1527,PLANE,NA,2.761723391,8.358276609,PLANE,PLANE,TWIN,TWIN,2.130934501,8.989065499,BARADUR,BARADUR,NA,NA,SAURON,SAURON,NA,NA,FORT,FORT,2.915731144,8.204268856,KEEP,KEEP,3.09421293,8.02578707,3.034717109,TWIN,3.621405906,BARADUR,NA,SAURON,0,FORT,0,KEEP,0,3.621405906,2,8.989065499,2,n-1,n-1,3.183839037,1,1,1,1,4.58
32,39,19,TOWER,FIRE EXT,2123.3,FIRE EXT,FIRE EXIT,0.899171127,10.22082887,FIRE EXIT,FIRE EXIT,DOOR,LOTS OF DOOR,3.337581728,7.782418272,WINDOW,LOTS OF WINDOW,2.152286255,8.967713745,SKYSCRAPER,SKYSCRAPER,1.558540712,9.561459288,BIG,TOO BIG,2.120394004,8.999605996,UGLY,UGLY,1.638788666,9.481211334,NA,DOOR,NA,WINDOW,NA,SKYSCRAPER,NA,BIG,NA,UGLY,NA,NA,NA,10.22082887,1,NA,n-cue,3.32701136,NA,0,3,NA,NA
37,39,19,TOWER,DANCING,3119.1,DANCING,NA,4.092255944,7.027744056,DANCING,DANCING,FUN,FUN,3.259067749,7.860932251,BLACKPOOL,BLACKPOOL,NA,NA,EIFFEL,EIFFEL,NA,NA,TOURISTS,TOURIST,2.715740189,8.404259811,FAMOUS,FAMOU,4.410820516,6.709179484,0.289610083,FUN,2.256569243,BLACKPOOL,2.97910565,EIFFEL,0,TOURISTS,0,FAMOUS,0.358717285,2.97910565,3,8.404259811,5,n-2,n-4,3.494029299,1,1,4,2,4.9
9,40,19,XYLOPHONE,SHAPE,3380.1,SHAPE,NA,4.437374514,6.682625486,SHAPE,SHAPE,WOOD,WOOD,1.929300289,9.190699711,GENTLE,GENTLE,2.540312575,8.579687425,LOUD,LOUD,5.811211958,5.308788042,NOISY,NOISY,5.816352574,5.303647426,MELODIC,MELODIC,5.521556868,5.598443132,0,WOOD,1.730654264,GENTLE,0,LOUD,0,NOISY,0,MELODIC,0,1.730654264,2,9.190699711,2,n-1,n-1,3.528929549,1,1,1,1,4.9
19,40,19,XYLOPHONE,NURSERY,17027,NURSERY,NA,3.497435138,7.622564862,NURSERY,NURSERY,MUSIC,MUSIC,4.232156606,6.887843394,NOTES,NOTE,1.87014492,9.24985508,PLAYERS,PLAYER,1.330137903,9.789862097,BAND,BAND,3.120810273,7.999189727,RINGING,RINGING,3.650953372,7.469046628,0,MUSIC,0,NOTES,0,PLAYERS,0,BAND,0,RINGING,0,0,1,9.789862097,4,n-cue,n-3,4.231138136,0,1,3,1,4.16
20,40,19,XYLOPHONE,BASS,4262.3,BAS,NA,2.485272995,8.634727005,BASS,BASS,PIANO,PIANO,3.399346654,7.720653346,ORGAN,ORGAN,2.062676335,9.057323665,ORCHESTRA,ORCHESTRA,2.245710837,8.874289163,RATTLE,RATTLE,2.24044838,8.87955162,DRUM,DRUM,3.366879488,7.753120512,5.705354862,PIANO,4.945114415,ORGAN,2.80439519,ORCHESTRA,3.939820116,RATTLE,0,DRUM,8.31381839,8.31381839,6,9.057323665,3,n-5,n-2,3.629644014,1,1,2,5,4.18
26,40,19,XYLOPHONE,SCHOOL HALL,1377.9,SCHOOL HALL,SCHOOL HALL,3.548214878,7.571785122,SCHOOL HALL,SCHOOL HALL,ASSEMBLY,ASSEMBLY,1.826120127,9.293879873,MELANCHOLIC,MELANCHOLIC,4.322698077,6.797301923,SCHOOL BAND,SCHOOL BAND,2.629497608,8.490502392,HIT,HIT,3.14703078,7.97296922,LOUD,LOUD,3.84342308,7.27657692,NA,ASSEMBLY,NA,MELANCHOLIC,NA,SCHOOL BAND,NA,HIT,NA,LOUD,NA,NA,NA,9.293879873,2,NA,n-1,3.1392177,NA,1,1,NA,NA
29,40,19,XYLOPHONE,HARP,4634.8,HARP,NA,1.078035198,10.0419648,HARP,HARP,FLUTE,FLUTE,2.828852361,8.291147639,TROMBONE,TROMBONE,2.453015309,8.666984691,PIANO,PIANO,1.815768291,9.304231709,CELLO,CELLO,1.06384674,10.05615326,GUITAR,GUITAR,1.11410229,10.00589771,0,FLUTE,6.038661248,TROMBONE,0,PIANO,5.933185333,CELLO,9.427927334,GUITAR,4.63779108,9.427927334,5,10.05615326,5,n-4,n-4,3.666030998,1,1,4,4,3.4
31,40,19,XYLOPHONE,HIGH,4563,HIGH,NA,4.144847756,6.975152244,HIGH,HIGH,CLUNK,CLUNK,3.783701725,7.336298275,BANG,BANG,3.601095294,7.518904706,DING,DING,4.294403642,6.825596358,CHIME,CHIME,3.746256635,7.373743365,PLAY,PLAYING,3.478409196,7.641590804,0,CLUNK,0,BANG,0,DING,2.578641587,CHIME,0,PLAY,0,2.578641587,4,7.641590804,6,n-3,n-5,3.659250469,1,1,5,3,5.53
37,40,19,XYLOPHONE,TOY,4014.8,TOY,NA,2.051640008,9.068359992,TOY,TOY,TODDLER,TODDLER,2.41586268,8.70413732,TUNELESS,TUNELES,5.177583651,5.942416349,TUNEFUL,TUNEFUL,5.209025446,5.910974554,NOTES,NOTE,2.049466375,9.070533625,PLAY,PLAY,3.674810919,7.445189081,4.98933533,TODDLER,2.656352047,TUNELESS,0,TUNEFUL,0,NOTES,0,PLAY,2.140522651,4.98933533,1,9.070533625,5,n-cue,n-4,3.603663915,0,1,4,1,4.39
2,1,20,ALPHABET,WORDS,459.2,WORD,NA,1.773623074,9.346376926,WORDS,WORDS,WRITE,WRITE,5.85860561,5.26139439,LEARNING,LEARNING,2.997754711,8.122245289,EDUCATED,EDUCATED,3.104539555,8.015460445,THOUGHTS,THOUGHT,4.902127801,6.217872199,BOOKS,BOOK,4.703827961,6.416172039,2.781374293,WRITE,2.792688781,LEARNING,1.322099942,EDUCATED,0,THOUGHTS,2.038280764,BOOKS,1.187830306,2.792688781,2,9.346376926,1,n-1,n-cue,2.662001879,1,0,2,1,5.09
5,1,20,ALPHABET,HOME,18646.3,HOME,NA,4.107974574,7.012025426,HOME,HOME,SPELLING,SPELLING,3.369703213,7.750296787,CATEGORY,CATEGORIE,3.362065395,7.757934605,INDEX,INDEX,3.517532261,7.602467739,NAMES,NAME,3.683138769,7.436861231,SPAGHETTI,SPAGHETTI,4.640977695,6.479022305,0,SPELLING,0,CATEGORY,0,INDEX,0,NAMES,0,SPAGHETTI,0.572983585,0.572983585,6,7.757934605,3,n-5,n-2,4.270592667,1,1,2,5,5.86
6,1,20,ALPHABET,CAPITALS,4208.3,CAPITAL,NA,2.598033014,8.521966986,CAPITALS,CAPITALS,INITIALS,INITIAL,1.420915042,9.699084958,KISS,KISSE,4.364536642,6.755463358,ALGEBRA,ALGEBRA,1.461259365,9.658740635,MATHS EQUATIONS,MATHS EQUATION,4.349987481,6.770012519,ENGLISH,ENGLISH,NA,NA,2.031987588,INITIALS,0,KISS,0,ALGEBRA,0,MATHS EQUATIONS,NA,ENGLISH,1.992355229,2.031987588,1,9.699084958,2,n-cue,n-1,3.624106692,0,1,1,5,3.31
14,1,20,ALPHABET,BOOK,1366,BOOK,NA,3.986833663,7.133166337,BOOK,BOOK,PLAYGROUND,PLAYGROUND,2.407884206,8.712115794,TODDLER,TODDLER,3.12958095,7.99041905,YOUNG,YOUNG,2.916968192,8.203031808,SON,SON,3.600221177,7.519778823,DAUGHTER,DAUGHTER,2.793161368,8.326838632,1.173153894,PLAYGROUND,0,TODDLER,0,YOUNG,0,SON,0,DAUGHTER,0,1.173153894,1,8.712115794,2,n-cue,n-1,3.135450699,0,1,1,1,5.21
16,1,20,ALPHABET,ANIMATIONS,722.8,ANIMATION,NA,2.211072877,8.908927123,ANIMATIONS,ANIMATIONS,PICTURES,PICTURE,2.882085419,8.237914581,CONNECTIONS,CONNECTION,2.922863854,8.197136146,GROWTH,GROWTH,2.764615549,8.355384451,UNDERSTANDING,UNDERSTANDING,2.823627805,8.296372195,READING,READING,2.311870689,8.808129311,0,PICTURES,4.253403135,CONNECTIONS,0,GROWTH,0,UNDERSTANDING,0,READING,0,4.253403135,2,8.908927123,1,n-1,n-cue,2.859018144,1,0,5,1,2.62
21,1,20,ALPHABET,ESSAY,1701.7,ESSAY,NA,2.821067935,8.298932065,ESSAY,ESSAY,STORY,STORY,3.391657659,7.728342341,WORDSKILL,WORDSKILL,NA,NA,COMMUNICATING,COMMUNICATING,4.066110355,7.053889645,READING,READING,1.85998402,9.26001598,SPEECH,SPEECH,4.408136871,6.711863129,0,STORY,0,WORDSKILL,NA,COMMUNICATING,0,READING,4.553411742,SPEECH,0,4.553411742,5,9.26001598,5,n-4,n-4,3.230882999,1,1,4,4,3.41
27,1,20,ALPHABET,RIGHT,850.5,RIGHT,NA,3.085728626,8.034271374,RIGHT,RIGHT,LEFT,LEFT,1.5353284,9.5846716,SHAPES,SHAPE,3.248716574,7.871283426,SOUNDS,SOUND,4.118503003,7.001496997,PRINCE,PRINCE,2.355531168,8.764468832,WRITE,WRITE,3.076498409,8.043501591,0,LEFT,1.885810045,SHAPES,0,SOUNDS,0.99951383,PRINCE,0,WRITE,0,1.885810045,2,9.5846716,2,n-1,n-1,2.929674318,1,1,1,1,6.36
34,1,20,ALPHABET,MUSIC,12879.2,MUSIC,NA,3.54896142,7.57103858,MUSIC,MUSIC,STORYBOOK,STORYBOOK,3.508684797,7.611315203,PARENTS,PARENT,3.506658592,7.613341408,TEACHER,TEACHER,3.49447323,7.62552677,LIBRARY,LIBRARY,4.46156292,6.65843708,READING,READING,4.090599412,7.029400588,0.88905691,STORYBOOK,0,PARENTS,0,TEACHER,2.601587822,LIBRARY,0.667158816,READING,0.661499325,2.601587822,4,7.62552677,4,n-3,n-3,4.109888887,1,1,3,3,5.35
35,1,20,ALPHABET,LEARNING,5606.1,LEARNING,NA,2.344047245,8.775952755,LEARNING,LEARNING,CHART,CHART,3.321243059,7.798756941,BOOKS,BOOK,2.942768864,8.177231136,WRITING,WRITING,3.812902766,7.307097234,READING,READING,2.214797547,8.905202453,LITERACY,LITERACY,2.375101111,8.744898889,3.001630671,CHART,0,BOOKS,0.594855195,WRITING,1.070723194,READING,2.329288243,LITERACY,3.916000599,3.916000599,6,8.905202453,5,n-5,n-4,3.74866084,1,1,4,5,4.66
1,2,20,BATTLE,REASONS,1319.4,REASON,NA,3.875850576,7.244149424,REASONS,REASONS,AVENGE,AVENGE,1.775697492,9.344302508,WEEP,WEAP,1.907287846,9.212712154,CRY,CRY,2.829465658,8.290534342,DESTRUCTION,DESTRUCTION,4.156645192,6.963354808,BOMBS,BOMB,2.624630977,8.495369023,0,AVENGE,0,WEEP,2.911460069,CRY,1.026772646,DESTRUCTION,0.146837072,BOMBS,1.110964031,2.911460069,3,9.344302508,2,n-2,n-1,3.12037648,1,1,1,2,4.73
3,2,20,BATTLE,DYING,1049.7,DYING,NA,2.463334825,8.656665175,DYING,DYING,DEATH,DEATH,1.148746683,9.971253317,COMMOTION,COMOTION,2.827536591,8.292463409,NOISE,NOISE,4.073691734,7.046308266,HEROS,HERO,2.477192885,8.642807115,FLIGHT,FLIGHT,2.10643566,9.01356434,0.559159211,DEATH,2.902893204,COMMOTION,0,NOISE,0.398506114,HEROS,0,FLIGHT,0,2.902893204,2,9.971253317,2,n-1,n-1,3.021065197,1,1,1,1,4.5
10,2,20,BATTLE,MILK,1286.6,MILK,NA,5.40887236,5.71112764,MILK,MILK,FRIDGE,FRIDGE,5.203118531,5.916881469,COLD,COLD,5.295574778,5.824425222,BODY,BODY,5.232015935,5.887984065,DEAD,DEAD,5.116188753,6.003811247,FLOATING,FLOATING,5.592400091,5.527599909,0,FRIDGE,4.672122982,COLD,1.767357552,BODY,0,DEAD,0,FLOATING,0,4.672122982,2,6.003811247,5,n-1,n-4,3.109443547,1,1,4,1,4.73
11,2,20,BATTLE,WAR,2626.1,WAR,NA,0.953283551,10.16671645,WAR,WAR,EXCALIBER,EXCHALIBER,NA,NA,HOSPITAL,HOSPITAL,1.937750692,9.182249308,CASUALTY,CASUALTY,1.735368033,9.384631967,LOST,LOST,3.221296291,7.898703709,WON,WON,2.420944178,8.699055822,2.973279387,EXCALIBER,0,HOSPITAL,0,CASUALTY,3.250711141,LOST,1.364227777,WON,1.842589635,3.250711141,4,10.16671645,1,n-3,n-cue,3.41931126,1,0,3,3,5.34
18,2,20,BATTLE,SAD,606.2,SAD,NA,3.000974265,8.119025735,SAD,SAD,HARD,HARD,4.348256959,6.771743041,PHYSICAL,PHYSICAL,3.541522084,7.578477916,MENTAL,MENTAL,2.625081595,8.494918405,LOSE,LOSE,2.502536977,8.617463023,WIN,WIN,1.847944529,9.272055471,0,HARD,0,PHYSICAL,0,MENTAL,0,LOSE,1.704072907,WIN,0,1.704072907,5,9.272055471,6,n-4,n-5,2.782615932,1,1,5,4,4.81
24,2,20,BATTLE,LOSS,2635.2,LOS,NA,3.440557619,7.679442381,LOSS,LOSS,PUNISHMENT,PUNISHMENT,2.674718989,8.445281011,NATO,NATO,NA,NA,RIGHTS,RIGHT,1.9092816,9.2107184,DISAGREEMENT,DISAGREEMENT,3.214758792,7.905241208,CONFLICT,CONFLICT,2.901874213,8.218125787,2.547484677,PUNISHMENT,0,NATO,0,RIGHTS,0,DISAGREEMENT,0,CONFLICT,0.038046101,2.547484677,1,9.2107184,4,n-cue,n-3,3.420813582,0,1,3,5,4.67
25,2,20,BATTLE,FLOOR,2306.9,FLOOR,NA,4.031651245,7.088348755,FLOOR,FLOOR,SPIKE,SPIKE,2.785315973,8.334684027,METAL,METAL,2.831941268,8.288058732,GUARD,GUARD,3.562368187,7.557631813,STAIRS,STAIR,2.101349896,9.018650104,THICK,THICK,2.564136895,8.555863105,0,SPIKE,0,METAL,0.014724748,GUARD,0,STAIRS,3.397919077,THICK,0.191132478,3.397919077,5,9.018650104,5,n-4,n-4,3.363028769,1,1,4,4,5.04
28,2,20,BATTLE,ANGLO,6080.3,ANGLO,ANGLO,NA,NA,ANGLO,ANGLO,CASTLES,CASTLE,NA,NA,POPPY,POPPY,NA,NA,TRAIN STATION,TRAIN STATIN,NA,NA,HOME,HOME,NA,NA,MEMORABILIA,MEMORBILIA,NA,NA,0,CASTLES,0,POPPY,0,TRAIN STATION,NA,HOME,0,MEMORABILIA,0,0,1,NA,NA,n-cue,NA,3.783925008,0,NA,NA,1,3.91
36,2,20,BATTLE,BLOOD,3308.7,BLOOD,NA,3.334187747,7.785812253,BLOOD,BLOOD,STRUGGLE,STRUGGLE,3.173489737,7.946510263,HORSES,HORSE,3.337478942,7.782521058,SPEARS,SPEAR,2.697910368,8.422089632,HASTINGS,HASTING,NA,NA,WORLD WAR,WORLD WAR,3.348048525,7.771951475,0,STRUGGLE,0.444733004,HORSES,0.031292952,SPEARS,0,HASTINGS,0,WORLD WAR,NA,0.444733004,2,8.422089632,4,n-1,n-3,3.519657391,1,1,3,1,4.98
40,2,20,BATTLE,CASTLE,1319.9,CASTLE,NA,3.987246666,7.132753334,CASTLE,CASTLE,QUEENS,QUEEN,1.837453714,9.282546286,KINGS,KING,2.127225047,8.992774953,KNIGHTS,KNIGHT,1.969782224,9.150217776,SIEGE,SIEGE,2.375710007,8.744289993,FORMATION,FORMATION,2.037838878,9.082161122,0.754014187,QUEENS,3.754763747,KINGS,3.936027746,KNIGHTS,3.685001335,SIEGE,6.032064972,FORMATION,0,6.032064972,5,9.282546286,2,n-4,n-1,3.120541029,1,1,1,4,4.68
2,3,20,CANNONBALL,BANG,464.3,BANG,NA,3.132165453,7.987834547,BANG,BANG,DETONATE,DETONATE,2.437581671,8.682418329,EXPLOSION,EXPLOSION,2.896208887,8.223791113,EXPLODE,EXPLODE,3.429739498,7.690260502,NOISE,NOISE,2.364681823,8.755318177,BOOM,BOOM,1.866741603,9.253258397,3.394048163,DETONATE,0,EXPLOSION,4.775631812,EXPLODE,4.295141251,NOISE,2.679746777,BOOM,6.9066708,6.9066708,6,9.253258397,6,n-5,n-5,2.666798684,1,1,5,5,4.62
5,3,20,CANNONBALL,HEAVY,2796.7,HEAVY,NA,2.354220502,8.765779498,HEAVY,HEAVY,WEAPONRY,WEAPONRY,3.358502725,7.761497275,PAST,PAST,4.961529703,6.158470297,HISTORY,HISTORY,4.749428515,6.370571485,FEAR,FEAR,4.344219891,6.775780109,BLOOD,BLOOD,2.819568188,8.300431812,4.753667248,WEAPONRY,6.361322335,PAST,0,HISTORY,0.005796653,FEAR,0,BLOOD,0,6.361322335,2,8.765779498,1,n-1,n-cue,3.446645882,1,0,5,1,4.9
6,3,20,CANNONBALL,HARM,4904,HARM,NA,1.83284479,9.28715521,HARM,HARM,ALIGHT,ALIGHT,3.079552427,8.040447573,SOLDIERS,SOLDIER,2.425842464,8.694157536,INJURY,INJURY,2.956495035,8.163504965,HARM,HARM,0,11.12,DEFENSE,DEFINSE,2.33330841,8.78669159,0,ALIGHT,0,SOLDIERS,1.704441097,INJURY,2.800112785,HARM,6.938908385,DEFENSE,0,6.938908385,5,11.12,5,n-4,n-4,3.690550462,1,1,4,4,4.35
14,3,20,CANNONBALL,OLD,5858.8,OLD,NA,2.346807201,8.773192799,OLD,OLD,HEAVY,HEAVY,3.032890002,8.087109998,BALL,BALL,3.331609295,7.788390705,HARD,HARD,3.284569366,7.835430634,GUMBALL RALLY,GUMBALL RALLY,3.7993471,7.3206529,ROAD TRIP,ROAD TRIP,2.78635949,8.33364051,0.795365708,HEAVY,0,BALL,0,HARD,0,GUMBALL RALLY,NA,ROAD TRIP,NA,0.795365708,1,8.773192799,1,n-cue,n-cue,3.767808673,0,0,5,1,5.79
16,3,20,CANNONBALL,STRIVING,4041.2,STRIVING,NA,2.769632675,8.350367325,STRIVING,STRIVING,WEAPON,WEAPOM,4.224902539,6.895097461,COUNTRY,COUNTRIE,2.204467955,8.915532045,GOAL,GOAL,1.411612716,9.708387284,STRATEGY,STRATEGY,2.703761786,8.416238214,PLAN,PLANNING,2.165894632,8.954105368,0,WEAPON,0,COUNTRY,1.215651272,GOAL,3.80357935,STRATEGY,0,PLAN,0.761529381,3.80357935,4,9.708387284,4,n-3,n-3,3.606510344,1,1,3,3,3.29
21,3,20,CANNONBALL,KILLING,1166.6,KILLING,NA,1.115799489,10.00420051,KILLING,KILLING,WOUNDS,WOUND,2.493642706,8.626357294,INJURY,INJURY,3.087380896,8.032619104,FIRE,FIRE,3.413341266,7.706658734,SMOKE,SMOKE,4.846668971,6.273331029,BANG,BANG,2.670664021,8.449335979,0,WOUNDS,2.116404418,INJURY,0,FIRE,1.813424238,SMOKE,0,BANG,0,2.116404418,2,10.00420051,1,n-1,n-cue,3.066921972,1,0,1,1,4.52
27,3,20,CANNONBALL,DISTANCE,1302.7,DISTANCE,NA,1.630917812,9.489082188,DISTANCE,DISTANCE,FIRE,FIRE,3.545099594,7.574900406,NOISE,NOISE,3.965069896,7.154930104,SMOKE,SMOKE,4.903908318,6.216091682,EXPLOSION,EXPLOSION,2.838776273,8.281223727,BANG,BANG,2.807354347,8.312645653,0,FIRE,0.439584159,NOISE,0,SMOKE,0,EXPLOSION,2.045319737,BANG,0,2.045319737,5,9.489082188,1,n-4,n-cue,3.114844413,1,0,5,4,4.64
34,3,20,CANNONBALL,BANG,1667.6,BANG,NA,3.132165453,7.987834547,BANG,BANG,SPARK,SPARK,3.484566969,7.635433031,FIRING,FIRING,2.209668904,8.910331096,FIRED,FIRED,2.342090506,8.777909494,CANNON,CANNON,2.705009674,8.414990326,OLD,OLD,3.107268407,8.012731593,3.394048163,SPARK,3.971955906,FIRING,2.579207678,FIRED,0.402153212,CANNON,0.062453733,OLD,0.052851734,3.971955906,2,8.910331096,3,n-1,n-2,3.222091886,1,1,2,1,4.62
35,3,20,CANNONBALL,DROWNING,1815.1,DROWNING,DROWN,3.334491812,7.785508188,DROWN,DROWN,BOAT,BOAT,3.926739638,7.193260362,FLAME,FLAME,4.036427619,7.083572381,FORCE,FOURCE,2.758868725,8.361131275,POWER,POWER,3.081071912,8.038928088,DESTRUCTION,DESTRUCTION,3.380092918,7.739907082,0,BOAT,1.807256343,FLAME,0,FORCE,0,POWER,0.373529389,DESTRUCTION,0,1.807256343,2,8.361131275,4,n-1,n-3,3.258900557,1,1,3,1,3.58
38,3,20,CANNONBALL,SCARY,7625.2,SCARY,NA,3.135546609,7.984453391,SCARY,SCARY,SCARY,SCARY,0,11.12,DANGEROUS,DANGEROU,1.780309707,9.339690293,OLD,OLD,1.662188279,9.457811721,SHOOT,SHOOT,3.427975923,7.692024077,WAR,WAR,2.06991789,9.05008211,0,SCARY,7.804344294,DANGEROUS,1.813671265,OLD,0,SHOOT,0,WAR,0,7.804344294,2,11.12,2,n-1,n-1,3.882251239,1,1,1,1,4.59
