,ppn,object,image,response,response_corrected,recognition_RT,first_key_RT,name_agreement,H_statistic,Normalised_H_statistic,unknown_osullivan_et_al,idiosyncratic_osullivan_et_al,nonobject_osullivan_et_al,physically_dissimilar,is_natural,is_modal,modalWordFreq,responseWordFreq,modalWordLength,responseWordLength,responseProductionFreq,responseProductionFreq_non_outlier,is_invalid,is_rt_outlier,not_in_subtlex_uk
1,ppt_1,teacup,teacup_3.png,cup and saucer,cup and saucer,851,77.2,33.33333333,2.290988571,0.816066594,0,1,0,0,0,0,5.09,NA,3,12,11,NA,0,0,1
2,ppt_1,tulip,tulip_1.png,flower,flower,922.5,88.7,60.60606061,1.121421031,0.707537895,0,0,0,0,1,1,4.5,4.5,6,6,20,20,0,0,0
3,ppt_1,lawnmower,lawnmower_1.png,sk,NA,4669.6,75,42.42424242,NA,NA,0,0,0,0,NA,NA,2.799539447,NA,9,NA,4,4,1,1,1
4,ppt_1,sedan,sedan_1.png,car,car,955.7,84.1,87.87878788,0.631171805,0.398225072,0,0,0,0,0,1,5.44,5.44,3,3,29,29,0,0,0
5,ppt_1,bat,bat_1.png,bat,bat,775.1,87.1,93.93939394,0.390452131,0.246347867,0,0,0,0,1,1,4.3,4.3,3,3,31,31,0,0,0
6,ppt_1,sportster,sportster_4.png,car,car,549.1,73.7,81.81818182,1.032819496,0.444811146,0,0,0,0,0,1,5.44,5.44,3,3,27,27,0,0,0
7,ppt_1,mug,mug_1.png,mug,mug,555.8,72.2,66.66666667,1.206914707,0.603457353,0,0,0,0,0,1,3.93,3.93,3,3,22,22,0,0,0
8,ppt_1,ostrich,ostrich_3.png,ostrich,ostrich,515.1,74,72.72727273,1.323364195,0.569941936,0,0,0,0,1,1,3.52,3.52,7,7,24,24,0,0,0
9,ppt_1,firetruck,firetruck_1.png,fire engine,fire engine,1933.9,71.8,75.75757576,1.223290945,0.526842734,0,0,0,0,0,1,3.175742669,3.175742669,10,10,25,24,0,0,0
10,ppt_1,breadbox,breadbox_1.png,lock box,lock box,550.9,71.3,33.33333333,2.849900914,0.85790566,0,0,0,0,0,0,5.12,1.394705731,3,7,5,5,0,0,0
11,ppt_1,rose,rose_3.png,rose,rose,743.2,68.1,87.87878788,0.631171805,0.398225072,0,0,0,0,1,1,4.64,4.64,4,4,29,29,0,0,0
12,ppt_1,toadstool,toadstool_1.png,mushroom,mushroom,588.5,77.6,69.6969697,1.277527832,0.638763916,0,0,0,0,1,1,3.87,3.87,8,8,23,23,0,0,0
13,ppt_1,flowerpot,flowerpot_4.png,plant pot,plant pot,794.3,92.7,33.33333333,2.14501834,0.829806366,0,0,0,0,0,1,2.868921995,2.868921995,8,8,11,11,0,0,0
14,ppt_1,peach,peach_2.png,peach,peach,585.3,84.2,87.87878788,0.714653245,0.357326622,0,0,0,0,1,1,3.62,3.62,5,5,29,29,0,0,0
15,ppt_1,lawnmower,lawnmower_2.png,dk,NA,7732.6,80.6,42.42424242,NA,NA,0,0,0,0,NA,NA,2.799539447,NA,9,NA,2,2,1,1,1
16,ppt_1,beer bottle,beer bottle_2.png,beer bottle#,beer bottle,422.9,87.6,57.57575758,1.658631308,0.714333623,0,0,0,0,0,0,4.65,2.18709742,6,10,6,6,0,0,0
17,ppt_1,trolley,trolley_1.png,suitcase,suitcase,962.2,100.2,81.81818182,1.009944118,0.434959256,0,0,0,0,0,1,3.78,3.78,8,8,27,27,0,0,0
18,ppt_1,envelope,envelope_2.png,letter,letter,560.7,64.1,78.78787879,0.87102419,0.549555077,0,0,0,0,0,0,4.1,4.85,8,6,6,6,0,0,0
19,ppt_1,sedan,sedan_3.png,car,car,691.7,95.1,93.93939394,0.32984607,0.32984607,0,0,0,0,0,1,5.44,5.44,3,3,31,31,0,0,0
20,ppt_1,tabby,tabby_3.png,cat,cat,555.2,105.1,93.93939394,0.390452131,0.246347867,0,0,0,0,1,1,4.83,4.83,3,3,31,31,0,0,0
21,ppt_1,wineglass,wineglass_2.png,glass,glass,1064.9,78.1,87.87878788,0.631171805,0.398225072,0,0,0,0,0,1,4.92,4.92,5,5,29,29,0,0,0
22,ppt_1,celery,celery_1.png,parsley,parsley,477,109.5,39.39393939,2.45728621,0.775187492,0,0,0,0,1,0,3.66,3.98,6,7,2,2,0,0,0
23,ppt_1,frying pan,frying pan_1.png,frying pan,frying pan,680.6,86.9,48.48484848,1.329140818,0.664570409,0,0,0,0,0,0,4.6,3.331219473,3,9,15,15,0,0,0
24,ppt_1,hatchback,hatchback_3.png,car,NA,97243.9,33.59999999,96.96969697,0.195909271,0.195909271,0,0,0,0,0,1,5.44,5.44,3,3,NA,NA,0,1,0
25,ppt_1,envelope,envelope_4.png,envelope,envelope,2659.3,65.8,81.81818182,0.80222433,0.506147199,0,0,0,0,0,1,4.1,4.1,8,8,27,27,0,0,0
26,ppt_1,fox,fox_3.png,fox,fox,563.8,62.3,93.93939394,0.390452131,0.246347867,0,0,0,0,1,1,4.46,4.46,3,3,31,31,0,0,0
27,ppt_1,harvester,harvester_3.png,dk,NA,3492,55.9,27.27272727,NA,NA,0,0,0,0,NA,NA,2.868921995,NA,16,NA,6,6,1,1,1
28,ppt_1,sunflower,sunflower_1.png,sunflower,sunflower,681.7,81.5,78.78787879,0.818091464,0.516158246,0,0,0,0,1,1,3.55,3.55,9,9,26,26,0,0,0
29,ppt_1,jar,jar_1.png,jar,jar,882,81.09999999,75.75757576,1.465715188,0.488571729,0,0,0,0,0,1,3.96,3.96,3,3,25,24,0,0,0
30,ppt_1,envelope,envelope_3.png,envelope,envelope,676,60.40000001,72.72727273,0.98260321,0.619953601,0,0,0,0,0,1,4.1,4.1,8,8,24,23,0,0,0
31,ppt_1,snowmobile,snowmobile_4.png,snowmobile,snowmobile,855.4,68,27.27272727,3.465842585,0.866460646,0,0,0,0,0,1,2.04,2.04,10,10,9,9,0,0,0
32,ppt_1,bobsled,bobsled_3.png,dk,NA,627.4,59.7,27.27272727,NA,NA,0,0,0,0,NA,NA,2.69,NA,9,NA,4,4,1,1,1
33,ppt_1,cactus,cactus_2.png,dk,NA,750.4,67.2,57.57575758,NA,NA,0,0,0,0,NA,NA,3.35,NA,6,NA,4,4,1,1,1
34,ppt_1,kiwi,kiwi_2.png,kiwi,kiwi,886.8,67.9,81.81818182,0.776973436,0.490215658,0,0,0,0,1,1,3.27,3.27,4,4,27,26,0,0,0
35,ppt_1,locomotive,locomotive_3.png,dk,NA,831.9,78.8,63.63636364,NA,NA,0,0,0,0,NA,NA,4.98,NA,5,NA,1,1,1,1,1
36,ppt_1,truffle,truffle_2.png,dk,NA,670.2,61.09999999,36.36363636,NA,NA,0,0,0,0,NA,NA,3.6,NA,7,NA,12,12,1,1,1
37,ppt_1,grasshopper,grasshopper_3.png,dk,NA,932.8,82.7,39.39393939,NA,NA,0,0,0,0,NA,NA,3.85,NA,6,NA,3,3,1,1,1
38,ppt_1,cabriolet,cabriolet_2.png,car,car,575.9,70.3,81.81818182,1.032819496,0.444811146,0,0,0,0,0,1,5.44,5.44,3,3,27,27,0,0,0
39,ppt_1,shopping basket,shopping basket_2.png,basket,basket,596.9,67.6,69.6969697,1.479195166,0.572230802,0,0,0,0,0,1,4.16,4.16,6,6,23,22,0,0,0
40,ppt_1,poppy,poppy_4.png,flower,flower,550.6,70.5,39.39393939,1.777395677,0.888697839,0,0,0,0,1,0,3.98,4.5,5,6,11,11,0,0,0
41,ppt_1,bathtub,bathtub_1.png,bathtub,bathtub,624.3,72.9,72.72727273,1.114376408,0.557188204,0,0,0,0,0,0,4.65,2.87,4,7,7,7,0,0,0
42,ppt_1,boar,boar_1.png,dk,NA,782,71.3,42.42424242,NA,NA,0,0,0,0,NA,NA,4.51,NA,3,NA,1,1,1,1,1
43,ppt_1,vase,vase_1.png,vase,vase,501.5,74,93.93939394,0.32984607,0.32984607,0,0,0,0,0,1,4.27,4.27,4,4,31,29,0,0,0
44,ppt_1,tankard,tankard_4.png,dk,NA,1503.1,66,39.39393939,NA,NA,0,0,0,0,NA,NA,3.14,NA,7,NA,4,4,1,1,1
45,ppt_1,lighthouse,lighthouse_1.png,lighthouse,lighthouse,751.2,88.09999999,90.90909091,0.583584487,0.291792243,0,0,0,0,0,1,3.77,3.77,10,10,30,29,0,0,0
46,ppt_1,dalmatian,dalmatian_4.png,dalmatian,dalmatian,899.8,98.7,57.57575758,1.140868692,0.719808003,0,0,0,0,1,0,5.17,2.65,3,9,13,13,0,0,0
47,ppt_1,tank,tank_3.png,dk,NA,669.3,53.3,93.93939394,NA,NA,0,0,0,0,NA,NA,4.34,NA,4,NA,1,1,1,1,1
48,ppt_1,clothes basket,clothes basket_3.png,basket,basket,793.2,85.1,84.84848485,0.965426307,0.373477877,0,0,0,0,0,1,4.16,4.16,6,6,28,28,0,0,0
49,ppt_1,satchel,satchel_2.png,satchel,satchel,624,69.8,48.48484848,1.891250246,0.67367693,0,0,0,0,0,1,2.65,2.65,7,7,16,16,0,0,0
50,ppt_1,macaw,macaw_1.png,parrot,parrot,597,54,93.93939394,0.32984607,0.32984607,0,0,0,0,1,1,3.84,3.84,6,6,31,31,0,0,0
51,ppt_1,kangaroo,kangaroo_2.png,kangaroo,kangaroo,833.9,72.2,85.29411765,0.943890816,0.365146812,0,0,0,0,1,1,3.62,3.62,8,8,29,28,0,0,0
52,ppt_1,hazel,hazel_2.png,tree,tree,464.5,69.7,94.11764706,0.381580488,0.240750483,0,0,0,0,1,1,4.95,4.95,4,4,32,32,0,0,0
53,ppt_1,hatchback,hatchback_4.png,car,car,540.5,67.7,88.23529412,0.61800386,0.389917023,0,0,0,0,0,1,5.44,5.44,3,3,30,30,0,0,0
54,ppt_1,kale,kale_2.png,cabbage,cabbage,481.2,72.90000001,44.11764706,2.616723394,0.756402693,0,0,0,0,1,0,3.22,4.07,4,7,2,2,0,0,0
55,ppt_1,labrador,labrador_1.png,dog,NA,57,67.9,82.35294118,0.893170552,0.446585276,0,0,0,0,1,1,5.17,5.17,3,3,NA,NA,0,1,0
56,ppt_1,tabby,tabby_4.png,cat,cat,547.3,53.8,91.17647059,0.570401499,0.28520075,0,0,0,0,1,1,4.83,4.83,3,3,31,31,0,0,0
57,ppt_1,forklift,forklift_4.png,forklift,forklift,1013.8,68.5,58.82352941,2.192211021,0.659921274,0,0,0,0,0,1,2.89,2.89,8,8,20,20,0,0,0
58,ppt_1,beer bottle,beer bottle_4.png,beer,beer,661.7,71.1,52.94117647,1.717803282,0.739817605,0,0,0,0,0,0,4.65,4.47,6,4,8,8,0,0,0
59,ppt_1,eagle,eagle_3.png,bird,bird,804.3,62.2,79.41176471,1.076228648,0.46350645,0,0,0,0,1,0,4.11,4.85,5,4,4,4,0,0,0
60,ppt_1,puffball,puffball_4.png,dk,NA,817,69.3,38.23529412,NA,NA,0,0,0,0,NA,NA,3.87,NA,8,NA,12,12,1,1,1
61,ppt_1,strawberry,strawberry_1.png,strawberry,strawberry,658.9,62.1,79.41176471,1.031823501,0.515911751,0,0,0,0,1,1,3.99,3.99,10,10,27,27,0,0,0
62,ppt_1,palmtree,palmtree_2.png,tree,tree,543.5,82,47.05882353,1.62971217,0.814856085,0,0,0,0,1,1,4.95,4.95,4,4,16,16,0,0,0
63,ppt_1,postbox,postbox_3.png,letterbox,letterbox,592.8,88.3,70.58823529,1.45073518,0.561220977,0,0,0,0,0,0,2.59,3.15,7,9,7,7,0,0,0
64,ppt_1,baseball,baseball_1.png,baseball,baseball,757.5,70.40000001,55.88235294,1.389516583,0.694758292,0,0,0,0,0,1,3.74,3.74,8,8,19,19,0,0,0
65,ppt_1,limousine,limousine_4.png,limo,limo,673.4,64.8,47.05882353,2.013070929,0.77876214,0,0,0,0,0,1,3.25,3.25,4,4,16,16,0,0,0
66,ppt_1,ferryboat,ferryboat_1.png,ship,ship,624,75.5,41.17647059,1.914001122,0.824315415,0,0,0,0,0,1,4.77,4.77,4,4,14,14,0,0,0
67,ppt_1,dragonfly,dragonfly_3.png,dk,NA,859.5,71.7,47.05882353,NA,NA,0,0,0,0,NA,NA,3.2,NA,9,NA,2,2,1,1,1
68,ppt_1,tumbler,tumbler_1.png,cup,cup,543.2,69.6,41.17647059,2.523425433,0.796052093,0,0,0,0,0,1,5.09,5.09,3,3,14,14,0,0,0
69,ppt_1,buttercup,buttercup_2.png,daffodil,daffodil,686.4,82.8,76.47058824,1.151548925,0.495945128,0,0,0,0,1,0,4.5,3.15,6,8,1,1,0,0,0
70,ppt_1,jar,jar_4.png,mason jar,mason jar,544.4,61.7,70.58823529,1.733371664,0.546817878,0,1,0,0,0,0,3.96,NA,3,8,1,NA,0,0,1
71,ppt_1,glider,glider_1.png,plane,plane,691.4,97.2,47.05882353,1.881005488,0.670027674,0,0,0,0,0,1,4.58,4.58,5,5,16,16,0,0,0
72,ppt_1,dandelion,dandelion_4.png,flower,flower,511.8,72,76.47058824,1.257714821,0.486550509,0,0,0,0,1,1,4.5,4.5,6,6,26,26,0,0,0
73,ppt_1,stockcar,stockcar_4.png,car,car,638.4,71,79.41176471,1.311522766,0.437174255,0,0,0,0,0,1,5.44,5.44,3,3,27,26,0,0,0
74,ppt_1,blackberry,blackberry_1.png,blackberrty,blackberry,647.1,77.7,44.11764706,2.366300903,0.788766968,0,0,0,0,1,1,3.55,3.55,10,10,15,15,0,0,0
75,ppt_1,frogfish,frogfish_1.png,fish,fish,2225.3,73.7,82.35294118,0.965426307,0.373477877,0,0,0,0,1,1,5.19,5.19,4,4,28,27,0,0,0
76,ppt_1,fig,fig_3.png,fig,fig,591,68,52.94117647,2.057085827,0.732748756,0,0,0,0,1,1,3.48,3.48,3,3,18,17,0,0,0
77,ppt_1,iron,iron_3.png,iron,iron,730.4,75.9,91.17647059,0.51157797,0.322769763,0,0,0,0,0,1,4.52,4.52,4,4,31,31,0,0,0
78,ppt_1,satchel,satchel_4.png,satchel,satchel,802.1,71.9,50,1.475997041,0.635677325,0,0,0,0,0,0,4.89,2.65,3,7,14,14,0,0,0
79,ppt_1,postbox,postbox_1.png,letterbox,letterbox,578.1,80.09999999,76.47058824,1.151548925,0.495945128,0,0,0,0,0,0,2.59,3.15,7,9,5,5,0,0,0
80,ppt_1,cockatoo,cockatoo_1.png,parrot,parrot,874.1,74,41.17647059,1.974748314,0.763936929,0,0,0,0,1,1,3.84,3.84,6,6,14,14,0,0,0
81,ppt_1,boar,boar_4.png,dk,NA,1077,69.8,35.29411765,NA,NA,0,0,0,0,NA,NA,4.51,NA,3,NA,1,1,1,1,1
82,ppt_1,broccoli,broccoli_1.png,brocolli,broccoli,513.6,83.6,73.52941176,1.378745055,0.533371395,0,0,0,0,1,1,3.71,3.71,8,8,25,23,0,0,0
83,ppt_1,wolfhound,wolfhound_4.png,dog,dog,669.4,63.6,82.35294118,1.069641141,0.413793678,0,0,0,0,1,1,5.17,5.17,3,3,28,28,0,0,0
84,ppt_1,lionfish,lionfish_1.png,fish,fish,725.1,80.90000001,73.52941176,1.382233748,0.492361595,0,0,0,0,1,1,5.19,5.19,4,4,25,25,0,0,0
85,ppt_1,clothes basket,clothes basket_1.png,washing basket,washing basket,642.8,77.1,76.47058824,1.37536188,0.489913787,0,1,0,0,0,0,4.16,2.057463562,6,13,1,1,0,0,0
86,ppt_1,birdhouse,birdhouse_2.png,birdhiuse,birdhouse,569.1,74.7,44.11764706,1.737276728,0.672070379,0,0,0,0,0,0,2.41173907,1.84,7,9,14,14,0,0,0
87,ppt_1,bucket,bucket_2.png,bucket,bucket,480.5,69.6,76.47058824,1.37536188,0.489913787,0,0,0,0,0,1,4.21,4.21,6,6,26,26,0,0,0
88,ppt_1,duck,duck_2.png,duck,duck,484.2,76.1,85.29411765,0.826243757,0.413121879,0,0,0,0,1,1,4.53,4.53,4,4,29,29,0,0,0
89,ppt_1,tractor,tractor_3.png,tracktor,tractor,606.7,69.1,94.11764706,0.381580488,0.240750483,0,0,0,0,0,1,3.84,3.84,7,7,32,32,0,0,0
90,ppt_1,battery,battery_4.png,battery,battery,634.3,68.8,91.17647059,0.570401499,0.28520075,0,0,0,0,0,1,3.87,3.87,7,7,31,31,0,0,0
91,ppt_1,buttercup,buttercup_3.png,flowers,flower,702.2,65.6,70.58823529,1.336025341,0.575394795,0,0,0,0,1,1,4.5,4.5,6,6,24,24,0,0,0
92,ppt_1,iron,iron_4.png,iron,iron,601.2,77.3,94.11764706,0.381580488,0.240750483,0,0,0,0,0,1,4.52,4.52,4,4,32,31,0,0,0
93,ppt_1,chihuahua,chihuahua_3.png,dog,dog,495.1,58.2,91.17647059,0.51157797,0.322769763,0,0,0,0,1,1,5.17,5.17,3,3,31,31,0,0,0
94,ppt_1,bobsled,bobsled_2.png,dk,NA,846.6,64.9,23.52941176,NA,NA,0,0,0,0,NA,NA,2.69,NA,9,NA,9,9,1,1,1
95,ppt_1,chameleon,chameleon_2.png,amphibian,amphibian,809.8,60.5,32.35294118,2.214539291,0.856700741,0,0,0,0,1,0,3.35,2.78,9,9,1,1,0,0,0
96,ppt_1,clothes basket,clothes basket_2.png,washing basket,washing basket,553,69.2,61.76470588,1.97721458,0.659071527,0,1,0,0,0,0,4.16,2.057463562,6,13,2,2,0,0,0
97,ppt_1,jet,jet_2.png,plane,plane,578.8,59.6,41.17647059,2.460904932,0.776329071,0,0,0,0,0,1,4.58,4.58,5,5,14,14,0,0,0
98,ppt_1,lynx,lynx_2.png,cat,cat,606.2,75.40000001,41.17647059,2.58104691,0.746089877,0,0,0,0,1,1,4.83,4.83,3,3,14,11,0,0,0
99,ppt_1,jet,jet_3.png,plane,plane,705.2,70.40000001,52.94117647,2.13811193,0.712703977,0,0,0,0,0,1,4.58,4.58,5,5,18,18,0,0,0
100,ppt_1,airliner,airliner_4.png,plane,plane,635,62.4,70.58823529,1.711169091,0.539813746,0,0,0,0,0,1,4.58,4.58,5,5,24,23,0,0,0
101,ppt_1,zucchini,zucchini_4.png,courgette,courgette,2299.4,64.3,81.25,0.969802495,0.484901247,0,0,0,0,1,1,3.35,3.35,9,9,26,24,0,0,0
102,ppt_1,wine bottle,wine bottle_1.png,wine,NA,12512.1,63.3,71.875,1.097689859,0.548844929,0,0,0,0,0,1,4.84,4.84,4,4,1,1,0,1,0
103,ppt_1,iron,iron_2.png,iron,NA,28410.8,8.799999997,100,0,0,0,0,0,0,0,1,4.52,4.52,4,4,NA,NA,0,1,0
104,ppt_1,gecko,gecko_4.png,lizard,lizard,1739.5,59.3,75,1.13597686,0.56798843,0,0,0,0,1,1,3.73,3.73,6,6,24,24,0,0,0
105,ppt_1,cactus,cactus_3.png,dk,NA,21825.8,65.5,84.375,NA,NA,0,0,0,0,NA,NA,3.35,NA,6,NA,1,1,1,1,1
106,ppt_1,airliner,airliner_1.png,plane,plane,850,54.3,71.875,1.385888579,0.536134887,0,0,0,0,0,1,4.58,4.58,5,5,23,22,0,0,0
107,ppt_1,television,television_1.png,tv,tv,502.4,68.1,68.75,1.386960293,0.597331285,0,0,0,0,0,1,5.06,5.06,2,2,22,22,0,0,0
108,ppt_1,mushroom,mushroom_4.png,mushroom,mushroom,568.4,61.7,96.875,0.200622324,0.200622324,0,0,0,0,1,1,3.87,3.87,8,8,31,31,0,0,0
109,ppt_1,skateboard,skateboard_3.png,skateboard,skateboard,545.7,72.3,96.875,0.200622324,0.200622324,0,0,0,0,0,1,3.39,3.39,10,10,31,31,0,0,0
110,ppt_1,dandelion,dandelion_2.png,flower,flower,676.4,68.5,68.75,1.042599356,0.657806954,0,0,0,0,1,1,4.5,4.5,6,6,22,22,0,0,0
111,ppt_1,sportster,sportster_2.png,car,car,1522.1,68.9,84.375,0.73806367,0.465666329,0,0,0,0,0,1,5.44,5.44,3,3,27,27,0,0,0
112,ppt_1,broccoli,broccoli_4.png,brocolli,broccoli,1528.7,81,100,0,0,0,0,0,0,1,1,3.71,3.71,8,8,32,32,0,0,0
113,ppt_1,steamroller,steamroller_1.png,dk,NA,510.1,67.7,34.375,NA,NA,0,0,0,0,NA,NA,3.95,NA,6,NA,3,3,1,1,1
114,ppt_1,cashbox,cashbox_3.png,lockbox,lock box,989.1,53.7,18.75,3.093946298,0.894351049,0,0,0,0,0,0,5.12,1.394705731,3,7,6,6,0,0,0
115,ppt_1,snowmobile,snowmobile_2.png,snowmobile,snowmobile,1062.5,67.4,34.375,3.188106502,0.83735469,0,0,0,0,0,1,2.04,2.04,10,10,11,11,0,0,0
116,ppt_1,matchbox,matchbox_1.png,matchbox,matchbox,1095.3,92.7,78.125,1.121987352,0.483213651,0,0,0,0,0,1,3.11,3.11,8,8,25,25,0,0,0
117,ppt_1,briefcase,briefcase_4.png,briefcase,briefcase,2019.4,80.5,75,1.13597686,0.56798843,0,0,0,0,0,1,3.14,3.14,9,9,24,23,0,0,0
118,ppt_1,leek,leek_1.png,spring onions,spring onion,3590.9,68.5,65.625,1.742541691,0.620705874,0,0,0,0,1,0,3.56,3.115691475,4,11,4,4,0,0,0
119,ppt_1,limousine,limousine_2.png,limo,limo,558.7,51.5,65.625,1.468951457,0.734475728,0,0,0,0,0,1,3.25,3.25,4,4,21,21,0,0,0
120,ppt_1,chalice,chalice_2.png,cup,cup,3408.6,70.7,71.875,1.686189844,0.531933671,0,0,0,0,0,0,3.22,5.09,6,3,2,2,0,0,0
121,ppt_1,bathtub,bathtub_4.png,bathtub,bathtub,714.5,69.3,81.25,0.69621226,0.69621226,0,0,0,0,0,0,4.65,2.87,4,7,6,6,0,0,0
122,ppt_1,battery,battery_2.png,battery,battery,507.6,65.2,100,0,0,0,0,0,0,0,1,3.87,3.87,7,7,32,32,0,0,0
123,ppt_1,jar,jar_3.png,mason jar,mason jar,603.6,81.8,75,1.35018789,0.522323976,0,1,0,0,0,0,3.96,NA,3,8,1,NA,0,0,1
124,ppt_1,helicopter,helicopter_1.png,helicopter,helicopter,557.8,67.1,93.75,0.399790067,0.252239448,0,0,0,0,0,1,4.38,4.38,10,10,30,30,0,0,0
125,ppt_1,corn,corn_4.png,corn,corn,462,74.3,43.75,1.719801338,0.859900669,0,0,0,0,1,1,3.94,3.94,4,4,14,14,0,0,0
126,ppt_1,chameleon,chameleon_1.png,chameleon#,chameleon,502.4,70.8,53.125,1.781354897,0.767187796,0,0,0,0,1,0,3.73,3.35,6,9,8,7,0,0,0
127,ppt_1,beaker,beaker_3.png,cup,cup,867.4,95.4,34.375,2.959614736,0.825563653,0,0,0,0,0,1,5.09,5.09,3,3,11,9,0,0,0
128,ppt_1,racecar,racecar_1.png,car,car,462,56.9,43.75,2.572890722,0.774517283,0,0,0,0,0,1,5.44,5.44,3,3,14,13,0,0,0
129,ppt_1,mantis,mantis_4.png,flower,flower,399.1,72.2,34.375,2.621449418,0.789134907,0,0,0,0,1,0,3.85,4.5,6,6,4,3,0,0,0
130,ppt_1,jar,jar_2.png,jar,jar,483.2,65.7,81.25,1.032302495,0.444588485,0,0,0,0,0,1,3.96,3.96,3,3,26,26,0,0,0
131,ppt_1,seaturtle,seaturtle_1.png,terapin,terrapin,808.3,62.5,87.5,0.458685816,0.458685816,0,0,0,0,1,0,3.64,2.23,6,8,3,3,0,0,0
132,ppt_1,zeppelin,zeppelin_4.png,air balloon,air balloon,722,75.3,43.75,2.549300488,0.804214764,0,0,0,0,0,0,2.26,3.074133627,5,10,3,2,0,0,0
133,ppt_1,chihuahua,chihuahua_4.png,dog,dog,688.1,86.7,87.5,0.543564443,0.543564443,0,0,0,0,1,1,5.17,5.17,3,3,28,28,0,0,0
134,ppt_1,bathtub,bathtub_3.png,bath,bath,429.2,74.3,68.75,0.896038233,0.896038233,0,0,0,0,0,1,4.65,4.65,4,4,22,22,0,0,0
135,ppt_1,ash,ash_3.png,tree,tree,1919.9,70.3,100,0,0,0,0,0,0,1,1,4.95,4.95,4,4,32,32,0,0,0
136,ppt_1,sled,sled_4.png,sleigh,sleigh,2972.4,75.9,40.625,1.973913366,0.763613927,0,0,0,0,0,0,3.09,3.31,4,6,6,6,0,0,0
137,ppt_1,briefcase,briefcase_2.png,briefcase,briefcase,1069,79.4,65.625,1.305041691,0.652520846,0,0,0,0,0,1,3.14,3.14,9,9,21,21,0,0,0
138,ppt_1,keyboard,keyboard_4.png,keyboard,keyboard,511.7,67,100,0,0,0,0,0,0,0,1,3.64,3.64,8,8,32,32,0,0,0
139,ppt_1,steamboat,steamboat_4.png,boat,boat,499.5,64.7,59.375,1.727793039,0.615452298,0,0,0,0,0,1,4.89,4.89,4,4,19,18,0,0,0
140,ppt_1,bobsled,bobsled_1.png,dk,NA,1149.2,58.3,21.875,NA,NA,0,0,0,0,NA,NA,0.996765722,NA,7,NA,4,4,1,1,1
141,ppt_1,grinder,grinder_4.png,angle grinder,angle grinder,1087.8,63.3,25,3.050339858,0.881745961,0,0,0,0,0,1,2.18709742,2.18709742,12,12,8,8,0,0,0
142,ppt_1,cow,cow_2.png,cow,cow,549.2,74.1,90.625,0.409633444,0.258449928,0,0,0,0,1,1,4.44,4.44,3,3,29,29,0,0,0
143,ppt_1,blackberry,blackberry_3.png,blackberry,blackberry,1253.4,82,46.875,1.76837518,0.761597736,0,0,0,0,1,1,3.55,3.55,10,10,15,15,0,0,0
144,ppt_1,bathtub,bathtub_2.png,bath,bath,845.7,80.3,75,0.811278124,0.811278124,0,0,0,0,0,1,4.65,4.65,4,4,24,24,0,0,0
145,ppt_1,ashtray,ashtray_2.png,ashtray,ashtray,2534,63.1,59.375,1.41543128,0.504186795,0,0,0,0,0,1,3.2,3.2,7,7,19,18,0,0,0
146,ppt_1,broccoli,broccoli_2.png,brocolli,broccoli,2361.6,71,100,0,0,0,0,0,0,1,1,3.71,3.71,8,8,32,32,0,0,0
147,ppt_1,aloe,aloe_2.png,dk,NA,1093.4,71,46.875,NA,NA,0,0,0,0,NA,NA,4.81,NA,5,NA,1,1,1,1,1
148,ppt_1,jigsaw,jigsaw_4.png,jigsaw,NA,5865.1,12.9,28.125,2.716917187,0.817873569,0,0,0,0,0,1,3.68,3.68,6,6,NA,NA,0,1,0
149,ppt_1,tulip,tulip_3.png,dk,NA,863.7,67.4,53.125,NA,NA,0,0,0,0,NA,NA,3.21,NA,5,NA,1,1,1,1,1
150,ppt_1,canoe,canoe_1.png,boat,boat,1315.4,63.4,56.25,1.247556249,0.787120357,0,0,0,0,0,0,3.5,4.89,5,4,12,12,0,0,0
151,ppt_1,teacup,teacup_1.png,cup and saucer,cup and saucer,3676.8,31.2,37.5,2.431849704,0.810616568,0,1,0,0,0,0,5.09,NA,3,12,6,NA,0,0,1
152,ppt_1,tractor,tractor_2.png,tracktor,tractor,4025.4,90.7,90.625,0.597454723,0.298727362,0,0,0,0,0,1,3.84,3.84,7,7,29,29,0,0,0
153,ppt_1,rowboat,rowboat_1.png,boat,boat,3259.9,64.8,68.75,1.636960293,0.583097021,0,0,0,0,0,1,4.89,4.89,4,4,22,22,0,0,0
154,ppt_1,strawberry,strawberry_2.png,strawberry,strawberry,1166.9,86.1,84.375,0.86306367,0.431531835,0,0,0,0,1,1,3.99,3.99,10,10,27,26,0,0,0
155,ppt_1,saucepan,saucepan_2.png,saucepan,saucepan,1068.2,45.3,45.45454545,1.722487788,0.741835112,0,0,0,0,0,0,4.6,3.17,3,8,12,12,0,0,0
156,ppt_1,glass,glass_4.png,glass,glass,1485.3,74.4,81.25,0.930892729,0.465446365,0,0,0,0,0,1,4.92,4.92,5,5,26,26,0,0,0
157,ppt_1,buttercup,buttercup_1.png,flower,flower,3929.7,101.3,62.5,1.407253534,0.606071108,0,0,0,0,1,1,4.5,4.5,6,6,20,20,0,0,0
158,ppt_1,lawnmower,lawnmower_4.png,dk,NA,5180.1,20.1,15.625,NA,NA,0,0,0,0,NA,NA,3.84,NA,7,NA,6,6,1,1,1
